Sp_Idmarch,scientific_name,Genus,Species,Flag,valid name,genomic
1973,Axiocerses melanica,Axiocerses,melanica,Valid Name,Axiocerses melanica,
1974,Axiocerses punicea,Axiocerses,punicea,Valid Name,Axiocerses punicea,
1975,Axiocerses styx,Axiocerses,styx,Valid Name,Axiocerses styx,
1976,Axiocerses susanae,Axiocerses,susanae,Valid Name,Axiocerses susanae,
1977,Axiocerses tjoane,Axiocerses,tjoane,Valid Name,Axiocerses tjoane,"CAD, COI_trnL_COII, EF-1a, GAPDH"
1978,Azanus isis,Azanus,isis,Valid Name,Azanus isis,
1979,Azanus jesous,Azanus,jesous,Valid Name,Azanus jesous,"COI_trnL_COII, EF-1a"
1980,Azanus mirza,Azanus,mirza,Valid Name,Azanus mirza,"COI_trnL_COII, EF-1a, Wgl"
1981,Azanus moriqua,Azanus,moriqua,Valid Name,Azanus moriqua,
1982,Azanus natalensis,Azanus,natalensis,Valid Name,Azanus natalensis,
1983,Azanus sitalces,Azanus,sitalces,Valid Name,Azanus sitalces,
1984,Azanus soalalicus,Azanus,soalalicus,Valid Name,Azanus soalalicus,
1985,Azanus ubaldus,Azanus,ubaldus,Valid Name,Azanus ubaldus,
1986,Azanus urios,Azanus,urios,Valid Name,Azanus urios,
1987,Azatrephes paradisea,Azatrephes,paradisea,Not Found,,
1988,Azenia obtusa,Azenia,obtusa,Not Found,,
1989,Bactra verutana,Bactra,verutana,Not Found,,
1990,Badamia atrox,Badamia,atrox,Valid Name,Badamia atrox,
1991,Badamia exclamationis,Badamia,exclamationis,Valid Name,Badamia exclamationis,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, MDH, RpS2, RpS5, Wgl"
1992,Badecla argentinensis,Badecla,argentinensis,Valid Name,Badecla argentinensis,
1993,Badecla badaca,Badecla,badaca,Valid Name,Badecla badaca,
1994,Badecla clarissa,Badecla,clarissa,Valid Name,Badecla clarissa,
1995,Badecla picentia,Badecla,picentia,Valid Name,Badecla picentia,
1996,Badecla quadramacula,Badecla,quadramacula,Valid Name,Badecla quadramacula,
1997,Baeotis cephissa,Baeotis,cephissa,Valid Name,Baeotis cephissa,
1998,Baeotis euprepes,Baeotis,euprepes,Valid Name,Baeotis euprepes,
1999,Baeotis hisbon,Baeotis,hisbon,Valid Name,Baeotis hisbon,
2000,Baeotis johannae,Baeotis,johannae,Valid Name,Baeotis johannae,
2001,Baeotis melanis,Baeotis,melanis,Valid Name,Baeotis melanis,
2002,Baeotis nesaea,Baeotis,nesaea,Valid Name,Baeotis nesaea,"COI_trnL_COII, EF-1a, Wgl"
2003,Baeotis prima,Baeotis,prima,Valid Name,Baeotis prima,
2004,Baeotis staudingeri,Baeotis,staudingeri,Valid Name,Baeotis staudingeri,
2005,Baeotis sulphurea,Baeotis,sulphurea,Valid Name,Baeotis sulphurea,
2006,Baeotis vicosa,Baeotis,vicosa,Valid Name,Baeotis vicosa,
2007,Baeotis zonata,Baeotis,zonata,Valid Name,Baeotis zonata,COI_trnL_COII
2008,Baeotus aeilus,Baeotus,aeilus,Valid Name,Baeotus aeilus,"COI_trnL_COII, EF-1a, Wgl"
2009,Baeotus beotus,Baeotus,beotus,Valid Name,Baeotus beotus,"ArgKin, CAD, COI_trnL_COII, EF-1a, IDH, MDH, RpS2, RpS5, Wgl"
2010,Baeotus deucalion,Baeotus,deucalion,Valid Name,Baeotus deucalion,"COI_trnL_COII, EF-1a, Wgl"
2011,Baeotus japetus,Baeotus,japetus,Valid Name,Baeotus japetus,
2012,Baileya australis,Baileya,australis,Not Found,,
2013,Baileya dormitans,Baileya,dormitans,Not Found,,
2014,Baileya doubledayi,Baileya,doubledayi,Not Found,,
2015,Baileya levitans,Baileya,levitans,Not Found,,
2016,Baileya ophthalmica,Baileya,ophthalmica,Not Found,,
2017,Balignina neptunus,Balignina,neptunus,Not Found,,
2018,Baliochila aslanga,Baliochila,aslanga,Valid Name,Baliochila aslanga,
2019,Baliochila fragilis,Baliochila,fragilis,Valid Name,Baliochila fragilis,
2020,Balsa labecula,Balsa,labecula,Not Found,,
2021,Balsa malana,Balsa,malana,Not Found,,
2022,Balsa tristrigella,Balsa,tristrigella,Not Found,,
2023,Banta banta,Banta,banta,Valid Name,Banta banta,
2024,Baoris farri,Baoris,farri,Valid Name,Baoris farri,"COI_trnL_COII, EF-1a"
2025,Baoris fatuellus,Baoris,fatuellus,Not Found,,
2026,Baoris oceia,Baoris,oceia,Valid Name,Baoris oceia,
2027,Baoris pagana,Baoris,pagana,Valid Name,Baoris pagana,
2028,Baoris penicillata,Baoris,penicillata,Valid Name,Baoris penicillata,"COI_trnL_COII, EF-1a"
2029,Baracus vittatus,Baracus,vittatus,Valid Name,Baracus vittatus,
2030,Barbicornis basilis,Barbicornis,basilis,Valid Name,Barbicornis basilis,
2031,Baronia brevicornis,Baronia,brevicornis,Valid Name,Baronia brevicornis,"CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS5, Wgl"
2032,Basilodes pepita,Basilodes,pepita,Not Found,,
2033,Bassaris gonerilla,Bassaris,gonerilla,Not Found,,
2034,Bassaris itea,Bassaris,itea,Not Found,,
2035,Bassarona dunya,Bassarona,dunya,Not Found,,
2036,Bassarona piratica,Bassarona,piratica,Not Found,,
2037,Bassarona recta,Bassarona,recta,Not Found,,
2038,Bassarona teuta,Bassarona,teuta,Not Found,,
2039,Batesia hypochlora,Batesia,hypochlora,Valid Name,Batesia hypochlora,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
2040,Battaristis concinusella,Battaristis,concinusella,Not Found,,
2041,Battaristis vittella,Battaristis,vittella,Not Found,,
2042,Battus belus,Battus,belus,Valid Name,Battus belus,"COI_trnL_COII, EF-1a"
2043,Battus crassus,Battus,crassus,Valid Name,Battus crassus,"COI_trnL_COII, EF-1a, Wgl"
2044,Battus devilliers,Battus,devilliers,Not Found,,
2045,Battus devilliersi,Battus,devilliersi,Not Found,,
2046,Battus eracon,Battus,eracon,Valid Name,Battus eracon,
2047,Battus ingenuus,Battus,ingenuus,Valid Name,Battus ingenuus,
2048,Battus laodamas,Battus,laodamas,Valid Name,Battus laodamas,
2049,Battus lycidas,Battus,lycidas,Valid Name,Battus lycidas,
2050,Battus lyoides,Battus,lyoides,Not Found,,
2051,Battus madyes,Battus,madyes,Valid Name,Battus madyes,
2052,Battus maydes,Battus,maydes,Not Found,,
2053,battus philenor,battus,philenor,Valid Name,Battus philenor,
2054,Battus philenor,Battus,philenor,Valid Name,Battus philenor,"COI_trnL_COII, EF-1a, Wgl"
2055,Battus polycrates,Battus,polycrates,Not Found,,
2056,Battus polydamas,Battus,polydamas,Valid Name,Battus polydamas,"COI_trnL_COII, EF-1a"
2057,Battus polystictus,Battus,polystictus,Valid Name,Battus polystictus,"COI_trnL_COII, EF-1a"
2058,Battus streckerianus,Battus,streckerianus,Not Found,,
2059,Battus zetides,Battus,zetides,Valid Name,Battus zetides,
2060,Bebearia abesa,Bebearia,abesa,Valid Name,Bebearia abesa,
2061,Bebearia absolon,Bebearia,absolon,Valid Name,Bebearia absolon,
2062,Bebearia alissae,Bebearia,alissae,Not Found,,
2063,Bebearia allardi,Bebearia,allardi,Valid Name,Bebearia allardi,
2064,Bebearia arcadius,Bebearia,arcadius,Valid Name,Bebearia arcadius,
2065,Bebearia artemis,Bebearia,artemis,Valid Name,Bebearia artemis,
2066,Bebearia ashantina,Bebearia,ashantina,Valid Name,Bebearia ashantina,
2067,Bebearia ata,Bebearia,ata,Valid Name,Bebearia ata,
2068,Bebearia aurora,Bebearia,aurora,Valid Name,Bebearia aurora,
2069,Bebearia barce,Bebearia,barce,Valid Name,Bebearia barce,
2070,Bebearia barombina,Bebearia,barombina,Valid Name,Bebearia barombina,
2071,Bebearia baueri,Bebearia,baueri,Valid Name,Bebearia baueri,
2072,Bebearia bena,Bebearia,bena,Valid Name,Bebearia bena,
2073,Bebearia bioculata,Bebearia,bioculata,Valid Name,Bebearia bioculata,
2074,Bebearia bouyeri,Bebearia,bouyeri,Valid Name,Bebearia bouyeri,
2075,Bebearia braytoni,Bebearia,braytoni,Valid Name,Bebearia braytoni,
2076,Bebearia brazzai,Bebearia,brazzai,Valid Name,Bebearia brazzai,
2077,Bebearia brunhilda,Bebearia,brunhilda,Valid Name,Bebearia brunhilda,
2078,Bebearia carshena,Bebearia,carshena,Valid Name,Bebearia carshena,
2079,Bebearia castanea,Bebearia,castanea,Valid Name,Bebearia castanea,
2080,Bebearia chilonis,Bebearia,chilonis,Valid Name,Bebearia chilonis,
2081,Bebearia chloeropis,Bebearia,chloeropis,Valid Name,Bebearia chloeropis,
2082,Bebearia chriemhilda,Bebearia,chriemhilda,Valid Name,Bebearia chriemhilda,
2083,Bebearia cinaethon,Bebearia,cinaethon,Valid Name,Bebearia cinaethon,
2084,Bebearia clotho,Bebearia,clotho,Valid Name,Bebearia clotho,
2085,Bebearia cocalia,Bebearia,cocalia,Valid Name,Bebearia cocalia,
2086,Bebearia cocalioides,Bebearia,cocalioides,Valid Name,Bebearia cocalioides,
2087,Bebearia comus,Bebearia,comus,Valid Name,Bebearia comus,
2088,Bebearia congolensis,Bebearia,congolensis,Valid Name,Bebearia congolensis,
2089,Bebearia cottoni,Bebearia,cottoni,Valid Name,Bebearia cottoni,
2090,Bebearia crepuscularia,Bebearia,crepuscularia,Valid Name,Bebearia crepuscularia,
2091,Bebearia cutteri,Bebearia,cutteri,Valid Name,Bebearia cutteri,
2092,Bebearia dallastai,Bebearia,dallastai,Valid Name,Bebearia dallastai,
2093,Bebearia dargei,Bebearia,dargei,Valid Name,Bebearia dargei,
2094,Bebearia defluera,Bebearia,defluera,Valid Name,Bebearia defluera,
2095,Bebearia demetra,Bebearia,demetra,Valid Name,Bebearia demetra,
2096,Bebearia denticula,Bebearia,denticula,Valid Name,Bebearia denticula,
2097,Bebearia descarpentriesi,Bebearia,descarpentriesi,Not Found,,
2098,Bebearia discors,Bebearia,discors,Valid Name,Bebearia discors,
2099,Bebearia douglassi,Bebearia,douglassi,Valid Name,Bebearia douglassi,
2100,Bebearia dowsetti,Bebearia,dowsetti,Valid Name,Bebearia dowsetti,
2101,Bebearia ducalis,Bebearia,ducalis,Valid Name,Bebearia ducalis,
2102,Bebearia ducarmei,Bebearia,ducarmei,Valid Name,Bebearia ducarmei,
2103,Bebearia eliensis,Bebearia,eliensis,Valid Name,Bebearia eliensis,
2104,Bebearia elpinice,Bebearia,elpinice,Valid Name,Bebearia elpinice,
2105,Bebearia equatorialis,Bebearia,equatorialis,Valid Name,Bebearia equatorialis,
2106,Bebearia faraveli,Bebearia,faraveli,Valid Name,Bebearia faraveli,
2107,Bebearia flaminia,Bebearia,flaminia,Valid Name,Bebearia flaminia,
2108,Bebearia fontaineana,Bebearia,fontaineana,Valid Name,Bebearia fontaineana,
2109,Bebearia fontainei,Bebearia,fontainei,Valid Name,Bebearia fontainei,
2110,Bebearia fulgurata,Bebearia,fulgurata,Valid Name,Bebearia fulgurata,
2111,Bebearia guineensis,Bebearia,guineensis,Valid Name,Bebearia guineensis,
2112,Bebearia hargreavesi,Bebearia,hargreavesi,Valid Name,Bebearia hargreavesi,
2113,Bebearia hassoni,Bebearia,hassoni,Valid Name,Bebearia hassoni,
2114,Bebearia ikelemba,Bebearia,ikelemba,Valid Name,Bebearia ikelemba,
2115,Bebearia improvisa,Bebearia,improvisa,Valid Name,Bebearia improvisa,
2116,Bebearia inepta,Bebearia,inepta,Valid Name,Bebearia inepta,
2117,Bebearia innocua,Bebearia,innocua,Valid Name,Bebearia innocua,
2118,Bebearia intermedia,Bebearia,intermedia,Valid Name,Bebearia intermedia,
2119,Bebearia ivindoensis,Bebearia,ivindoensis,Valid Name,Bebearia ivindoensis,
2120,Bebearia jolyana,Bebearia,jolyana,Valid Name,Bebearia jolyana,
2121,Bebearia juno,Bebearia,juno,Valid Name,Bebearia juno,
2122,Bebearia kiellandi,Bebearia,kiellandi,Valid Name,Bebearia kiellandi,
2123,Bebearia laetitia,Bebearia,laetitia,Valid Name,Bebearia laetitia,
2124,Bebearia laetitioides,Bebearia,laetitioides,Valid Name,Bebearia laetitioides,
2125,Bebearia languida,Bebearia,languida,Valid Name,Bebearia languida,
2126,Bebearia leptotypa,Bebearia,leptotypa,Valid Name,Bebearia leptotypa,
2127,Bebearia liberti,Bebearia,liberti,Valid Name,Bebearia liberti,
2128,Bebearia lopeensis,Bebearia,lopeensis,Valid Name,Bebearia lopeensis,
2129,Bebearia lucayensis,Bebearia,lucayensis,Valid Name,Bebearia lucayensis,
2130,Bebearia luteola,Bebearia,luteola,Valid Name,Bebearia luteola,
2131,Bebearia makala,Bebearia,makala,Valid Name,Bebearia makala,
2132,Bebearia maledicta,Bebearia,maledicta,Valid Name,Bebearia maledicta,
2133,Bebearia mandinga,Bebearia,mandinga,Valid Name,Bebearia mandinga,
2134,Bebearia mardania,Bebearia,mardania,Not Found,,
2135,Bebearia maximiana,Bebearia,maximiana,Valid Name,Bebearia maximiana,
2136,Bebearia micans,Bebearia,micans,Valid Name,Bebearia micans,
2137,Bebearia nivaria,Bebearia,nivaria,Valid Name,Bebearia nivaria,
2138,Bebearia occitana,Bebearia,occitana,Valid Name,Bebearia occitana,
2139,Bebearia octogramma,Bebearia,octogramma,Valid Name,Bebearia octogramma,
2140,Bebearia omo,Bebearia,omo,Valid Name,Bebearia omo,
2141,Bebearia orientis,Bebearia,orientis,Valid Name,Bebearia orientis,
2142,Bebearia oshogbo,Bebearia,oshogbo,Not Found,,
2143,Bebearia osyris,Bebearia,osyris,Valid Name,Bebearia osyris,
2144,Bebearia oxione,Bebearia,oxione,Valid Name,Bebearia oxione,
2145,Bebearia paludicola,Bebearia,paludicola,Valid Name,Bebearia paludicola,
2146,Bebearia partita,Bebearia,partita,Valid Name,Bebearia partita,
2147,Bebearia peetersi,Bebearia,peetersi,Valid Name,Bebearia peetersi,
2148,Bebearia phantasia,Bebearia,phantasia,Valid Name,Bebearia phantasia,
2149,Bebearia phantasiella,Bebearia,phantasiella,Valid Name,Bebearia phantasiella,
2150,Bebearia phantasina,Bebearia,phantasina,Valid Name,Bebearia phantasina,
2151,Bebearia phranza,Bebearia,phranza,Valid Name,Bebearia phranza,
2152,Bebearia picturata,Bebearia,picturata,Valid Name,Bebearia picturata,
2153,Bebearia plistonax,Bebearia,plistonax,Valid Name,Bebearia plistonax,
2154,Bebearia pseudovesta,Bebearia,pseudovesta,Valid Name,Bebearia pseudovesta,
2155,Bebearia pulchella,Bebearia,pulchella,Valid Name,Bebearia pulchella,
2156,Bebearia raeveli,Bebearia,raeveli,Valid Name,Bebearia raeveli,
2157,Bebearia romboutsi,Bebearia,romboutsi,Valid Name,Bebearia romboutsi,
2158,Bebearia schoutedeni,Bebearia,schoutedeni,Valid Name,Bebearia schoutedeni,
2159,Bebearia seeldrayersi,Bebearia,seeldrayersi,Not Found,,
2160,Bebearia senegalensis,Bebearia,senegalensis,Valid Name,Bebearia senegalensis,
2161,Bebearia severini,Bebearia,severini,Valid Name,Bebearia severini,
2162,Bebearia sophus,Bebearia,sophus,Valid Name,Bebearia sophus,"CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
2163,Bebearia staudingeri,Bebearia,staudingeri,Valid Name,Bebearia staudingeri,
2164,Bebearia subtentyris,Bebearia,subtentyris,Valid Name,Bebearia subtentyris,
2165,Bebearia tentyris,Bebearia,tentyris,Valid Name,Bebearia tentyris,
2166,Bebearia tessmanni,Bebearia,tessmanni,Valid Name,Bebearia tessmanni,
2167,Bebearia tini,Bebearia,tini,Valid Name,Bebearia tini,
2168,Bebearia vandeweghei,Bebearia,vandeweghei,Valid Name,Bebearia vandeweghei,
2169,Bebearia waka,Bebearia,waka,Valid Name,Bebearia waka,
2170,Bebearia warrengashi,Bebearia,warrengashi,Valid Name,Bebearia warrengashi,
2171,Bebearia wojtusiaki,Bebearia,wojtusiaki,Not Found,,
2172,Bebearia zonara,Bebearia,zonara,Valid Name,Bebearia zonara,
2173,Belenois albomaculatus,Belenois,albomaculatus,Not Found,,
2174,Belenois aldabrensis,Belenois,aldabrensis,Valid Name,Belenois aldabrensis,
2175,Belenois anaphaeis,Belenois,anaphaeis,Not Found,,
2176,Belenois anomala,Belenois,anomala,Valid Name,Belenois anomala,
2177,Belenois antsianaka,Belenois,antsianaka,Valid Name,Belenois antsianaka,
2178,Belenois aurota,Belenois,aurota,Valid Name,Belenois aurota,COI_trnL_COII
2179,Belenois calypso,Belenois,calypso,Valid Name,Belenois calypso,
2180,Belenois crawshayi,Belenois,crawshayi,Valid Name,Belenois crawshayi,
2181,Belenois creona,Belenois,creona,Valid Name,Belenois creona,
2182,Belenois diminuta,Belenois,diminuta,Valid Name,Belenois diminuta,
2183,Belenois gidica,Belenois,gidica,Valid Name,Belenois gidica,
2184,Belenois grandidieri,Belenois,grandidieri,Valid Name,Belenois grandidieri,
2185,Belenois hedyle,Belenois,hedyle,Valid Name,Belenois hedyle,
2186,Belenois helcida,Belenois,helcida,Valid Name,Belenois helcida,
2187,Belenois java,Belenois,java,Valid Name,Belenois java,"CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS5, Wgl"
2188,Belenois larima,Belenois,larima,Valid Name,Belenois larima,
2189,Belenois mabella,Belenois,mabella,Valid Name,Belenois mabella,
2190,Belenois margaritacea,Belenois,margaritacea,Valid Name,Belenois margaritacea,
2191,Belenois ogygia,Belenois,ogygia,Valid Name,Belenois ogygia,
2192,Belenois raffrayi,Belenois,raffrayi,Valid Name,Belenois raffrayi,
2193,Belenois rubrosignata,Belenois,rubrosignata,Valid Name,Belenois rubrosignata,
2194,Belenois solilucis,Belenois,solilucis,Valid Name,Belenois solilucis,
2195,Belenois subeida,Belenois,subeida,Valid Name,Belenois subeida,
2196,Belenois sudanensis,Belenois,sudanensis,Valid Name,Belenois sudanensis,
2197,Belenois theora,Belenois,theora,Valid Name,Belenois theora,
2198,Belenois theuszi,Belenois,theuszi,Valid Name,Belenois theuszi,
2199,Belenois thysa,Belenois,thysa,Valid Name,Belenois thysa,
2200,Belenois victoria,Belenois,victoria,Valid Name,Belenois victoria,
2201,Belenois welwitschii,Belenois,welwitschii,Valid Name,Belenois welwitschii,
2202,Belenois zochalia,Belenois,zochalia,Valid Name,Belenois zochalia,
2203,Beleonis creona,Beleonis,creona,Not Found,,
2204,Beleonis gidica,Beleonis,gidica,Not Found,,
2205,Bellura densa,Bellura,densa,Not Found,,
2206,Bellura obliqua,Bellura,obliqua,Not Found,,
2207,Bellura vulnifica,Bellura,vulnifica,Not Found,,
2208,Belonois thysa,Belonois,thysa,Not Found,,
2209,Berberia abdelkader,Berberia,abdelkader,Valid Name,Berberia abdelkader,
2210,Berberia lambessanus,Berberia,lambessanus,Valid Name,Berberia lambessanus,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
2211,Bernathonomus piperita,Bernathonomus,piperita,Not Found,,
2212,Bertholdia bilineola,Bertholdia,bilineola,Not Found,,
2213,Bertholdia detracta,Bertholdia,detracta,Not Found,,
2214,Bertholdia flavidorsata,Bertholdia,flavidorsata,Not Found,,
2215,Bertholdia griseopalpis,Bertholdia,griseopalpis,Not Found,,
2216,Bertholdia specularis,Bertholdia,specularis,Not Found,,
2217,Besma endropiaria,Besma,endropiaria,Not Found,,
2218,Besma quercivoraria,Besma,quercivoraria,Not Found,,
2219,Bhagadatta austenia,Bhagadatta,austenia,Valid Name,Bhagadatta austenia,COI_trnL_COII
2220,Bhattus chalceus,Bhattus,chalceus,Not Found,,
2221,Bhutanitis lidderadalii,Bhutanitis,lidderadalii,Not Found,,
2222,Bhutanitis lidderdalei,Bhutanitis,lidderdalei,Not Found,,
2223,Bhutanitis lidderdalii,Bhutanitis,lidderdalii,Valid Name,Bhutanitis lidderdalii,"COI_trnL_COII, EF-1a, Wgl"
2224,Bhutanitis ludlowi,Bhutanitis,ludlowi,Valid Name,Bhutanitis ludlowi,
2225,Bhutanitis mansfieldi,Bhutanitis,mansfieldi,Valid Name,Bhutanitis mansfieldi,"COI_trnL_COII, EF-1a, Wgl"
2226,Bhutanitis thaidina,Bhutanitis,thaidina,Valid Name,Bhutanitis thaidina,"COI_trnL_COII, EF-1a, Wgl"
2227,Bia actorion,Bia,actorion,Valid Name,Bia actorion,"COI_trnL_COII, EF-1a, GAPDH, MDH, RpS5, Wgl"
2228,Bibarrambla alenella,Bibarrambla,alenella,Not Found,,
2229,Bibasis etelka,Bibasis,etelka,Not Found,,
2230,Bibasis gomata,Bibasis,gomata,Not Found,,
2231,Bibasis harisa,Bibasis,harisa,Not Found,,
2232,Bibasisharisa harisa,Bibasisharisa,harisa,Not Found,,
2233,Bibasis iluska,Bibasis,iluska,Valid Name,Bibasis iluska,
2234,Bibasis jaina,Bibasis,jaina,Not Found,,
2235,Bibasis mahintha,Bibasis,mahintha,Valid Name,Bibasis mahintha,
2236,Bibasis miracula,Bibasis,miracula,Synonym,Burara miracula,
2237,Bibasis nestor,Bibasis,nestor,Valid Name,Bibasis nestor,
2238,Bibasis oedipodea,Bibasis,oedipodea,Not Found,,
2239,Bibasis phul,Bibasis,phul,Not Found,,
2240,Bibasis sena,Bibasis,sena,Valid Name,Bibasis sena,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, MDH, RpS5, Wgl"
2241,Bibasis tuckeri,Bibasis,tuckeri,Not Found,,
2242,Bibasis vasutana,Bibasis,vasutana,Not Found,,
2243,Biblis hyperia,Biblis,hyperia,Valid Name,Biblis hyperia,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
2244,Bicyclus abnormis,Bicyclus,abnormis,Valid Name,Bicyclus abnormis,
