Unique.ID,,Book,Page.Number,Taxon,Family,Subfamily.or.Tribe,Genus,Genus.2,Species.Epithet,Subspecies,Authority,Common.name,Wing.Size,Wingspan..F.,Wingspan..M.,Wingspan..U.,Forewing.Length..F.,Forewing.Length..M.,Forewing.Length..U.,Distribution.Range,Elevation,Abundance,Flight.characteristics,Habitat,Oviposition,Hostplant.larval.food,Adult.food,Phenology.and.voltinism,Daily.or.circadian.patterns,Diapause,Mimicry,Defense.strategies,Adult.forms,Ant.associations,Mobility,Trait.Availability.and.Format.Comments,Flag.for.QA,QA.Comments,Author,Lab,Created,Updated,Additional.Data,Full.Species.Account,sp_ID
31343,,The Butterflies of Papua New Guinea: Their Systematics and Biology,381,Species or Subspecies,,,Arhopala,,micale,,,,Wingspan,,,,,,,Port Moresby area (CeP)...Australia ,,,,,,,,,,,,,,Labels on some specimens of Arhopala madytus in the KONE collection state that they were collected in the Port Moresby area (CeP) whilst perching in the company of Arhopala arta and Arhopala micale on nests of the ant Oecophylla smaragdina.,,NA,No,,Micael.Itliong,Lohman Lab,01/14/2019 - 00:22,01/14/2019 - 00:22,,"Genus ARHOPALA Boisduval, 1932 This very large genus ranges throughout the Indo-Australian Region, from Afghanistan, Sri Lanka and India to China, Korea and Japan, and through South-east Asia and Indonesia to NG, northern Australia and the Solomons. Evans (1957) recorded that 187 species were classified under the Arhopala group. However, the number of species is now probably more accurately stated as being over 200 because, as predicted by Corbet (1946), new Arhopala species have since been discovered and various taxa are now considered to be distinct, not merely races of certain species (e.g. see below). Large numbers of species exist, especially in India, Burma, Malaya and NG. For example, Corbet and Pendlebury (1978) recorded over 108 species in Malaya, and about 40 species are, to date, known from PNG, many of which also occur in Irian Jaya. A further 2 species present in Irian Jaya are not yet known from PNG. Only 4 species occur in Australia, all of which also occur in NG. The type species for Arhopala is phryxus Boisduval, 1832, designated by Butler, 1875. Hemming (1967: 58) discussed, in detail, the nomenclature relating to this species. Arhopala is predominantly a lowland genus. Corbet (1946) found that, of the 82 Malayan species known at the time, only 8 (10%) did not exist below 820 m, whilst 63 (77%) were not found above this altitude. In PNG, nearly all species occur at, or down to, elevations little above sea level. However, only arta has been recorded as high as about 1,600 m. Five species apparently range up to 50 m elevation, 8 to 200 m, 9 to 500 m, 9 to 800 m, 2 to 1,000 m, and 6 to 1,200 m. Thus, as in Malaya, 77% of Arhopala in PNG do not occur above about 800 m. Corbet noted that Malayan Arhopala are practically confined to primary forest, although he also observed that, in northern Malaya and Burma, some species frequent secondary vegetation. The latter is the prevailing habitat type for Arhopala in NG. Corbet pointed out that all Arhopala species, except A. centaurus, are rare in Malaya, especially in the north. In PNG, most Arhopala species can be classed as rare generally, but occasional to common locally. Bethune-Baker (1903a) published the first comprehensive revision of Arhopala and this contains useful text, figures and colour plates. The most recent revision of Arhopala is still that of Evans (1957), who treated the genus as 5 separate genera and listed Iois Doherty, 1889, as a synonym of Arhopala (sensu Evans, 1957). However, recent authors, such as Corbet and Pendlebury (1978), D’Abrera (1978) and Common and Waterhouse (1981), have all preferred to follow Corbet (1946) who treated all species listed by Evans as belonging to the single genus Arhopala. This arrangement is also employed here. Therefore, the following must all be regarded as being synonyms of Arhopala: Mahathala Moore, 1878; Narathura and Thaduka Moore, 1879; Nilasera Moore, 1881; Panchaia Moore, 1882; Apporasa, Satadra, Darasana and Acesina Moore, 1884; Flos Doherty, 1889; Aurea Evans, 1957. Nevertheless, these taxa were retained at the genus level by Eliot (1973), who treated Arhopala under the tribe Arhopalini Bingham, 1907. The use of the generic name Amblypodia Horsfield, 1929 (which is currently applied to a separate group of butterflies, e.g. A. annetta: see Genus Amblypodia), instead of Arhopala, was clarified in detail by Evans (1957: 133). Arhopala range from fairly small to medium-sized species (lycaenids that are, therefore, large, considering the family as a whole). Throughout their range their undersides are predominantly cryptically mottled with brown, but a few NG species are obviously mimetic of unrelated, more brightly patterned lycaenids (see Chapter 8). The adults are robustbodied, strong-winged lycaenids which usually bear a short, curved HW tail at the end of vein CuA2, although this is completely absent in some species. Some species also possess a hindwing tornal lobe which usually bears a black eye-spot. A weaker black eye-spot may also be present above the base of the tail. The area between these is often iridescent pale blue, the extent of this usually being very individually variable. The Arhopala male lacks sex-brands, but species are usually fairly sexually dimorphic. The male upperside is usually extensively mauve or iridescent blue, with narrow dark brown margins. The female is duller, with less extensive, duller blue upperside scaling and much broader dark brown margins, and the underside is usually paler than that of the male. Most Arhopala tend to resemble one another. However, their underside patterns are generally a good guide to identifying taxa as these vary from species to species, but are usually almost identical in both sexes. As pointed out by Corbet (1946), Evans (1957) and Corbet and Pendlebury (1978), Arhopala male genitalia are all very similar and so are not very helpful in making species determinations (a condition analogous to that of Delias of the Pieridae). The genitalia of some Arhopala species are also somewhat variable. Corbet and Pendlebury suggested that frequent natural hybridisations might occur in Malaysian Arhopala, which would add to the confusion regarding their taxonomy. However, this has not been observed in PNG species. Another problem in the identification of species in ‘difficult’ species groups (such as the centaurus species group covered in this work) is that they are also phenotypically variable, often to quite a degree, so that some forms of each species tend to resemble each other. This variability is often manifested at both the regional and local level. For example, the hue of the upperside blue or mauve ground colour in males, and the width of their dark brown wing margins, often varies in this way, as do the widths of the underside markings in both sexes. Where species exhibit such variability then an attempt has been made to illustrate the main forms. The Arhopala eye is naked and the antenna has a gradual cylindrical club with more than 40 segments. The labial palpus is clothed with appressed scales and bears a short apical segment. The male foreleg tarsus is fused into a single segment, which is more or less stubby-tipped, but which is often slightly recurved, and briefly, but bluntly, pointed. The forewing bears 11 veins. Veins Mj and R5 are separate, and M2 arises much closer to M1 than M4. Adult Arhopala are all very similar in their habits. They rest for much of the time, wings folded, on the uppersides of the leaves of marginal vegetation from 2-8 m above ground. They are, therefore, very difficult to see because of their cryptic brown undersides. Only when disturbed are the brilliant blue uppersides of the adults seen. The flashing coloration and very rapid flight makes them difficult to follow with the eye. If disturbed, they usually quickly take flight and settle out of reach on higher perches, facing head downwards in order to survey the area below them. Corbet and Pendlebury (1978) noted that, when the sun disappears, adults often leave their lower perches and fly up into the forest canopy. However, they also pointed out that, as evening approaches, some species become more active and take up favoured positions on the forest margin or in clearings, from where they dart at great speed on repeated excursions which always follow the same route. It is notable in PNG (and possibly, therefore, elsewhere), that Arhopala adults exhibit interspecific gregarious behaviour which may be protective in function (on the basis of ‘safety in numbers’: see Chapter 8). For example, in the Bulolo area (MoP) often up to 3 Arhopala species (e.g. chamaeleona, leander and philander), numbering several adults of each species, may be observed in certain areas using the same perching trees. The trees are apparently not utilised as larval foodplants, although the foodplants doubtless occur nearby. Labels on some specimens of Arhopala madytus in the KONE collection state that they were collected in the Port Moresby area (CeP) whilst perching in the company of Arhopala arta and Arhopala micale on nests of the ant Oecophylla smaragdina. Common and Waterhouse (1981) pointed out that madytus is found in the “same situations” as A. micale and A. eupolis in Australia. The early stages of a number of Arhopala species in the centaurus species group have been well documented and illustrated by various authors (e.g. Bell, 1919). They are all very similar to each other in PNG. Good colour plates of Arhopala early stages from Japan are included in Shirozu and Hara (1973). The larvae and pupae of many Arhopala species are known to be attended by Oecophylla smaragdina, the kurukum, tailor, or green tree ant (e.g. PI. 122). These and other ants ‘milk’ nectarlike secretions from the prominent dorsal organ of Arhopala larvae (e.g. PI. 123.3154). Arhopala larvae are extremely slow- moving. Mature larvae constaict loose shelters by silking together portions of the leaves of their foodplants, inside which they rest concealed. They feed on young leaves of trees in several different families, especially the oaks (Fagaceae). Evans (1957) divided the ‘Arhopala group’ into 16 natural groups. These are convenient species-group divisions and so are employed here. However, Eliot (1972) demonstrated that, on the basis of its external facies and male genitalia, Arhopala ate Hewitson, 1863, does not belong in the hercules species group as Evans had treated it, but in the democritus species group under the cleander subgroup. For similar reasons Arhopala antharita is here removed from Evans’ eumolphus species group to his anthelus species group, alongside its nearest relative Arhopala auxesia salvia. 8 species groups occur in PNG: anthelus, hercules, democritus, eumolphus, centaurus, fulla, thamyras and critala. The thamyras group was treated under the genus Arhopala (sensu Evans, 1957) and is here termed thamyras, from the oldest-named species in the group. Evans (1957) did not mention the 2 species of the critala group as they were not recognised as belonging to Arhopala at the time because of their very accurate mimicry of species in the lycaenid genus Danis (see Chapter 8). Only the fulla group in PNG contains species which all lack hindwing tails.",B_7418
45846,,"Butterflies of Australia: their identification, biology and distribution",687,Species or Subspecies,,,Arhopala,,micale,,,,Wingspan,,,,,,,,,,,,,"feed on species in a wide range of plant genera from many families, including the Anacardiaceae, Boraginaceae, Chrysobalanaceae, Clusiaceae, Combretaceae, Euphorbiaceae, Lauraceae, Loranthaceae,  Lythraceae, Malvaceae, Meliaceae, Myrtaceae, Sapindaceae, Sterculiaceae and Verbenaceae",,,,,,,,,,NA,No,,Jomar.Hinolan,Lohman Lab,04/14/2019 - 06:54,04/14/2019 - 06:54,,"Genus Arhopala Boisduval, 1832 This genus comprises many species distributed from India, Sri Lanka, China, Korea and Japan, through South-east Asia to New Guinea, northern Australia and the Solomon Islands. It is very species rich in India, Burma, Malaysia and New Guinea. In the Australian faunal subregion, there are four species, all of which occur in the tropical zone. Larvae of three of these species are phytophagous, feeding on the foliage of many different dicotyledonous plants, and are attended by Oecophylla (Formicinae) ants. The fourth species (A. wildei) is myrmecophagous, its larvae feeding exclusively on immature stages of its attendant ant, Polyrhachis (Formicinae). Two species (A. micale, A. centaurus) in Australia feed on species in a wide range of plant genera from many families, including the Anacardiaceae, Boraginaceae, Chrysobalanaceae, Clusiaceae, Combretaceae, Euphorbiaceae, Lauraceae, Loranthaceae, Lythraceae, Malvaceae, Meliaceae, Myrtaceae, Sapindaceae, Sterculiaceae and Verbenaceae. An unidentified larva has been found on Scolopia (Flacourtiaceae) (P.S. Valentine). It is likely that female oviposition behaviour and larval diet in these species is more dependant on the presence of the attendant ant than on food plant chemistry. Adults are robust, medium sized, usually with a shining blue upperside with black margins and a dull brown underside. In Arhopala, the antenna is relatively short, being less than half the length of the costa of the fore wing; the eye is smooth; the fore wing has 11 veins, with the radial branches R4 and Rs fused into a single vein R4+5; the hind wing has a short curved tail at the end of vein CuA2, and a weakly developed tornal lobe; the male lacks sex-scales.",B_7418
44407,,"Borboletas do Brasil:  Butterflies of Brazil Vol. 1: Papilionidae, Pieridae, Lycaenidae, Riodinidae",207,Species or Subspecies,,,Ascia,,monuste,automate,"(Burmeister, 1878)",,Wingspan,,,,,,,,,,,,,,,,,,,,,,,NA,No,,minji.ku,Guralnick Lab,03/27/2019 - 13:35,03/27/2019 - 13:35,,"Ascia monuste automate (Burmeister, 1878) 62 mm Brasil; Argentina (Tucuman)",B_17149
24120,,Field Guide of Cuban-West Indian Butterflies,105,Species or Subspecies,,,Ascia,,monuste,eubotea,"(Latreille), 1819",,Wingspan,,,60-70 mm,,,,"recorded from almost every country on the continental Americas and also through the West Indies.  sometimes migrates to the Antilles from the U.S.A. In the eastern ofCuba occur internal migration every year west to cast, by the north and south coast.",,common on sunny open places. In Cuba and Isle of Pines A. m. euhotea is one of the commonest butterfli,"sometimes migrates to the Antilles from the U.S.A. In the eastern ofCuba occur internal migration every year west to cast, by the north and south coast.",common on sunny open places,,"reared on Brassica, Cleome, Annoracia, Lohularia and Tropaeolum.","Bidens Pilosa. Borrichia arborescens, Tournefortia gnaphalodes. Melochia nodiflora. Stachytarpheta jamaicensis, Lippia alba, Lantana spp., Heliotropiuni spp., and others","sometimes migrates to the Antilles from the U.S.A. In the eastern ofCuba occur internal migration every year west to cast, by the north and south coast.",,,,,"The form phileta (Fabricius) already mentioned, and the ""subspecies"" Virginia Godart, with males bright buff colored on the under ideof HW. PastorAlayo many years ago collected this second form once in theneighbourhood of Santiago de Cuba City, and recently I found a stable population in Rio Guajaibon, Mariel, Havana prov ince",,,NA,No,,Ghost.Extractor,Guralnick Lab,11/29/2018 - 12:53,11/29/2018 - 12:53,,,B_17149
25045,,Jamaica and its Butterflies,NA,Species or Subspecies,,,Ascia,Ascia,monuste,eubotea,"Godart, 1819",Antillean Great White,Wingspan,,,,,,,"at least in Jamaica (Hanover: Lucea. St James: Coral City, Flamstead, Montego Bay. Trelawny: Baron Hill, Belmore Castle, Lower River, Warsop. St. Ann: Dunn's River, Lumsden near Claremont, Moneague, Ocho Rios, Shaw Park. St. Mary: Oracabessa. Portland: Ecclesdown, Hardwar Gap, Newington. St. Thomas: Albion, Cinchona, Corn Puss Gap, Hampton Court, Morant Bay, Morant Point, Wheeler Field.  St. Andrew and Kingston: Barbican, Constant Spring, Half Way Tree, Hermintage, Hill Gardens, Hope Gardens, Kingston. St Catherine: Two Mile Wood, Port Henderson Hills. Clarendon: The Alley, Cave River, Cumberland, Denbeigh, Milk River. Manchester: Christiana, Contrivance near Walderston, Mandeville, Williamsfield. St Elizabeth: Balaclava, Black River, Paine near Quickstep.)",,,,lowlands. Sunny open places,"laying eggs on a young leaf, spaced evenly about one sixteenth of an inch [1-5 mm] apart","cabbage, cauliflower, kale, radish, turnip, mustard. Nasturium  Cleome and Capparis, including Cleome serrata.",,"It flies nearly all year, the swarms appearing in May and June and later in October and November.",,,,,,,,NA,No,,Ghost.Extractor,Guralnick Lab,11/29/2018 - 12:54,11/29/2018 - 12:54,,,B_17149
25378,,Haitian butterflies,42,Species or Subspecies,,,Ascia,,monuste,eubotea,(Latreille 1819),,Wingspan,,,,,,,"Nord Ouest: Port-de-Paix, Balladé, Cormier Plage l'Artibonite: Carrefour Marmelade, Carrefour Joffre, Gonaïves, Délugé, Pétionville l'Ouest: Thomonde, Terre Rouge, Fond Parisien, Croix des Bouquets, Boutilliers Road, Kenscoff, Oblé, Dufort, Decouzé, Beloc, Grand-Goâve Sud: Miragoâne, Cavaillion, Camp Perrin",sea level to 1678 m,most abundant and widespread of the whites much more common at elevations up to about 800 m,females are very well flown,"xeric and mesic areas open areas, both natural and man-made (fields) in copula shrubby growth behind the beach unpaved road through semi-cultivated land",,,(visiting) mud puddle,,,,,,,,,NA,No,,Ghost.Extractor,Guralnick Lab,11/29/2018 - 12:55,11/29/2018 - 12:55,,,B_17149
18384,,A Field Guide to the Butterflies of the West Indies,116,Species or Subspecies,,,Ascia,,monuste,evonima ,Boisduval 1836 ,,Wingspan,,,,,,,"From the Bahamas through Cuba, Hispaniola and Jamaica to Porto Rico... (TL: Cuba)... the grey migratory form, f. phileta Fabricius, which sometimes spreads to the Antilles from the southern United States... [image][female] A. m. phileta, migratory form, Nassau, Bahamas",,,,,,,,"[image][female] A. m. phileta, migratory form, Nassau, Bahamas, April;",,,,,"the grey migratory form, f. phileta Fabricius, which sometimes spreads to the Antilles from the southern United States, both surfaces may be almost uniformly grey and the striate markings hardly visible.; [image][female] A. m. phileta, migratory form, Nassau, Bahamas, April;",,"the grey migratory form, f. phileta Fabricius, which sometimes spreads to the Antilles from the southern United States; [images]b, [female] A. m. phileta, migratory form, Nassau, Bahamas, April",NA,No,,andra.doherty,Ries Lab,09/22/2018 - 18:29,09/22/2018 - 18:43,,,B_17149
18383,,A Field Guide to the Butterflies of the West Indies,116,Species or Subspecies,,,Ascia,,monuste,monuste,,,Wingspan,,,,,,,"A. monuste monuste... only reaches the West Indies in the Lesser Antilles, especially in the Grenadines, Grenada and Barbados... TL: 'Exteris terris', recte Surinam.  ",,,,,,,,,,,,,,,,NA,No,,andra.doherty,Ries Lab,09/22/2018 - 18:23,09/22/2018 - 18:30,,,B_17149
25513,,The butterflies of Hispaniola,149,Species or Subspecies,,,Ascia,,monuste,monuste,,,Wingspan,,,,,,,extreme southern Lesser Antilles and Grenadines and Barbados,,,,,,,,,,,,,,,,NA,No,,Ghost.Extractor,Guralnick Lab,11/29/2018 - 12:55,11/29/2018 - 12:55,,,B_17149
44406,,"Borboletas do Brasil:  Butterflies of Brazil Vol. 1: Papilionidae, Pieridae, Lycaenidae, Riodinidae",207,Species or Subspecies,,,Ascia,,monuste,orseis,"(Godart, 1819)",,Wingspan,,,60 mm,,,,"Brasil; AM, PA, PB, MT, MS, BA, GO, DF, MG, ES, RJ, SP, PR, SC, RS, Pantanal; Paraguai; Argentina (Misiones)",,,,,,,,,,,,,,,,NA,No,,minji.ku,Guralnick Lab,03/27/2019 - 13:35,03/27/2019 - 13:35,,"Ascia monuste orseis (Godart, 1819) 60 mm Brasil; AM, PA, PB, MT, MS, BA, GO, DF, MG, ES, RJ, SP, PR, SC, RS, Pantanal; Paraguai; Argentina (Misiones)",B_17149
25046,,Jamaica and its Butterflies,NA,Species or Subspecies,,,Ascia,ascia,monuste,phileta,Fabricius,,Wingspan,,,,,,,,,,,,,,,,,,,,,,,NA,No,,Ghost.Extractor,Guralnick Lab,11/29/2018 - 12:54,11/29/2018 - 12:54,,,B_17149
25515,,The butterflies of Hispaniola,149,Species or Subspecies,,,Ascia,,monuste,phileta,Fabricius,,Wingspan,,,,,,,"mainland North America, presumed to migrate to antilles.",,,,,,,,,,,,,,,,NA,No,,Ghost.Extractor,Guralnick Lab,11/29/2018 - 12:55,11/29/2018 - 12:55,,,B_17149
24886,,Jamaica and its Butterflies,261,Species or Subspecies,,,Ascia,ascia,monuste,virginia,Godart,,Wingspan,,,,,,,migrate from Lesser Antilles to Puerto Rico,,,,,,,,,,,,,,,,NA,No,,Ghost.Extractor,Guralnick Lab,11/29/2018 - 12:54,11/29/2018 - 12:54,,,B_17149
25514,,The butterflies of Hispaniola,149,Species or Subspecies,,,Ascia,,monuste,virginia,Godart,,Wingspan,,,,,,,islands between Virigins and St Vincent,,,,,,,,,,,,,,,,NA,No,,Ghost.Extractor,Guralnick Lab,11/29/2018 - 12:55,11/29/2018 - 12:55,,,B_17149
18385,,A Field Guide to the Butterflies of the West Indies,116,Species or Subspecies,,,Ascia,,monuste,virginia ,Godart 1819,,Forewing Length,,,,,,22-28 mm,"The area between the Virgin Islands and St Vincent... (TL: not given, taken as St Vincent)... [image] A. m. virginia, Montserrat",,,,,,,,"[image][male] A. m. virginia, Montserrat, February",,,,,,,,NA,No,,andra.doherty,Ries Lab,09/22/2018 - 18:34,09/22/2018 - 18:44,,,B_17149
16927,,Butterflies of the Carolinas,381,Species or Subspecies,,,Ascia,,monuste,,,Great Southern White,Wingspan,,," 1.5-2.5"" (3.8-6.4 cm)",,,,Stray [to the Carolinas],,rare to uncommon;  The butterfly occasionally experiences tremendous population outbreaks. Extensive northward movements of adults along the coast often follow such explosions in number.,"Adults have a low, generally casual flight, but can move swiftly if disturbed"," open sites including roadsides, coastal dunes, salt marshes, vacant fields, agricultural land ", laid singly or in small groups on host leaves,"Virginia Peppergrass, Saltwort, Sea Rocket and others ",,Late July - November; multiple generations,,,,,,,Extensive northward movements of adults along the coast often follow such explosions in number. ,NA,No,,vaughn.shirey,Ries Lab,07/30/2018 - 14:33,07/30/2018 - 14:33,,"Great Southern White Ascia monuste r Family/Subfamily: Whites and Sulphurs (Pieridae)/ Whites (Pierinae) Wingspan: 1.5-2.5"" (3.8-6.4 cm) Above: male is immaculate white with narrow, black scalloped forewing border; female is seasonally vari able; dirty white to gray with more pronounced black forewing border and black forewing cell spot Below: males white with pale yellow hindwings; females dirty white to gray Sexes: similar, although female has more gray scaling and a single black dorsal forewing spot Egg: yellow, laid singly or in small groups on host leaves Larva: yellow with grayish purple longitudinal stripes, black dots and numerous small hairs Larval Host Plants: Virginia Peppergrass, Saltwort, Sea Rocket and others Habitat: open sites including roadsides, coastal dunes, salt marshes, vacant fields, agricultural land Broods: multiple generations Abundance: rare to uncommon Compare: Cabbage White (pg. 379) is smaller and lacks black scalloped forewing border. Comments: The Great Southern White's antennae have a distinctive blue tip. While males are always white, females may be white, gray or an intermediate color. Adults have a low, generally casual flight, but can move swiftly if disturbed. The butterfly occasionally experiences tremendous population outbreaks. Extensive northward movements of adults along the coast often follow such explosions in number. ",B_17149
18382,,A Field Guide to the Butterflies of the West Indies,116,Species or Subspecies,,,Ascia,,monuste,,Linnaeus 1764 ,Great Southern White ,Forewing Length,,,,,,28-32 mm,"A. monuste monuste... only reaches the West Indies in the Lesser Antilles, especially in the Grenadines, Grenada and Barbados. There are, however, two truly indigenous Caribbean subspecies. From the Bahamas through Cuba, Hispaniola and Jamaica to Porto Rico the northern subspecies, A. m. evonima Boisduval 1836 (TL: Cuba) prevails... the grey migratory form, f. phileta Fabricius, which sometimes spreads to the Antilles from the southern United States... The area between the Virgin Islands and St Vincent is occupied by the much smaller subspecies A. m. virginia Godart 1819... (TL: not given, taken as St Vincent).... RANGE: southern U.S.A. to Argentina. TL: 'Exteris terris', recte Surinam. [images] A. m. phileta, migratory form, Nassau, Bahamas... A. m. virginia, Montserrat... St Lucia",,,,,,"Food plants Cruciferae, especially Brassica and Cleome, also Tropaeolum.",,"[images]b, [female] A. m. phileta, migratory form, Nassau, Bahamas, April; c, [male] A.m. virginia, Montserrat, February",,,,,"A. m. evonima... the grey migratory form, f. phileta Fabricius, which sometimes spreads to the Antilles from the southern United States, both surfaces may be almost uniformly grey and the striate markings hardly visible.; [image]b, [female] A. m. phileta, migratory form, Nassau, Bahamas, April",,"A. m. evonima... the grey migratory form, f. phileta Fabricius, which sometimes spreads to the Antilles from the southern United States; [images]b, [female] A. m. phileta, migratory form, Nassau, Bahamas, April",NA,No,,andra.doherty,Ries Lab,09/22/2018 - 18:18,09/22/2018 - 18:45,,"ASCIA MONUSTE Linnaeus 1764 Great Southern White Pl. 13 Description. Fw [male] and [female] 28-32 mm. Male upperside white, the outer margins with distinctive black wedge-shaped markings centred on the veins. Female upperside white, very pale yellowish or even pale grey, the marginal markings often larger than in the males. Underside white, or with ground colour of hindwing and apex of forewing pale yellow, with or without streaky grey-brown markings on and between the veins and in the cell, and cloudy markings towards the base of spaces 2 and 4. In life the tip of the antenna is turquoise blue. Distribution. A. monuste monuste, described above, only reaches the West Indies in the Lesser Antilles, especially in the Grenadines, Grenada and Barbados. There are, however, two truly indigenous Caribbean subspecies. From the Bahamas through Cuba, Hispaniola and Jamaica to Porto Rico the northern subspecies, A. m. evonima Boisduval 1836 (TL: Cuba) prevails. It is as large as A. m. monuste or even at times larger. On the forewing upperside the marginal wedges are smaller especially towards the apex, particularly in the males, in which the underside is only very rarely pure white, generally pale yellow, especially in specimens with striate grey-brown markings. The females tend to be more heavily striate on the underside; and in the grey migratory form, f. phileta Fabricius, which sometimes spreads to the Antilles from the southern United States, both surfaces may be almost uniformly grey and the striate markings hardly visible. The area between the Virgin Islands and St Vincent is occupied by the much smaller subspecies A. m. virginia Godart 1819, forewing 22-28 mm (TL: not given, taken as St Vincent). It differs markedly in having the marginal black wedges greatly reduced in size or even absent, and the apex of the forewing and the whole of the hindwing on the underside bright ochreous with no trace of striate markings. RANGE: southern U.S.A. to Argentina. TL: 'Exteris terris', recte Surinam. [images]Fig. 13. Ascia monuste. a, [male], b, [female] A. m. phileta, migratory form, Nassau, Bahamas, April; c, [male] A. m. virginia, Montserrat, February, d, [female] St Lucia, x 2/3. Early stages. Caterpillar light yellow, with a dark greenish to blackish wide lateral stripe and numerous very small black dots many of which are grouped in subsidiary longitudinal or transverse bands. Food plants Cruciferae, especially Brassica and Cleome, also Tropaeolum.",B_17149
