ntaxa	mpd.obs	mpd.rand.mean	mpd.rand.sd	mpd.obs.rank	mpd.obs.z	mpd.obs.p	runs
Morys compta	0	NA	NA	NA	NA	NA	NA	99
Mota massyla	0	NA	NA	NA	NA	NA	NA	99
Motasingha trimaculata	1	NA	NA	NA	NA	NA	NA	99
Mycalesis francisca	1	NA	NA	NA	NA	NA	NA	99
Mycalesis tagala	0	NA	NA	NA	NA	NA	NA	99
Mygona irmina	0	NA	NA	NA	NA	NA	NA	99
Mylothris chloris	2	162.945508	278.31836530303	115.191219776047	4	-1.00157683482592	0.04	99
Myrina silenus	1	NA	NA	NA	NA	NA	NA	99
Myscelia cyaniris	1	NA	NA	NA	NA	NA	NA	99
Myscelia orsis	0	NA	NA	NA	NA	NA	NA	99
Myscelus amystis	1	NA	NA	NA	NA	NA	NA	99
Myscelus belti	0	NA	NA	NA	NA	NA	NA	99
Myscelus epimachia	0	NA	NA	NA	NA	NA	NA	99
Myscelus nobilis	1	NA	NA	NA	NA	NA	NA	99
Mysoria barcastus	1	NA	NA	NA	NA	NA	NA	99
Nabokovia faga	0	NA	NA	NA	NA	NA	NA	99
Nacaduba kurava	3	234.485309333333	266.953196565657	70.3332343806405	17	-0.461629377892795	0.17	99
Napaea eucharila	1	NA	NA	NA	NA	NA	NA	99
Napeocles jucunda	0	NA	NA	NA	NA	NA	NA	99
Narcosius colossus	0	NA	NA	NA	NA	NA	NA	99
Nascus phocus	0	NA	NA	NA	NA	NA	NA	99
Nastra julia	1	NA	NA	NA	NA	NA	NA	99
Nathalis iole	3	244.895446666667	263.34641769697	60.678422915563	30	-0.304077959573512	0.3	99
Neita neita	0	NA	NA	NA	NA	NA	NA	99
Nelia nemyroides	0	NA	NA	NA	NA	NA	NA	99
Neocoenyra duplex	0	NA	NA	NA	NA	NA	NA	99
Neohesperilla croceus	1	NA	NA	NA	NA	NA	NA	99
Neohesperilla xanthomera	1	NA	NA	NA	NA	NA	NA	99
Neolucia agricola	1	NA	NA	NA	NA	NA	NA	99
Neolysandra diana	0	NA	NA	NA	NA	NA	NA	99
Neominois ridingsii	1	NA	NA	NA	NA	NA	NA	99
Neomyrina nivea	0	NA	NA	NA	NA	NA	NA	99
Neonympha areolatus	2	187.64298	267.673879858586	81.5112113976502	3	-0.981839166494009	0.03	99
Neophasia menapia	1	NA	NA	NA	NA	NA	NA	99
Neopithecops zalmora	1	NA	NA	NA	NA	NA	NA	99
Neorina crishna	0	NA	NA	NA	NA	NA	NA	99
Neoxeniades braesia	0	NA	NA	NA	NA	NA	NA	99
Neozephyrus japonica	1	NA	NA	NA	NA	NA	NA	99
Neozephyrus orientalis	1	NA	NA	NA	NA	NA	NA	99
Neptidopsis ophione	1	NA	NA	NA	NA	NA	NA	99
Neptis sappho	4	220.103759833333	270.190248363636	61.7402581698991	2	-0.811245207178648	0.02	99
Neruda aoede	0	NA	NA	NA	NA	NA	NA	99
Nesolycaena albosericea	1	NA	NA	NA	NA	NA	NA	99
Nesoxenica leprea	1	NA	NA	NA	NA	NA	NA	99
Nessaea aglaura	1	NA	NA	NA	NA	NA	NA	99
Netrobalane canopus	1	NA	NA	NA	NA	NA	NA	99
Netrocoryne repanda	6	248.967430133333	274.590934587205	56.2708321514974	34	-0.455360325663679	0.34	99
Neurellipes lusones	0	NA	NA	NA	NA	NA	NA	99
Nica flavilla	1	NA	NA	NA	NA	NA	NA	99
Ninguta schrenkii	2	187.64298	267.673879858586	81.5112113976502	3	-0.981839166494009	0.03	99
Niphanda fusca	0	NA	NA	NA	NA	NA	NA	99
Noctuana haematospila	0	NA	NA	NA	NA	NA	NA	99
Nosea hainanensis	0	NA	NA	NA	NA	NA	NA	99
Notheme erota	0	NA	NA	NA	NA	NA	NA	99
Nothodanis schaeffera	0	NA	NA	NA	NA	NA	NA	99
Notocrypta curvifascia	3	108.435193333333	286.704450242424	95.283256555593	1	-1.87094000932976	0.01	99
Notocrypta feisthamelii	1	NA	NA	NA	NA	NA	NA	99
Nyctelius nyctelius	1	NA	NA	NA	NA	NA	NA	99
Nymphalis antiopa	5	214.7368068	265.838658563636	52.2181606084679	1	-0.978622210514048	0.01	99
Nymphalis xanthomelas	4	222.1595145	270.124762021886	58.644082952345	1	-0.817904298390391	0.01	99
Nymphidium caricae	0	NA	NA	NA	NA	NA	NA	99
Nymphidium onaeum	1	NA	NA	NA	NA	NA	NA	99
Oarisma garita	1	NA	NA	NA	NA	NA	NA	99
Oboronia punctatus	1	NA	NA	NA	NA	NA	NA	99
Ocaria ocrisia	0	NA	NA	NA	NA	NA	NA	99
Ochlodes sylvanoides	1	NA	NA	NA	NA	NA	NA	99
Ocybadistes flavovittata	1	NA	NA	NA	NA	NA	NA	99
Ocybadistes walkeri	2	229.20182	273.779733	89.1939390002104	8	-0.499786347589099	0.08	99
Odina hieroglyphica	0	NA	NA	NA	NA	NA	NA	99
Odontoptilum angulata	1	NA	NA	NA	NA	NA	NA	99
Oeneis norna	2	187.64298	267.673879858586	81.5112113976502	3	-0.981839166494009	0.03	99
Oenomaus ortygnus	1	NA	NA	NA	NA	NA	NA	99
Oerane microthyrus	1	NA	NA	NA	NA	NA	NA	99
Ogyris amaryllis	1	NA	NA	NA	NA	NA	NA	99
Oileides azines	0	NA	NA	NA	NA	NA	NA	99
Oleria aquata	0	NA	NA	NA	NA	NA	NA	99
Oligoria maculata	0	NA	NA	NA	NA	NA	NA	99
Olyras crathis	1	NA	NA	NA	NA	NA	NA	99
Onophas columbaria	0	NA	NA	NA	NA	NA	NA	99
Opoptera aorsa	0	NA	NA	NA	NA	NA	NA	99
Opsiphanes tamarindi	3	114.128313333333	263.038227609428	61.3000237692148	1	-2.42919831216897	0.01	99
Orachrysops niobe	1	NA	NA	NA	NA	NA	NA	99
Oraidium barberae	1	NA	NA	NA	NA	NA	NA	99
Oreisplanus munionga	1	NA	NA	NA	NA	NA	NA	99
Oreixenica lathoniella	1	NA	NA	NA	NA	NA	NA	99
Oressinoma typhla	0	NA	NA	NA	NA	NA	NA	99
Oriens gola	1	NA	NA	NA	NA	NA	NA	99
Orinoma damaris	0	NA	NA	NA	NA	NA	NA	99
Orphe gerasa	0	NA	NA	NA	NA	NA	NA	99
Orses cynisca	0	NA	NA	NA	NA	NA	NA	99
Orsotriaena medus	1	NA	NA	NA	NA	NA	NA	99
Ortilia liriope	3	174.904469333333	272.027724316498	75.2881120798046	1	-1.29002112418778	0.01	99
Osmodes laronia	1	NA	NA	NA	NA	NA	NA	99
Oxynetra stangelandi	0	NA	NA	NA	NA	NA	NA	99
Oxynthes corusca	0	NA	NA	NA	NA	NA	NA	99
Pachliopta aristolochiae	1	NA	NA	NA	NA	NA	NA	99
Pachliopta kotzebuea	0	NA	NA	NA	NA	NA	NA	99
Pachythone gigas	0	NA	NA	NA	NA	NA	NA	99
Pachythone xanthe	0	NA	NA	NA	NA	NA	NA	99
Pagyris cymothoe	1	NA	NA	NA	NA	NA	NA	99
Palaeonympha opalina	1	NA	NA	NA	NA	NA	NA	99
Palla ussheri	2	247.468822	274.584593343434	98.4887683284628	35	-0.275318412481334	0.35	99
Panacea procilla	0	NA	NA	NA	NA	NA	NA	99
Pandita sinope	1	NA	NA	NA	NA	NA	NA	99
Panoquina lucas	1	NA	NA	NA	NA	NA	NA	99
Panoquina ocola	1	NA	NA	NA	NA	NA	NA	99
Panoquina panoquin	1	NA	NA	NA	NA	NA	NA	99
Panthiades hebraeus	0	NA	NA	NA	NA	NA	NA	99
Pantoporia hordonia	1	NA	NA	NA	NA	NA	NA	99
Panyapedaliodes drymaea	0	NA	NA	NA	NA	NA	NA	99
Papias subcostulata	0	NA	NA	NA	NA	NA	NA	99
Papilio alexanor	1	NA	NA	NA	NA	NA	NA	99
Papilio ambrax	1	NA	NA	NA	NA	NA	NA	99
Papilio clytia	1	NA	NA	NA	NA	NA	NA	99
Papilio deiphobus	1	NA	NA	NA	NA	NA	NA	99
Papilio elwesi	1	NA	NA	NA	NA	NA	NA	99
Papilio gigon	1	NA	NA	NA	NA	NA	NA	99
Papilio joanae	1	NA	NA	NA	NA	NA	NA	99
Papilio machaon	3	227.465654666667	284.148369326599	94.6903789465195	9	-0.598611129140656	0.09	99
Papilio memnon	2	271.824464	273.57508	98.2439826242317	87	-0.0178190658932855	0.87	99
Papilio phestus	1	NA	NA	NA	NA	NA	NA	99
Papilio polytes	1	NA	NA	NA	NA	NA	NA	99
Papilio polyxenes	2	247.468182	284.218800393939	120.121833862488	38	-0.305944533247889	0.38	99
Papilio protenor	1	NA	NA	NA	NA	NA	NA	99
Papilio slateri	1	NA	NA	NA	NA	NA	NA	99
Papilio xuthus	2	271.824694	276.562459414141	106.973095004393	82	-0.0442893179256599	0.82	99
Papilio zelicaon	2	247.468182	284.218800393939	120.121833862488	38	-0.305944533247889	0.38	99
Paracarystus hypargyra	0	NA	NA	NA	NA	NA	NA	99
Parachoranthus magdalia	0	NA	NA	NA	NA	NA	NA	99
Paralethe dendrophilus	1	NA	NA	NA	NA	NA	NA	99
Paralucia pyrodiscus	1	NA	NA	NA	NA	NA	NA	99
Paramacera xicaque	0	NA	NA	NA	NA	NA	NA	99
Paramimus scurra	0	NA	NA	NA	NA	NA	NA	99
Parantica aglea	1	NA	NA	NA	NA	NA	NA	99
Parantica sita	1	NA	NA	NA	NA	NA	NA	99
Pararge aegeria	1	NA	NA	NA	NA	NA	NA	99
Parasarpa daraxa	1	NA	NA	NA	NA	NA	NA	99
Paratisiphone lyrnessa	0	NA	NA	NA	NA	NA	NA	99
Paratrytone snowi	0	NA	NA	NA	NA	NA	NA	99
Pardaleodes edipus	0	NA	NA	NA	NA	NA	NA	99
Pardaleodes incerta	0	NA	NA	NA	NA	NA	NA	99
Pardopsis punctatissima	1	NA	NA	NA	NA	NA	NA	99
Parelbella ahira	0	NA	NA	NA	NA	NA	NA	99
Parelbella macleannani	0	NA	NA	NA	NA	NA	NA	99
Pareronia valeria	1	NA	NA	NA	NA	NA	NA	99
Pareuptychia hesionides	0	NA	NA	NA	NA	NA	NA	99
Pareuptychia ocirrhoe	1	NA	NA	NA	NA	NA	NA	99
Parides agavus	1	NA	NA	NA	NA	NA	NA	99
Parides eurimedes	1	NA	NA	NA	NA	NA	NA	99
Parides photinus	1	NA	NA	NA	NA	NA	NA	99
Parnara apostata	1	NA	NA	NA	NA	NA	NA	99
Parnara guttatus	1	NA	NA	NA	NA	NA	NA	99
Parnassius apollo	1	NA	NA	NA	NA	NA	NA	99
Parnassius imperator	0	NA	NA	NA	NA	NA	NA	99
Parnassius smintheus	1	NA	NA	NA	NA	NA	NA	99
Parosmodes morantii	2	237.157588	269.545039010101	91.7346301388992	18	-0.353055884795762	0.18	99
Parrhasius polibetes	0	NA	NA	NA	NA	NA	NA	99
Parthenos sylvina	3	252.765517333333	269.444977905724	69.4780629341796	45	-0.240068013815986	0.45	99
Paryphthimoides eous	1	NA	NA	NA	NA	NA	NA	99
Paryphthimoides poltys	1	NA	NA	NA	NA	NA	NA	99
Pasma tasmanicus	1	NA	NA	NA	NA	NA	NA	99
Passova gellias	0	NA	NA	NA	NA	NA	NA	99
Passova passova	0	NA	NA	NA	NA	NA	NA	99
Patricia dercyllidas	0	NA	NA	NA	NA	NA	NA	99
Patsuia sinensium	0	NA	NA	NA	NA	NA	NA	99
Pellicia arina	0	NA	NA	NA	NA	NA	NA	99
Pellicia dimidiata	0	NA	NA	NA	NA	NA	NA	99
Pelopidas mathias	2	187.64298	267.673879858586	81.5112113976502	3	-0.981839166494009	0.03	99
Penthema adelma	1	NA	NA	NA	NA	NA	NA	99
Pentila pauli	0	NA	NA	NA	NA	NA	NA	99
Pentila tropicalis	0	NA	NA	NA	NA	NA	NA	99
Perichares lotus	0	NA	NA	NA	NA	NA	NA	99
Periplacis pretus	1	NA	NA	NA	NA	NA	NA	99
Perisama bomplandii	0	NA	NA	NA	NA	NA	NA	99
Perophthalma lasus	0	NA	NA	NA	NA	NA	NA	99
Perrhybris pamela	1	NA	NA	NA	NA	NA	NA	99
Petrelaea dana	0	NA	NA	NA	NA	NA	NA	99
Phaedyma columella	4	233.336995666667	268.64804180303	61.4020955987631	9	-0.575078843678341	0.09	99
Phaeostrymon alcestis	1	NA	NA	NA	NA	NA	NA	99
Phalanta eurytis	2	224.042046	254.597667979798	46.7659808726458	8	-0.653372845167254	0.08	99
Phalanta phalantha	5	223.0373476	261.008840125253	39.6224481841636	1	-0.95833282054563	0.01	99
Phanus vitreus	0	NA	NA	NA	NA	NA	NA	99
Phareas coeleste	0	NA	NA	NA	NA	NA	NA	99
Pharmacophagus antenor	1	NA	NA	NA	NA	NA	NA	99
Pharneuptychia phares	0	NA	NA	NA	NA	NA	NA	99
Phasis pringlei	0	NA	NA	NA	NA	NA	NA	99
Phengaris atroguttata	1	NA	NA	NA	NA	NA	NA	99
Phengaris nausithous	0	NA	NA	NA	NA	NA	NA	99
Philaethria dido	1	NA	NA	NA	NA	NA	NA	99
Philotes sonorensis	1	NA	NA	NA	NA	NA	NA	99
Philotiella leona	0	NA	NA	NA	NA	NA	NA	99
Phlyaria cyara	1	NA	NA	NA	NA	NA	NA	99
Phocides pigmalion	1	NA	NA	NA	NA	NA	NA	99
Phocides polybius	1	NA	NA	NA	NA	NA	NA	99
Phoebis agarithe	1	NA	NA	NA	NA	NA	NA	99
Phoebis argante	1	NA	NA	NA	NA	NA	NA	99
Phoebis sennae	1	NA	NA	NA	NA	NA	NA	99
Pholisora catullus	1	NA	NA	NA	NA	NA	NA	99
Pholisora mejicanus	1	NA	NA	NA	NA	NA	NA	99
Phyciodes cocyta	1	NA	NA	NA	NA	NA	NA	99
Phyciodes tharos	1	NA	NA	NA	NA	NA	NA	99
Physcaeneura panda	1	NA	NA	NA	NA	NA	NA	99
Phystis simois	1	NA	NA	NA	NA	NA	NA	99
Pieriballia viardi	0	NA	NA	NA	NA	NA	NA	99
Pieris brassicae	4	135.99273	274.700616127946	63.2546125060639	1	-2.19285014376855	0.01	99
Pieris napi	2	163.20219	278.462765383838	106.063075180802	2	-1.08671726882667	0.02	99
Pieris rapae	5	126.311358	271.683142545455	52.9999632280782	1	-2.74286576237547	0.01	99
Pierphulia rosea	0	NA	NA	NA	NA	NA	NA	99
Pinacopteryx eriphia	1	NA	NA	NA	NA	NA	NA	99
Pirdana hyela	1	NA	NA	NA	NA	NA	NA	99
Piruna aea	0	NA	NA	NA	NA	NA	NA	99
Piruna pirus	0	NA	NA	NA	NA	NA	NA	99
Pithecops corvus	2	247.4691	267.231092161616	82.0148744270785	40	-0.240956196051816	0.4	99
Placidina euryanassa	1	NA	NA	NA	NA	NA	NA	99
Plastingia naga	1	NA	NA	NA	NA	NA	NA	99
Platylesches picanini	1	NA	NA	NA	NA	NA	NA	99
Plautella cossaea	0	NA	NA	NA	NA	NA	NA	99
Plebejidea loewii	0	NA	NA	NA	NA	NA	NA	99
Plebejus anna	1	NA	NA	NA	NA	NA	NA	99
Plebejus argus	4	239.993683333333	271.595862981482	67.2589220222444	18	-0.469858551073662	0.18	99
Plebejus idas	2	247.46914	274.336415757576	97.0860278385462	48	-0.276736790614773	0.48	99
Plebejus melissa	1	NA	NA	NA	NA	NA	NA	99
Plebulina emigdionis	1	NA	NA	NA	NA	NA	NA	99
Ploetzia amygdalis	0	NA	NA	NA	NA	NA	NA	99
Poanes zabulon	1	NA	NA	NA	NA	NA	NA	99
Poladryas arachne	1	NA	NA	NA	NA	NA	NA	99
Polites vibex	1	NA	NA	NA	NA	NA	NA	99
Polycaena tamerlana	0	NA	NA	NA	NA	NA	NA	99
Polyctor polyctor	0	NA	NA	NA	NA	NA	NA	99
Polygonia c-album	7	217.776467238095	272.291511037037	48.1964288423927	1	-1.13110130995829	0.01	99
Polygonia c-aureum	1	NA	NA	NA	NA	NA	NA	99
Polygonus leo	1	NA	NA	NA	NA	NA	NA	99
Polygonus savigny	1	NA	NA	NA	NA	NA	NA	99
Polyommatus icarus	1	NA	NA	NA	NA	NA	NA	99
Polythrix asine	1	NA	NA	NA	NA	NA	NA	99
Polythrix octomaculata	1	NA	NA	NA	NA	NA	NA	99
Polytremis lubricans	1	NA	NA	NA	NA	NA	NA	99
Polyura eudamippus	3	207.264486666667	266.484474888889	71.4013076842363	4	-0.829396409434341	0.04	99
Pompeius verna	0	NA	NA	NA	NA	NA	NA	99
Pontia beckerii	2	88.44687	261.874194909091	60.1845186447466	1	-2.88159361932903	0.01	99
Pontia daplidice	2	118.9514	270.062458525253	81.71179627007	2	-1.84931754560636	0.02	99
Poritia hewitsoni	0	NA	NA	NA	NA	NA	NA	99
Posttaygetis penelea	0	NA	NA	NA	NA	NA	NA	99
Potanthus omaha	1	NA	NA	NA	NA	NA	NA	99
Praepedaliodes phanias	1	NA	NA	NA	NA	NA	NA	99
Praephilotes anthracias	0	NA	NA	NA	NA	NA	NA	99
Praetaxila segecia	0	NA	NA	NA	NA	NA	NA	99
Pratapa deva	2	242.77043	283.27364440404	111.724288193296	25	-0.362528283321573	0.25	99
Prepona claudina	1	NA	NA	NA	NA	NA	NA	99
Prepona dexamenus	0	NA	NA	NA	NA	NA	NA	99
Prepona laertes	2	231.571895	260.967003060606	86.0300483948162	16	-0.341684197662003	0.16	99
Prioneris thestylis	1	NA	NA	NA	NA	NA	NA	99
Problema byssus	1	NA	NA	NA	NA	NA	NA	99
Proeidosa polysema	1	NA	NA	NA	NA	NA	NA	99
Prolibythea carinenta	1	NA	NA	NA	NA	NA	NA	99
Prosotas nora	1	NA	NA	NA	NA	NA	NA	99
Protantigius superans	1	NA	NA	NA	NA	NA	NA	99
Proteides mercurius	1	NA	NA	NA	NA	NA	NA	99
Proterebia phegea	0	NA	NA	NA	NA	NA	NA	99
Protesilaus protesilaus	0	NA	NA	NA	NA	NA	NA	99
Prothoe franckii	1	NA	NA	NA	NA	NA	NA	99
Protogoniomorpha anacardii	1	NA	NA	NA	NA	NA	NA	99
Protogoniomorpha parhassus	1	NA	NA	NA	NA	NA	NA	99
Protonymphidia senta	0	NA	NA	NA	NA	NA	NA	99
Pseudacraea rubrobasalis	0	NA	NA	NA	NA	NA	NA	99
Pseudaletis agrippina	0	NA	NA	NA	NA	NA	NA	99
Pseudalmenus chlorinda	1	NA	NA	NA	NA	NA	NA	99
Pseudargynnis hegemone	0	NA	NA	NA	NA	NA	NA	99
Pseudergolis avesta	0	NA	NA	NA	NA	NA	NA	99
Pseudochrysops bornoi	0	NA	NA	NA	NA	NA	NA	99
Pseudocoladenia dan	1	NA	NA	NA	NA	NA	NA	99
Pseudocopaeodes eunus	1	NA	NA	NA	NA	NA	NA	99
Pseudodipsas eone	3	263.501254666667	269.079885367003	75.6922354970682	80	-0.0737014921504444	0.8	99
Pseudolucia chilensis	0	NA	NA	NA	NA	NA	NA	99
Pseudolucia parana	0	NA	NA	NA	NA	NA	NA	99
Pseudolycaena marsyas	0	NA	NA	NA	NA	NA	NA	99
Pseudonacaduba aethiops	0	NA	NA	NA	NA	NA	NA	99
Pseudonascus paulliniae	0	NA	NA	NA	NA	NA	NA	99
Pseudoneptis bugandensis	1	NA	NA	NA	NA	NA	NA	99
Pseudonympha trimenii	1	NA	NA	NA	NA	NA	NA	99
Pseudopieris nehemia	0	NA	NA	NA	NA	NA	NA	99
Pseudopontia paradoxa	1	NA	NA	NA	NA	NA	NA	99
Pseudopontia zambezi	0	NA	NA	NA	NA	NA	NA	99
Pseudoscada timna	1	NA	NA	NA	NA	NA	NA	99
Pseudozizeeria maha	3	242.169772666667	270.947000323232	75.9490127540609	24	-0.378901931875698	0.24	99
Psolos fuligo	1	NA	NA	NA	NA	NA	NA	99
Psychonotis caelius	1	NA	NA	NA	NA	NA	NA	99
Ptelina carnuta	0	NA	NA	NA	NA	NA	NA	99
Pteronymia aletta	1	NA	NA	NA	NA	NA	NA	99
Pteroteinon laufella	1	NA	NA	NA	NA	NA	NA	99
Pterourus glaucus	7	255.259285809524	268.577728899471	46.7779419705601	61	-0.28471631134027	0.61	99
Pterourus troilus	4	263.3101955	270.81822349495	65.1753801643757	76	-0.11519730266266	0.76	99
Ptychandra lorquinii	1	NA	NA	NA	NA	NA	NA	99
Pycina zamba	0	NA	NA	NA	NA	NA	NA	99
Pyrgus albescens	1	NA	NA	NA	NA	NA	NA	99
Pyrgus carthami	2	237.158353	275.086207818182	97.4632532006339	20	-0.389150306116964	0.2	99
Pyrgus malvae	1	NA	NA	NA	NA	NA	NA	99
Pyrgus scriptura	1	NA	NA	NA	NA	NA	NA	99
Pyrisitia lisa	1	NA	NA	NA	NA	NA	NA	99
Pyrisitia proterpia	1	NA	NA	NA	NA	NA	NA	99
Pyronia tithonus	1	NA	NA	NA	NA	NA	NA	99
Pyrrhiades lucagus	0	NA	NA	NA	NA	NA	NA	99
Pyrrhocalles antiqua	0	NA	NA	NA	NA	NA	NA	99
Pyrrhochalcia iphis	1	NA	NA	NA	NA	NA	NA	99
Pyrrhogyra neaerea	1	NA	NA	NA	NA	NA	NA	99
Pyrrhogyra otolais	0	NA	NA	NA	NA	NA	NA	99
Pyrrhopyge crida	0	NA	NA	NA	NA	NA	NA	99
Pyrrhopyge phidias	0	NA	NA	NA	NA	NA	NA	99
Pyrrhopygopsis socrates	1	NA	NA	NA	NA	NA	NA	99
Pythonides jovianus	0	NA	NA	NA	NA	NA	NA	99
Quadrus cerialis	0	NA	NA	NA	NA	NA	NA	99
Quedara monteithi	1	NA	NA	NA	NA	NA	NA	99
Quinta cannae	1	NA	NA	NA	NA	NA	NA	99
Rachana jalindra	1	NA	NA	NA	NA	NA	NA	99
Ragadia luzonia	0	NA	NA	NA	NA	NA	NA	99
Ragadia makuta	0	NA	NA	NA	NA	NA	NA	99
Rapala varuna	5	230.7143614	273.488845694949	62.7513935700533	12	-0.681649950087525	0.12	99
Rathinda amor	5	237.538367	269.849216880808	59.3772728724672	13	-0.544161904340178	0.13	99
Ravenna niveus	1	NA	NA	NA	NA	NA	NA	99
Rekoa meton	0	NA	NA	NA	NA	NA	NA	99
Reliquia santamarta	0	NA	NA	NA	NA	NA	NA	99
Remelana jangala	5	233.872171	262.076083878788	50.1820882800389	10	-0.56203147069921	0.1	99
Rhabdodryas trite	1	NA	NA	NA	NA	NA	NA	99
Rhetus dysonii	0	NA	NA	NA	NA	NA	NA	99
Rhinopalpa polynice	1	NA	NA	NA	NA	NA	NA	99
Rhinthon cubana	0	NA	NA	NA	NA	NA	NA	99
Rimisia miris	0	NA	NA	NA	NA	NA	NA	99
Rohana parisatis	1	NA	NA	NA	NA	NA	NA	99
Sabera caesina	1	NA	NA	NA	NA	NA	NA	99
Sahulana scintillata	2	237.158162	272.67840549495	99.7738092199432	22	-0.356007691524015	0.22	99
Saigusaozephyrus atabyrius	0	NA	NA	NA	NA	NA	NA	99
Sais rosalia	0	NA	NA	NA	NA	NA	NA	99
Salanoemia sala	1	NA	NA	NA	NA	NA	NA	99
Sarangesa dasahara	1	NA	NA	NA	NA	NA	NA	99
Saribia perroti	0	NA	NA	NA	NA	NA	NA	99
Sarmientoia eriopis	0	NA	NA	NA	NA	NA	NA	99
Sarota myrtea	0	NA	NA	NA	NA	NA	NA	99
Sasakia charonda	1	NA	NA	NA	NA	NA	NA	99
Satarupa gopala	0	NA	NA	NA	NA	NA	NA	99
Satarupa nymphalis	1	NA	NA	NA	NA	NA	NA	99
Satyrium eximia	1	NA	NA	NA	NA	NA	NA	99
Satyrium pruni	1	NA	NA	NA	NA	NA	NA	99
Satyrium tengstroemi	1	NA	NA	NA	NA	NA	NA	99
Satyrotaygetis satyrina	1	NA	NA	NA	NA	NA	NA	99
Satyrus ferula	1	NA	NA	NA	NA	NA	NA	99
Scolitantides orion	1	NA	NA	NA	NA	NA	NA	99
Scolitantides vicrama	1	NA	NA	NA	NA	NA	NA	99
Selenophanes cassiope	0	NA	NA	NA	NA	NA	NA	99
Semalea pulvina	1	NA	NA	NA	NA	NA	NA	99
Semanga superba	0	NA	NA	NA	NA	NA	NA	99
Sephisa chandra	1	NA	NA	NA	NA	NA	NA	99
Sericinus montela	1	NA	NA	NA	NA	NA	NA	99
Seseria dohertyi	0	NA	NA	NA	NA	NA	NA	99
Sevenia amulia	1	NA	NA	NA	NA	NA	NA	99
Shaanxiana takashimai	0	NA	NA	NA	NA	NA	NA	99
Shijimiaeoides divina	0	NA	NA	NA	NA	NA	NA	99
Shirozua jonasi	2	225.40301	266.559301242424	81.9633809231898	15	-0.50213022912016	0.15	99
Shizuyaozephyrus kyokoae	0	NA	NA	NA	NA	NA	NA	99
Sibataniozephyrus fujisanus	1	NA	NA	NA	NA	NA	NA	99
Siderone galanthis	1	NA	NA	NA	NA	NA	NA	99
Signeta flammeata	1	NA	NA	NA	NA	NA	NA	99
Simiskina phalia	0	NA	NA	NA	NA	NA	NA	99
Siproeta epaphus	1	NA	NA	NA	NA	NA	NA	99
Sithon nedymond	0	NA	NA	NA	NA	NA	NA	99
Sloperia proto	1	NA	NA	NA	NA	NA	NA	99
Smyrna blomfildia	1	NA	NA	NA	NA	NA	NA	99
Sophista latifasciata	0	NA	NA	NA	NA	NA	NA	99
Spalgis epeus	0	NA	NA	NA	NA	NA	NA	99
Spalgis lemolea	0	NA	NA	NA	NA	NA	NA	99
Spathilepia clonius	1	NA	NA	NA	NA	NA	NA	99
Spialia colotes	0	NA	NA	NA	NA	NA	NA	99
Spialia orbifer	1	NA	NA	NA	NA	NA	NA	99
Spioniades artemides	0	NA	NA	NA	NA	NA	NA	99
Splendeuptychia doxes	0	NA	NA	NA	NA	NA	NA	99
Splendeuptychia libitina	0	NA	NA	NA	NA	NA	NA	99
Stallingsia maculosus	0	NA	NA	NA	NA	NA	NA	99
Staphylus ceos	0	NA	NA	NA	NA	NA	NA	99
Staphylus hayhurstii	1	NA	NA	NA	NA	NA	NA	99
Steroma bega	0	NA	NA	NA	NA	NA	NA	99
Stibochiona coresia	0	NA	NA	NA	NA	NA	NA	99
Stichelia bocchoris	0	NA	NA	NA	NA	NA	NA	99
Stichophthalma howqua	2	213.46789	269.52351759596	92.0037260613439	8	-0.609275623887062	0.08	99
Stinga morrisoni	0	NA	NA	NA	NA	NA	NA	99
Strymon melinus	5	242.4283272	277.573968866667	62.5362092957319	19	-0.562004669973902	0.19	99
Stugeta bowkeri	3	183.081272	277.319751212121	86.6849103391635	2	-1.08713822098222	0.02	99
Stygionympha vigilans	2	161.60275	258.752880686869	61.6540767530843	1	-1.57572922672966	0.01	99
Suada swerga	0	NA	NA	NA	NA	NA	NA	99
Suastus gremius	1	NA	NA	NA	NA	NA	NA	99
Suniana sunias	1	NA	NA	NA	NA	NA	NA	99
Surendra quercetorum	1	NA	NA	NA	NA	NA	NA	99
Symbrenthia hippoclus	1	NA	NA	NA	NA	NA	NA	99
Symmachia rubina	0	NA	NA	NA	NA	NA	NA	99
Symphaedra nais	1	NA	NA	NA	NA	NA	NA	99
Synale cynaxa	0	NA	NA	NA	NA	NA	NA	99
Synapte silius	0	NA	NA	NA	NA	NA	NA	99
Synargis calyce	0	NA	NA	NA	NA	NA	NA	99
Systasea zampa	1	NA	NA	NA	NA	NA	NA	99
Tagiades flesus	2	271.517033	263.706899383838	70.2735759728197	84	0.111138980876431	0.84	99
Tagiades gana	1	NA	NA	NA	NA	NA	NA	99
Tagiades japetus	2	271.51719	261.911469292929	59.0968280672332	81	0.162542069028518	0.81	99
Tagiades litigiosa	2	239.54455	249.865831545455	20.9493641578695	30	-0.492677556591971	0.3	99
Tajuria cippus	1	NA	NA	NA	NA	NA	NA	99
Talbotia naganum	1	NA	NA	NA	NA	NA	NA	99
Talicada nyseus	1	NA	NA	NA	NA	NA	NA	99
Talides sinois	0	NA	NA	NA	NA	NA	NA	99
