"ntaxa"	"mpd.obs"	"mpd.rand.mean"	"mpd.rand.sd"	"mpd.obs.rank"	"mpd.obs.z"	"mpd.obs.p"	"runs"
"Cercyonis pegala"	3	240.114936	254.355261279461	37.5307084806452	29	-0.379431293891111	0.29	99
"Cethosia biblis"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Cethosia cydippe"	2	247.469446	285.417506989899	128.260985339418	47	-0.295865971164004	0.47	99
"Chaetocneme critomedia"	5	259.3427698	268.102139280808	54.6620456003996	75	-0.160245914410932	0.75	99
"Chaetoprocta odata"	2	100.4022	278.640677292929	105.993578497128	1	-1.6815969403067	0.01	99
"Chalinga elwesi"	2	83.3911	267.728982131313	80.428454409387	1	-2.29194858318449	0.01	99
"Chalodeta lypera"	2	237.158219	283.322437030303	111.058010392327	21	-0.415676616816938	0.21	99
"Chalybs janias"	2	247.46895	307.484191787879	140.860143494838	37.5	-0.426062619977937	0.375	99
"Charana mandarinus"	2	94.848	277.607756040404	105.529433107443	1	-1.73183680285983	0.01	99
"Charaxes bernardus"	5	247.430905	278.942656868687	65.20707693649	22	-0.483256624114259	0.22	99
"Charaxes brutus"	4	214.467745	265.848012614478	50.7626857532845	1	-1.012166059617	0.01	99
"Charaxes contrarius"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Charaxes jasius"	10	243.815710844444	277.883325068462	47.8402350344476	13	-0.712112183384705	0.13	99
"Charaxes varanes"	2	159.835279	257.970388767677	61.5624754838522	2	-1.59407348382892	0.02	99
"Charaxes zoolina"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Charis anius"	2	90.5191	271.956692727273	89.5290672591455	1	-2.02657749356524	0.01	99
"Chazara briseis"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Cheritra freja"	7	252.256934380952	270.331494784031	48.6256749287646	51	-0.37170816507035	0.51	99
"Chersonesia rahria"	2	84.9278	296.244680232323	127.539101484657	1	-1.65687916703525	0.01	99
"Chilades lajus"	3	227.324608666667	286.40117823569	92.8202902220465	9	-0.63646180622469	0.09	99
"Chillanella stelligera"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Chioides albofasciatus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Chioides catillus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Chiomara asychis"	3	242.170083333333	287.775757649832	98.9616662893429	24	-0.460841819125772	0.24	99
"Chiomara georgina"	2	102.661	267.33125410101	93.2529833448676	1	-1.76584435365491	0.01	99
"Chiomara mithrax"	2	142	289.321729272727	123.564131789375	2	-1.1922693676499	0.02	99
"Chitoria chrysolora"	2	142.37061	268.153075414141	92.5625558029292	3	-1.35889144722775	0.03	99
"Chloreuptychia arnaca"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Chloroselas esmeralda"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Chloroselas pseudozeritis"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Chlorostrymon simaethis"	6	241.294840666667	276.641540259933	57.4491919662129	19	-0.615268872955675	0.19	99
"Chlosyne janais"	2	69.4758	267.843463151515	106.275976327714	3	-1.86653343498653	0.03	99
"Choaspes benjaminii"	2	136.383	267.577108878788	81.007234720582	1	-1.61953570358642	0.01	99
"Chondrolepis niveicornis"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Choranthus haitensis"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Choranthus radians"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Chorinea licursis"	2	140.3265	299.334798929293	131.858741817419	1	-1.20589880304991	0.01	99
"Chrysoplectrum perniciosus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Chrysoplectrum pervivax"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Chrysoritis oreas"	2	159.8647	282.563350686869	111.843506319234	2	-1.09705654556869	0.02	99
"Chrysozephyrus ataxus"	2	80.4628	270.421553777778	92.3463662867055	1	-2.05702467152868	0.01	99
"Chrysozephyrus smaragdina"	2	222.29704	268.445685767677	93.8842782395636	11	-0.491548176468052	0.11	99
"Cigaritis takanonis"	0	NA	NA	NA	NA	NA	NA	99
"Cigaritis zohra"	2	237.157303	287.338683383838	113.364537752144	15	-0.442655008160958	0.15	99
"Cirrochroa aoris"	2	129.876	276.11911749495	96.8496796547012	1	-1.5100010450871	0.01	99
"Cirrochroa orissa"	2	129.876	276.11911749495	96.8496796547012	1	-1.5100010450871	0.01	99
"Cissia confusa"	6	200.996044	265.537464477441	42.9779569824277	1	-1.50173309782571	0.01	99
"Cissia labe"	2	213.46789	261.504742818182	72.7404067335641	7	-0.660387465169569	0.07	99
"Cissia myncea"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Cissia palladia"	2	187.64298	258.536289272727	61.371363226139	3	-1.15515291735499	0.03	99
"Cissia penelope"	2	187.64298	258.536289272727	61.371363226139	3	-1.15515291735499	0.03	99
"Citrinophila erastus"	0	NA	NA	NA	NA	NA	NA	99
"Cobalus calvina"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Codatractus alcaeus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Codatractus arizonensis"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Codatractus valeriana"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Coeliades forestan"	7	233.138138	272.97744038961	49.1207138910859	3	-0.811048928929353	0.03	99
"Coeliades ramanatek"	2	237.158592	266.830733454545	82.0047954212173	19	-0.361834223256514	0.19	99
"Coelites nothis"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Coenonympha pamphilus"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Coenyra hebe"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Cogia calchas"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Cogia hippalus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Colias croceus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Colias hyale"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Colobura dirce"	4	234.4656265	276.733987254209	72.4154003543965	11	-0.583692978943016	0.11	99
"Colotis amata"	3	183.435345333333	269.460614	70.1392160497061	1	-1.22649315905816	0.01	99
"Colotis evagore"	2	138.5406	273.338670888889	90.0531032335038	2	-1.49687313428126	0.02	99
"Conga chydaea"	2	54.2995	261.773657535354	72.5829544601288	1	-2.85844189009036	0.01	99
"Consul fabius"	2	101.5972	275.011900060606	99.7414909473027	2	-1.73864154639745	0.02	99
"Copaeodes aurantiaca"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Corades medeba"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Coreana raphaelis"	2	247.46908	261.788285313131	71.7114825814133	50	-0.199677998525199	0.5	99
"Coreana stygiana"	2	64.188	264.94516710101	82.6422096269744	1	-2.42923280980961	0.01	99
"Corticea corticea"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Creon cleobis"	2	94.848	277.607756040404	105.529433107443	1	-1.73183680285983	0.01	99
"Creonpyge creon"	2	120	263.631377393939	70.8778698417308	1	-2.02646295260659	0.01	99
"Cressida cressida"	2	176.8466	261.028659353535	73.0197446242557	3	-1.15286707433337	0.03	99
"Croitana croites"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Croniades pieria"	2	142.4068	273.901227656566	107.570417405436	1	-1.22240324829232	0.01	99
"Crudaria leroma"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Cunizza hirlanda"	2	94.848	277.607756040404	105.529433107443	1	-1.73183680285983	0.01	99
"Cupha erymanthis"	4	218.621495	266.561472191919	56.3678387127528	3	-0.85048457217277	0.03	99
"Cupido comyntas"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Cupido moorei"	3	142.04114	270.249032787879	74.2574613007906	1	-1.72653212945907	0.01	99
"Cupidopsis cissus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Cupidopsis jobates"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Cupitha purreea"	2	247.469163	260.541053747475	72.5205180071378	45	-0.180250929070696	0.45	99
"Curetis bulis"	2	237.158172	290.001078525253	123.155330511888	23	-0.429075268651498	0.23	99
"Curetis saronis"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Curetis tagalica"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Cyaniris semiargus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Cybdelis phaesyla"	2	123.7924	272.66423120202	91.8816059900887	2	-1.62025717332454	0.02	99
"Cyclargus ammon"	4	228.817178333333	271.844506590909	67.7425107169325	10	-0.635159928414359	0.1	99
"Cyclargus thomasi"	2	237.158162	287.110702484849	116.839415639747	26	-0.427531584365913	0.26	99
"Cycloglypha thrasibulus"	2	271.825172	272.655908444444	89.5104670558976	90	-0.00928088604347966	0.9	99
"Cyclyrius webbianus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Cyllopsis pyracmon"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Cymothoe lurida"	3	185.816573333333	279.893867380471	89.0781810814947	1	-1.0561205101513	0.01	99
"Cynandra opis"	2	88.4818	269.984763121212	90.8349297389811	1	-1.99816264120829	0.01	99
"Cynea cynea"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Cyrestis acilia"	2	84.9278	296.244680232323	127.539101484657	1	-1.65687916703525	0.01	99
"Cyrestis nivea"	2	84.9278	296.244680232323	127.539101484657	1	-1.65687916703525	0.01	99
"Dachetola azora"	2	94.848	277.607756040404	105.529433107443	1	-1.73183680285983	0.01	99
"Daedalma dinias"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Daimio tethys"	3	246.264197333333	272.325991319865	74.4690275702707	35	-0.349968232926628	0.35	99
"Danaus chrysippus"	2	61.789	285.974808171717	110.93747598021	1	-2.02083025768235	0.01	99
"Danaus eresimus"	2	126.8333	269.117337707071	102.954545797802	3.5	-1.38200830866186	0.035	99
"Danaus erippus"	2	61.789	285.974808171717	110.93747598021	1	-2.02083025768235	0.01	99
"Danaus gilippus"	2	61.789	285.974808171717	110.93747598021	1	-2.02083025768235	0.01	99
"Danaus melanippus"	4	222.229963666667	277.091117666667	72.7309829083679	6	-0.754302386771238	0.06	99
"Danaus plexippus"	2	61.789	285.974808171717	110.93747598021	1	-2.02083025768235	0.01	99
"Danis danis"	3	229.515106	278.180319104377	88.8451101017421	12	-0.547753422204638	0.12	99
"Dapidodigma demeter"	3	222.786344	287.304156511785	90.703474505657	2	-0.711304752804819	0.02	99
"Darpa pteria"	2	142.4068	273.901227656566	107.570417405436	1	-1.22240324829232	0.01	99
"Dasyophthalma rusina"	2	213.46789	261.504742818182	72.7404067335641	7	-0.660387465169569	0.07	99
"Davidina armandi"	2	89.2401	261.643425191919	60.0155174344401	1	-2.87264581831273	0.01	99
"Decinea decinea"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Delias descombesi"	2	94.848	277.607756040404	105.529433107443	1	-1.73183680285983	0.01	99
"Delias henningia"	2	94.848	277.607756040404	105.529433107443	1	-1.73183680285983	0.01	99
"Delias pasithoe"	2	162.945367	268.391978818182	87.4624142079954	2	-1.2056220123014	0.02	99
"Deloneura ochrascens"	0	NA	NA	NA	NA	NA	NA	99
"Dercas verhuelli"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Detritivora gynaea"	2	271.5169	264.539730838384	85.3657341819887	72	0.0817326674276797	0.72	99
"Deudorix antalus"	7	225.00105047619	271.502814519481	50.0845416151143	2	-0.928465401573266	0.02	99
"Deudorix epijarbas"	5	230.1541348	278.430391765657	62.470089976434	2	-0.772789938094665	0.02	99
"Diaethria anna"	2	142.37061	268.153075414141	92.5625558029292	3	-1.35889144722775	0.03	99
"Diaethria clymena"	2	237.158383	262.421889666667	95.6667778924622	32	-0.264078159871393	0.32	99
"Dianesia carteri"	2	225.40331	295.454883979798	127.885181951686	14	-0.547769279526559	0.14	99
"Dichorragia nesimachus"	2	136.383	267.577108878788	81.007234720582	1	-1.61953570358642	0.01	99
"Dilipa morgiana"	2	142.37061	268.153075414141	92.5625558029292	3	-1.35889144722775	0.03	99
"Dingana dingana"	2	271.517039	270.95093289899	91.7717123091886	71	0.00616863395882593	0.71	99
"Dione juno"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Dira clytus"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Dircenna jemina"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Discolampa ethion"	2	102.7964	263.568442727273	85.3430794006555	2	-1.88383221998008	0.02	99
"Discophora celinde"	2	213.46789	261.504742818182	72.7404067335641	7	-0.660387465169569	0.07	99
"Dismorphia theucharila"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Dispar compacta"	3	215.348813333333	262.161286329966	61.4112237892586	5	-0.76227878404242	0.05	99
"Dixeia charina"	2	138.5406	273.338670888889	90.0531032335038	2	-1.49687313428126	0.02	99
"Dixeia doxo"	2	138.5406	273.338670888889	90.0531032335038	2	-1.49687313428126	0.02	99
"Dodona deodata"	2	188	270.240789484849	79.904165667957	1	-1.0292428285479	0.01	99
"Doleschallia bisaltide"	3	207.210613333333	276.010090962963	88.0691406497631	3	-0.781198466591541	0.03	99
"Doleschallia polibete"	2	69.4758	267.843463151515	106.275976327714	3	-1.86653343498653	0.03	99
"Doxocopa agathina"	2	142.37061	268.153075414141	92.5625558029292	3	-1.35889144722775	0.03	99
"Drephalys kidonoi"	2	92.1087	267.436852323232	93.0428988577679	2	-1.88437972672425	0.02	99
"Drupadia ravindra"	5	241.6570002	273.743405464646	59.7689916720372	21	-0.536840330864374	0.21	99
"Dryadula phaetusa"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Dryas iulia"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Dubiella dubius"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Dulcedo polita"	2	239.54415	271.309860858586	90.2662787146992	24	-0.351911160079905	0.24	99
"Durbania amakosa"	0	NA	NA	NA	NA	NA	NA	99
"Durbaniella clarki"	0	NA	NA	NA	NA	NA	NA	99
"Durbaniopsis saga"	0	NA	NA	NA	NA	NA	NA	99
"Dymasia dymas"	2	69.4758	267.843463151515	106.275976327714	3	-1.86653343498653	0.03	99
"Dynamine postverta"	2	123.7924	272.66423120202	91.8816059900887	2	-1.62025717332454	0.02	99
"Dynastor darius"	2	63.5784	295.412029141414	128.572501265509	1	-1.80313540500131	0.01	99
"Dyscophellus porcius"	2	123.7924	272.66423120202	91.8816059900887	2	-1.62025717332454	0.02	99
"Eagris sabadius"	3	192.289479333333	259.992692835017	55.183972419693	2	-1.22686371663818	0.02	99
"Eantis mithridates"	2	118	267.463909444444	81.1855527727609	1	-1.84101609633422	0.01	99
"Eantis thraso"	2	118	267.463909444444	81.1855527727609	1	-1.84101609633422	0.01	99
"Ebusus ebusus"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Echinargus isola"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Eetion elia"	2	143.8503	286.81176110101	110.094124590444	1	-1.29853851540974	0.01	99
"Elbella iphinous"	2	271.825215	264.335952848485	94.7147289241575	90	0.0790717794009859	0.9	99
"Elbella patrobas"	2	76.7222	256.331343525253	75.0202965391459	1	-2.39414067673715	0.01	99
"Elbella scylla"	2	237.158208	259.595497606061	73.2418756191732	18	-0.306345098570728	0.18	99
"Elina montrolii"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Elodina padusa"	2	138.5406	273.338670888889	90.0531032335038	2	-1.49687313428126	0.02	99
"Elymnias hypermnestra"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Elymnias nesaea"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Elymniopsis bammakoo"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Elzunia pavonii"	2	61.789	285.974808171717	110.93747598021	1	-2.02083025768235	0.01	99
"Emesis ares"	2	80.4628	270.421553777778	92.3463662867055	1	-2.05702467152868	0.01	99
"Emesis brimo"	3	238.726083333333	292.392259690236	100.021487274289	16	-0.536546474356391	0.16	99
"Emesis cypria"	2	132.124	272.173376858586	90.1262930912053	1	-1.55392363377089	0.01	99
"Emesis emesia"	2	225.40342	288.739026989899	127.81262115147	13.5	-0.495534841702687	0.135	99
"Emesis lacrines"	7	239.288973714286	277.070010241462	50.9556961269584	11	-0.741448736821167	0.11	99
"Emesis lucinda"	2	112.1598	260.755823151515	59.2734692193159	1	-2.50695673981389	0.01	99
"Emesis mandana"	22	242.962226095238	269.642741833355	24.2857155903457	5	-1.0986094125521	0.05	99
"Emesis ocypore"	2	132.124	272.173376858586	90.1262930912053	1	-1.55392363377089	0.01	99
"Emesis tegula"	2	263.36213	266.540964919192	71.1213139294892	49	-0.0446959532038939	0.49	99
"Emesis tenedia"	2	132.124	272.173376858586	90.1262930912053	1	-1.55392363377089	0.01	99
"Emesis zela"	2	225.40311	287.041863060606	124.758129067845	13	-0.494066026167209	0.13	99
"Eogenes alcides"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Eooxylides tharis"	2	239.54422	265.391877848485	96.8203934522858	33	-0.266965015601005	0.33	99
"Epargyreus clarus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Epargyreus spanna"	2	213.48309	265.984156737374	92.9833770762163	10	-0.564628521658659	0.1	99
"Ephyriades arcas"	3	244.032285333333	273.468340424242	71.7852327283525	27	-0.410057249550199	0.27	99
"Ephyriades brunnea"	2	231.572235	272.403709212121	101.460313108742	16	-0.402437888875419	0.16	99
"Epiphile orea"	2	121.5324	257.077697151515	63.1440943924201	2	-2.14660291600898	0.02	99
"Episcada salvinia"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Epitola urania"	0	NA	NA	NA	NA	NA	NA	99
"Epityches eupompe"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Eracon paulinus"	2	76.7222	256.331343525253	75.0202965391459	1	-2.39414067673715	0.01	99
"Erebia epiphron"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Erebia ligea"	2	187.64298	258.536289272727	61.371363226139	3	-1.15515291735499	0.03	99
"Eretris porphyria"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Erikssonia acraeina"	2	60.1216	272.788298171717	101.929136380982	1	-2.0864171494285	0.01	99
"Erionota acroleucus"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Erionota thrax"	5	178.551428	260.414829808081	39.5547230609063	1	-2.06962394053493	0.01	99
"Eroessa chiliensis"	2	90.5191	271.956692727273	89.5290672591455	1	-2.02657749356524	0.01	99
"Eronia cleodora"	2	208.517028	259.58586189899	74.6061077664422	7	-0.684512775533918	0.07	99
"Erora quaderna"	4	235.918185	276.554680425926	74.7207238376614	13	-0.543845045107071	0.13	99
"Erynnis brizo"	2	80.4628	270.421553777778	92.3463662867055	1	-2.05702467152868	0.01	99
"Erynnis horatius"	2	225.40311	287.041863060606	124.758129067845	13	-0.494066026167209	0.13	99
"Erynnis tages"	2	247.46885	301.34611840404	138.970467313342	38	-0.387688617917368	0.38	99
"Eryphanis automedon"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Erysichton lineata"	3	256.256534666667	257.554806565657	57.1160488296056	63	-0.022730422107157	0.63	99
"Eteona tisiphone"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Etesiolaus catori"	2	77.9803	274.763266010101	98.3225379837044	1	-2.00140242558339	0.01	99
"Euapatura mirza"	2	148.3419	278.570102878788	105.330862836783	1	-1.23637269620192	0.01	99
"Euaspa milionia"	2	80.4628	270.421553777778	92.3463662867055	1	-2.05702467152868	0.01	99
"Eucheira socialis"	2	118.202	273.506599050505	103.492644940389	2	-1.50063416719091	0.02	99
"Euchloe ausonia"	2	67.0275	273.61172269697	99.5854067974625	1	-2.07444272550015	0.01	99
"Euchloe ausonides"	2	67.0275	273.61172269697	99.5854067974625	1	-2.07444272550015	0.01	99
"Euchrysops cnejus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Eueides isabella"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Euliphyra hewitsoni"	0	NA	NA	NA	NA	NA	NA	99
"Eumaeus atala"	3	531.948367333333	287.268998329966	95.5547412956336	100	2.56061986758315	1	99
"Eumaeus minyas"	2	149.6376	301.458798818182	138.798843535499	3	-1.0938217851891	0.03	99
"Eumedonia eumedon"	2	136.7833	266.986243272727	83.8714616983104	2	-1.552410565361	0.02	99
"Eunica monima"	2	208.08895	271.490222383838	91.1046116660813	3	-0.695917267242389	0.03	99
"Euphaedra neophron"	2	121.5324	257.077697151515	63.1440943924201	2	-2.14660291600898	0.02	99
"Euphilotes enoptes"	2	88.9723	284.296587767677	127.621181129575	2	-1.53050054888117	0.02	99
"Euphydryas editha"	4	100.556663333333	271.842090530303	65.284312534565	1	-2.62368432088922	0.01	99
"Euphyes arpa"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Euphyes dion"	2	89.2401	261.643425191919	60.0155174344401	1	-2.87264581831273	0.01	99
"Euploea phaenareta"	2	247.46965	295.94714069697	128.033541769582	46	-0.37863117763479	0.46	99
"Euploea radamanthus"	2	84.9278	296.244680232323	127.539101484657	1	-1.65687916703525	0.01	99
"Euptoieta claudia"	11	239.326215854545	274.606655743618	43.780520956376	4	-0.805847877512167	0.04	99
"Euptychoides eugenia"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Eurema mandarina"	2	225.40275	289.710048777778	120.24027559915	8	-0.534823281611242	0.08	99
"Eurema mexicana"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Euriphellus euribates"	2	54.482	274.768352181818	106.767821637778	1	-2.06322793518411	0.01	99
"Euriphene amicia"	2	103.4133	273.766331616162	99.5530690523238	1	-1.71117810066334	0.01	99
"Euripus nyctelius"	3	199.24834	282.385924141414	97.7774560807922	2	-0.850273544371196	0.02	99
"Euryades corethrus"	2	176.8466	261.028659353535	73.0197446242557	3	-1.15286707433337	0.03	99
"Eurybia lycisca"	2	54.2995	261.773657535354	72.5829544601288	1	-2.85844189009036	0.01	99
"Eurytela dryope"	4	237.540267666667	268.21110960101	58.5445240178294	16	-0.523889167243085	0.16	99
"Eurytides dioxippus"	2	130.5428	264.110555565657	84.2218568030536	2	-1.5859037147328	0.02	99
"Eurytides dolicaon"	2	255.403203	272.831966929293	89.6591857111607	51	-0.194389049945648	0.51	99
"Eurytides marcellus"	2	142.4068	273.901227656566	107.570417405436	1	-1.22240324829232	0.01	99
"Eurytides philolaus"	2	142.4068	273.901227656566	107.570417405436	1	-1.22240324829232	0.01	99
"Euschemon rafflesia"	2	126.5599	270.648185767677	90.5872763206904	1	-1.59060181098266	0.01	99
"Euselasia chrysippe"	2	88.4818	269.984763121212	90.8349297389811	1	-1.99816264120829	0.01	99
"Euthalia evelina"	5	235.431391	268.878801943434	54.6961693004568	8	-0.611512860429058	0.08	99
"Euthalia lubentina"	2	94.848	277.607756040404	105.529433107443	1	-1.73183680285983	0.01	99
"Euthaliopsis aetion"	2	121.1138	252.015527656566	65.8614771883854	4	-1.98753100058998	0.04	99
"Eutresis hypereia"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Euxanthe eurinome"	2	237.158162	287.110702484849	116.839415639747	26	-0.427531584365913	0.26	99
"Evena crithea"	3	186.983594666667	268.207804255892	70.2684902716474	1	-1.15591226274003	0.01	99
"Evenus regalis"	2	239.748742	282.322220787879	121.644620857772	31	-0.349982420000766	0.31	99
"Exometoeca nycteris"	2	101.6682	271.814764606061	101.676970855006	2	-1.67340316273479	0.02	99
"Exoplisia cadmeis"	2	76.7222	256.331343525253	75.0202965391459	1	-2.39414067673715	0.01	99
"Falga jeconia"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Faunis eumeus"	3	237.61426	265.420302363636	66.5676899397062	20	-0.417710790156933	0.2	99
"Feniseca tarquinius"	0	NA	NA	NA	NA	NA	NA	99
"Flos apidanus"	3	191.06532	263.01946993266	66.0264865249067	3	-1.08977705341806	0.03	99
"Forsterinaria pronophila"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Fountainea nessus"	2	93.3981	268.114352575758	92.1242573409618	1	-1.89652820677961	0.01	99
"Fresna netopha"	2	237.158162	287.110702484849	116.839415639747	26	-0.427531584365913	0.26	99
"Fresna nyassae"	2	237.158162	287.110702484849	116.839415639747	26	-0.427531584365913	0.26	99
"Freyeria trochylus"	3	242.170063333333	291.670140074074	97.2362941468071	21	-0.509069963793619	0.21	99
"Gamia buchholzi"	2	229.20127	266.375938151515	83.8109410097564	9	-0.443553880956756	0.09	99
"Gamia shelleyi"	2	229.20127	266.375938151515	83.8109410097564	9	-0.443553880956756	0.09	99
"Gandaca harina"	3	258.406880666667	262.728189299663	64.1067929555756	65	-0.067407967763903	0.65	99
"Gangara thyrsis"	2	196.4188	256.621975585859	47.8633129069968	4	-1.2578146377548	0.04	99
"Ganyra josephina"	2	208.517148	268.773218353535	101.493496242742	10	-0.593693907335906	0.1	99
"Ganyra phaloe"	2	28.4379	286.627841747475	118.250235042831	1	-2.18342011458968	0.01	99
"Gegenes pumilio"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Geitoneura klugii"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Gerosis bhagava"	2	271.51669	298.603580131313	132.466918167209	62	-0.204480412967124	0.62	99
"Gesta gesta"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Gideona lucasi"	2	140.3265	299.334798929293	131.858741817419	1	-1.20589880304991	0.01	99
"Glabroculus cyane"	2	83.357	276.515791979798	97.5630774972582	1	-1.97983496354168	0.01	99
"Glaucopsyche lygdamus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Glennia pylotis"	3	168.493545333333	271.308777723906	75.0677411985028	1	-1.36963269107427	0.01	99
"Glutophrissa drusilla"	6	203.163267733333	270.104219210101	51.0342056660495	1	-1.31168792779507	0.01	99
"Gnophodes betsimena"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Godyris duillia"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Gomalia elma"	2	76.7222	256.331343525253	75.0202965391459	1	-2.39414067673715	0.01	99
