ntaxa	mntd.obs	mntd.rand.mean	mntd.rand.sd	mntd.obs.rank	mntd.obs.z	mntd.obs.p	runs
Tanaecia lepidea	2	247.469315	275.393487939394	117.913992331531	47	-0.236818145050007	0.47	99
Tapena thwaitesi	1	NA	NA	NA	NA	NA	NA	99
Taractrocera luzonensis	0	NA	NA	NA	NA	NA	NA	99
Taractrocera maevius	1	NA	NA	NA	NA	NA	NA	99
Taraka hamada	0	NA	NA	NA	NA	NA	NA	99
Tarsoctenus corytus	0	NA	NA	NA	NA	NA	NA	99
Tartesa astarte	0	NA	NA	NA	NA	NA	NA	99
Tarucus theophrastus	1	NA	NA	NA	NA	NA	NA	99
Tatochila autodice	1	NA	NA	NA	NA	NA	NA	99
Taxila haquinus	0	NA	NA	NA	NA	NA	NA	99
Taygetina kerea	0	NA	NA	NA	NA	NA	NA	99
Taygetis virgilia	0	NA	NA	NA	NA	NA	NA	99
Taygetis ypthima	1	NA	NA	NA	NA	NA	NA	99
Tegosa claudina	0	NA	NA	NA	NA	NA	NA	99
Teinopalpus imperialis	1	NA	NA	NA	NA	NA	NA	99
Telemiades amphion	0	NA	NA	NA	NA	NA	NA	99
Telicota augias	2	149.3768	282.890662424242	112.099322565898	2	-1.19103184005199	0.02	99
Tellervo assarica	0	NA	NA	NA	NA	NA	NA	99
Tellervo zoilus	1	NA	NA	NA	NA	NA	NA	99
Temenis laothoe	1	NA	NA	NA	NA	NA	NA	99
Teniorhinus harona	0	NA	NA	NA	NA	NA	NA	99
Teniorhinus watsoni	0	NA	NA	NA	NA	NA	NA	99
Teracolus subfasciatus	0	NA	NA	NA	NA	NA	NA	99
Teratoneura isabellae	0	NA	NA	NA	NA	NA	NA	99
Teratozephyrus arisanus	1	NA	NA	NA	NA	NA	NA	99
Terenthina terentia	0	NA	NA	NA	NA	NA	NA	99
Terinos clarissa	0	NA	NA	NA	NA	NA	NA	99
Terinos terpander	1	NA	NA	NA	NA	NA	NA	99
Teriocolias zelia	0	NA	NA	NA	NA	NA	NA	99
Teriomima subpunctata	0	NA	NA	NA	NA	NA	NA	99
Texola elada	0	NA	NA	NA	NA	NA	NA	99
Thaduka multicaudata	1	NA	NA	NA	NA	NA	NA	99
Thaleropis ionia	1	NA	NA	NA	NA	NA	NA	99
Thamala marciana	0	NA	NA	NA	NA	NA	NA	99
Thauria aliris	0	NA	NA	NA	NA	NA	NA	99
Theagenes dichrous	0	NA	NA	NA	NA	NA	NA	99
Thecla betulae	2	222.297016	266.780390676768	82.7401638372041	9	-0.537627345823139	0.09	99
Theclinesthes miskini	3	234.224213666667	252.163404094276	44.9763219032107	30	-0.39885854753118	0.3	99
Theclopsis lydus	0	NA	NA	NA	NA	NA	NA	99
Theope publius	1	NA	NA	NA	NA	NA	NA	99
Theope terambus	0	NA	NA	NA	NA	NA	NA	99
Theope virgilius	2	231.571889	269.148035	91.1716180464943	14.5	-0.412147407330618	0.145	99
Thereus orasus	0	NA	NA	NA	NA	NA	NA	99
Theritas mavors	0	NA	NA	NA	NA	NA	NA	99
Theritas triquetra	0	NA	NA	NA	NA	NA	NA	99
Thespieus macareus	0	NA	NA	NA	NA	NA	NA	99
Thestor protumnus	0	NA	NA	NA	NA	NA	NA	99
Thisbe irenea	1	NA	NA	NA	NA	NA	NA	99
Thisbe lycorias	0	NA	NA	NA	NA	NA	NA	99
Thoressa varia	1	NA	NA	NA	NA	NA	NA	99
Thorybes bathyllus	1	NA	NA	NA	NA	NA	NA	99
Thorybes confusis	1	NA	NA	NA	NA	NA	NA	99
Thracides phidon	0	NA	NA	NA	NA	NA	NA	99
Thymelicus lineola	1	NA	NA	NA	NA	NA	NA	99
Thymelicus sylvestris	1	NA	NA	NA	NA	NA	NA	99
Thyridia psidii	1	NA	NA	NA	NA	NA	NA	99
Tigridia acesta	1	NA	NA	NA	NA	NA	NA	99
Timelaea albescens	1	NA	NA	NA	NA	NA	NA	99
Tirumala limniace	2	247.46915	251.846581343434	47.9257548708358	46	-0.0913377651584602	0.46	99
Tisiphone abeona	1	NA	NA	NA	NA	NA	NA	99
Tithorea tarricina	1	NA	NA	NA	NA	NA	NA	99
Tmolus echion	2	179.503234	263.232835888889	71.7255992462382	1	-1.16736008857089	0.01	99
Tomares ballus	1	NA	NA	NA	NA	NA	NA	99
Tongeia filicaudis	1	NA	NA	NA	NA	NA	NA	99
Tongeia fischeri	1	NA	NA	NA	NA	NA	NA	99
Torynesis mintha	1	NA	NA	NA	NA	NA	NA	99
Toxidia parvulus	1	NA	NA	NA	NA	NA	NA	99
Toxidia peron	3	201.495926666667	260.494811188552	44.2172333875144	2	-1.33429615563748	0.02	99
Trapezites petalia	1	NA	NA	NA	NA	NA	NA	99
Trapezites symmomus	1	NA	NA	NA	NA	NA	NA	99
Triclema nigeriae	1	NA	NA	NA	NA	NA	NA	99
Triclema rufoplagata	0	NA	NA	NA	NA	NA	NA	99
Trimenia argyroplaga	0	NA	NA	NA	NA	NA	NA	99
Triskelionia tricerata	0	NA	NA	NA	NA	NA	NA	99
Trogonoptera brookiana	1	NA	NA	NA	NA	NA	NA	99
Troides rhadamantus	1	NA	NA	NA	NA	NA	NA	99
Troides richmondia	0	NA	NA	NA	NA	NA	NA	99
Tsitana tsita	1	NA	NA	NA	NA	NA	NA	99
Turanana endymion	1	NA	NA	NA	NA	NA	NA	99
Tuxentius melaena	2	225.40335	259.587861050505	60.3482207402276	12	-0.566454331730082	0.12	99
Udara albocaeruleus	4	220.7307975	245.936637487374	43.6981197396729	23	-0.576817495524635	0.23	99
Udara dilectus	1	NA	NA	NA	NA	NA	NA	99
Udaspes folus	2	271.51728	284.607721494949	110.90292407172	78	-0.11803513392022	0.78	99
Udranomia kikkawai	0	NA	NA	NA	NA	NA	NA	99
Udranomia orcinus	0	NA	NA	NA	NA	NA	NA	99
Unkana ambasa	2	271.51699	274.722331535354	98.7852468602037	75	-0.0324475732686032	0.75	99
Urbanus dorantes	1	NA	NA	NA	NA	NA	NA	99
Urbanus doryssus	0	NA	NA	NA	NA	NA	NA	99
Urbanus esmeraldus	0	NA	NA	NA	NA	NA	NA	99
Urbanus procne	1	NA	NA	NA	NA	NA	NA	99
Urbanus proteus	2	271.51699	257.604450353535	62.5252078306836	70	0.222510890073959	0.7	99
Vagrans egista	2	247.468916	282.173041626263	111.662168731132	38	-0.310795733421814	0.38	99
Vanessa atalanta	2	146.93759	281.810247030303	111.840552507667	1	-1.20593697014379	0.01	99
Vanessa indica	4	172.34337575	251.87233580303	42.5892441919173	3	-1.86734847170928	0.03	99
Vanessa tameamea	1	NA	NA	NA	NA	NA	NA	99
Vanessula milca	0	NA	NA	NA	NA	NA	NA	99
Vansomerenia rogersi	0	NA	NA	NA	NA	NA	NA	99
Veladyris pardalis	0	NA	NA	NA	NA	NA	NA	99
Venada nevada	1	NA	NA	NA	NA	NA	NA	99
Vertica verticalis	0	NA	NA	NA	NA	NA	NA	99
Vettius lafrenaye	0	NA	NA	NA	NA	NA	NA	99
Vindula arsinoe	1	NA	NA	NA	NA	NA	NA	99
Wagimo signata	1	NA	NA	NA	NA	NA	NA	99
Wallengrenia otho	1	NA	NA	NA	NA	NA	NA	99
Wallengrenia premnas	1	NA	NA	NA	NA	NA	NA	99
Xanthodisca vibius	1	NA	NA	NA	NA	NA	NA	99
Xanthotaenia busiris	0	NA	NA	NA	NA	NA	NA	99
Xeniades orchamus	0	NA	NA	NA	NA	NA	NA	99
Xenophanes tryxus	1	NA	NA	NA	NA	NA	NA	99
Xois sesara	0	NA	NA	NA	NA	NA	NA	99
Yamamotozephyrus kwangtungensis	0	NA	NA	NA	NA	NA	NA	99
Yanguna cosyra	1	NA	NA	NA	NA	NA	NA	99
Yoma sabina	1	NA	NA	NA	NA	NA	NA	99
Ypthima argus	1	NA	NA	NA	NA	NA	NA	99
Ypthimomorpha itonia	0	NA	NA	NA	NA	NA	NA	99
Yramea cytheris	0	NA	NA	NA	NA	NA	NA	99
Zaretis callidryas	0	NA	NA	NA	NA	NA	NA	99
Zaretis isidora	0	NA	NA	NA	NA	NA	NA	99
Zegris eupheme	1	NA	NA	NA	NA	NA	NA	99
Zela zeus	0	NA	NA	NA	NA	NA	NA	99
Zemeros flegyas	1	NA	NA	NA	NA	NA	NA	99
Zenonia zeno	1	NA	NA	NA	NA	NA	NA	99
Zerene cesonia	1	NA	NA	NA	NA	NA	NA	99
Zerynthia cerisyi	1	NA	NA	NA	NA	NA	NA	99
Zerynthia polyxena	1	NA	NA	NA	NA	NA	NA	99
Zesius chrysomallus	2	237.157423	254.240828555556	44.8511694766729	17	-0.380890972406876	0.17	99
Zestusa dorus	1	NA	NA	NA	NA	NA	NA	99
Zethera pimplea	0	NA	NA	NA	NA	NA	NA	99
Ziegleria hesperitis	0	NA	NA	NA	NA	NA	NA	99
Zinaspa youngi	0	NA	NA	NA	NA	NA	NA	99
Zintha hintza	1	NA	NA	NA	NA	NA	NA	99
Zizeeria karsandra	4	204.66201	242.911534911616	37.8211149404941	9	-1.01132726974855	0.09	99
Zizeeria knysna	5	231.6742798	241.663750476768	31.2879856471828	39	-0.319274969932976	0.39	99
Zizina otis	1	NA	NA	NA	NA	NA	NA	99
Zizula hylax	4	162.9496775	242.012852287879	32.972288936548	2	-2.3978673406638	0.02	99
Zographetus ogygia	0	NA	NA	NA	NA	NA	NA	99
Zophopetes cerymica	1	NA	NA	NA	NA	NA	NA	99
Zophopetes dysmephila	1	NA	NA	NA	NA	NA	NA	99
