"ntaxa"	"mntd.obs"	"mntd.rand.mean"	"mntd.rand.sd"	"mntd.obs.rank"	"mntd.obs.z"	"mntd.obs.p"	"runs"
"Chalinga elwesi"	2	83.3911	275.573746555556	88.7844309571022	1	-2.16459850543404	0.01	99
"Chalodeta lypera"	2	237.158219	257.215810737374	75.2490531113056	24	-0.266549423654612	0.24	99
"Chalybs janias"	2	247.46895	274.811533686869	88.6931458611317	31	-0.308282939131276	0.31	99
"Charana mandarinus"	2	94.848	293.343180171717	121.24039365764	1	-1.63720336253798	0.01	99
"Charaxes bernardus"	5	230.1436568	239.964455965657	37.0284655320701	45	-0.265222958190121	0.45	99
"Charaxes brutus"	4	190.56728175	244.735688083333	41.6298033615441	8	-1.30119294253914	0.08	99
"Charaxes contrarius"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Charaxes jasius"	10	223.4564974	223.423786741414	26.2568079849681	53	0.00124579722731599	0.53	99
"Charaxes varanes"	2	159.835279	265.623123606061	92.7548071702539	3	-1.14051064126395	0.03	99
"Charaxes zoolina"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Charis anius"	2	90.5191	280.34093749495	104.12746855498	1	-1.82297562909371	0.01	99
"Chazara briseis"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Cheritra freja"	7	218.392943857143	230.995174353535	27.4711012324953	28	-0.458745005878595	0.28	99
"Chersonesia rahria"	2	84.9278	260.548539151515	58.6451062776412	1	-2.99463587498812	0.01	99
"Chilades lajus"	3	217.634851	244.418933962963	41.9508906984777	15	-0.638462795831291	0.15	99
"Chillanella stelligera"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Chioides albofasciatus"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Chioides catillus"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Chiomara asychis"	3	236.870973333333	256.532254141414	63.2257785594892	33	-0.310969374455097	0.33	99
"Chiomara georgina"	2	102.661	261.701222707071	107.894074463907	4	-1.47404038171043	0.04	99
"Chiomara mithrax"	2	142	272.602493989899	90.670181558162	2	-1.44041284296008	0.02	99
"Chitoria chrysolora"	2	142.37061	276.649533787879	96.9106136164264	1	-1.38559564094142	0.01	99
"Chloreuptychia arnaca"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Chloroselas esmeralda"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Chloroselas pseudozeritis"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Chlorostrymon simaethis"	6	214.917182333333	238.490765311448	33.648226628533	19	-0.700589164426412	0.19	99
"Chlosyne janais"	2	69.4758	254.682101676768	45.778500090804	1	-4.04570489005541	0.01	99
"Choaspes benjaminii"	2	136.383	272.384252727273	99.7672886343323	1	-1.36318481326826	0.01	99
"Chondrolepis niveicornis"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Choranthus haitensis"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Choranthus radians"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Chorinea licursis"	2	140.3265	267.238379858586	70.6722179597856	1	-1.79578175869338	0.01	99
"Chrysoplectrum perniciosus"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Chrysoplectrum pervivax"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Chrysoritis oreas"	2	159.8647	264.092912727273	85.4960109702146	4	-1.21910030122439	0.04	99
"Chrysozephyrus ataxus"	2	80.4628	255.835765373737	60.3672058654657	1	-2.90510324040131	0.01	99
"Chrysozephyrus smaragdina"	2	222.29704	262.548523151515	71.6528047930008	6	-0.561757258041726	0.06	99
"Cigaritis takanonis"	0	NA	NA	NA	NA	NA	NA	99
"Cigaritis zohra"	2	237.157303	261.47366579798	74.3488725373132	13	-0.327057586324208	0.13	99
"Cirrochroa aoris"	2	129.876	273.494291323232	97.8682502112863	1	-1.46746560823533	0.01	99
"Cirrochroa orissa"	2	129.876	273.494291323232	97.8682502112863	1	-1.46746560823533	0.01	99
"Cissia confusa"	6	165.390235	238.609952047138	35.6614926850838	1	-2.05318710839504	0.01	99
"Cissia labe"	2	213.46789	300.413676292929	131.81482602161	5	-0.659605515685125	0.05	99
"Cissia myncea"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Cissia palladia"	2	187.64298	287.826340909091	116.45197113822	1	-0.860297682640169	0.01	99
"Cissia penelope"	2	187.64298	287.826340909091	116.45197113822	1	-0.860297682640169	0.01	99
"Citrinophila erastus"	0	NA	NA	NA	NA	NA	NA	99
"Cobalus calvina"	2	99.1432	282.792666393939	112.934468295496	2	-1.62615956993232	0.02	99
"Codatractus alcaeus"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Codatractus arizonensis"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Codatractus valeriana"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Coeliades forestan"	7	217.494715285714	232.660112715729	35.369536646677	38	-0.428770033984577	0.38	99
"Coeliades ramanatek"	2	237.158592	276.115425333333	107.13589011127	20	-0.363620755779163	0.2	99
"Coelites nothis"	2	99.1432	282.792666393939	112.934468295496	2	-1.62615956993232	0.02	99
"Coenonympha pamphilus"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Coenyra hebe"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Cogia calchas"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Cogia hippalus"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Colias croceus"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Colias hyale"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Colobura dirce"	4	229.0803445	246.010122143939	41.4395852091068	31	-0.408541194573032	0.31	99
"Colotis amata"	3	158.353699333333	248.037867390572	37.2372756554059	1	-2.40845138315642	0.01	99
"Colotis evagore"	2	138.5406	275.303411131313	98.2574503288531	1	-1.39188235267238	0.01	99
"Conga chydaea"	2	54.2995	254.047525010101	47.1765119585393	1	-4.23405666755627	0.01	99
"Consul fabius"	2	101.5972	257.810997	60.1720875851523	1	-2.5961172907444	0.01	99
"Copaeodes aurantiaca"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Corades medeba"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Coreana raphaelis"	2	247.46908	265.772627343434	82.2179133194861	45	-0.222622377587103	0.45	99
"Coreana stygiana"	2	64.188	290.286765141414	116.824273417175	1	-1.93537488852187	0.01	99
"Corticea corticea"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Creon cleobis"	2	94.848	293.343180171717	121.24039365764	1	-1.63720336253798	0.01	99
"Creonpyge creon"	2	120	270.498370070707	80.4437116364873	1	-1.8708531345593	0.01	99
"Cressida cressida"	2	176.8466	260.609469515152	62.2394110621738	3	-1.34581719340944	0.03	99
"Croitana croites"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Croniades pieria"	2	142.4068	259.800435919192	73.6254897589177	2	-1.59447001715833	0.02	99
"Crudaria leroma"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Cunizza hirlanda"	2	94.848	293.343180171717	121.24039365764	1	-1.63720336253798	0.01	99
"Cupha erymanthis"	4	205.504995	245.257968103535	45.3331415076133	14	-0.876907529050446	0.14	99
"Cupido comyntas"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Cupido moorei"	3	142.041103333333	253.465876127946	46.3129872361204	1	-2.40590770417224	0.01	99
"Cupidopsis cissus"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Cupidopsis jobates"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Cupitha purreea"	2	247.469163	269.909962808081	91.3448077339601	46	-0.24567132346963	0.46	99
"Curetis bulis"	2	237.158172	273.889357666667	99.805101641669	18	-0.368029139417572	0.18	99
"Curetis saronis"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Curetis tagalica"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Cyaniris semiargus"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Cybdelis phaesyla"	2	123.7924	279.661954848485	101.244015384342	1	-1.53954339184171	0.01	99
"Cyclargus ammon"	4	216.32473075	249.331725320707	44.0508073689283	18	-0.749293748336355	0.18	99
"Cyclargus thomasi"	2	237.158162	270.230798141414	90.8024905269498	19	-0.364226090600437	0.19	99
"Cycloglypha thrasibulus"	2	271.825172	275.16635289899	107.180368056072	90	-0.0311734411776042	0.9	99
"Cyclyrius webbianus"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Cyllopsis pyracmon"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Cymothoe lurida"	3	182.909086666667	253.579733484849	44.5826215142065	3	-1.58516131214182	0.03	99
"Cynandra opis"	2	88.4818	265.049302262626	94.5533160761569	2	-1.86738561469819	0.02	99
"Cynea cynea"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Cyrestis acilia"	2	84.9278	260.548539151515	58.6451062776412	1	-2.99463587498812	0.01	99
"Cyrestis nivea"	2	84.9278	260.548539151515	58.6451062776412	1	-2.99463587498812	0.01	99
"Dachetola azora"	2	94.848	293.343180171717	121.24039365764	1	-1.63720336253798	0.01	99
"Daedalma dinias"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Daimio tethys"	3	221.011629333333	252.66915883165	43.4141986030883	13	-0.729197601635897	0.13	99
"Danaus chrysippus"	2	61.789	277.138746444444	106.373130724825	1	-2.02447502463314	0.01	99
"Danaus eresimus"	2	126.8333	274.308745151515	99.8437926645568	2	-1.47706173028688	0.02	99
"Danaus erippus"	2	61.789	277.138746444444	106.373130724825	1	-2.02447502463314	0.01	99
"Danaus gilippus"	2	61.789	277.138746444444	106.373130724825	1	-2.02447502463314	0.01	99
"Danaus melanippus"	4	199.8235865	248.701959820707	38.5179253632403	7	-1.26897731016828	0.07	99
"Danaus plexippus"	2	61.789	277.138746444444	106.373130724825	1	-2.02447502463314	0.01	99
"Danis danis"	3	227.458886333333	254.53981086532	46.8375694900007	15	-0.578188083345529	0.15	99
"Dapidodigma demeter"	3	214.000827666667	253.601799080808	51.4039436050645	11	-0.770387807565795	0.11	99
"Darpa pteria"	2	142.4068	259.800435919192	73.6254897589177	2	-1.59447001715833	0.02	99
"Dasyophthalma rusina"	2	213.46789	300.413676292929	131.81482602161	5	-0.659605515685125	0.05	99
"Davidina armandi"	2	89.2401	280.919288272727	112.633642891201	1	-1.70179338386383	0.01	99
"Decinea decinea"	2	99.1432	282.792666393939	112.934468295496	2	-1.62615956993232	0.02	99
"Delias descombesi"	2	94.848	293.343180171717	121.24039365764	1	-1.63720336253798	0.01	99
"Delias henningia"	2	94.848	293.343180171717	121.24039365764	1	-1.63720336253798	0.01	99
"Delias pasithoe"	2	162.945367	277.17180150505	97.2835758998758	2	-1.17415949658977	0.02	99
"Deloneura ochrascens"	0	NA	NA	NA	NA	NA	NA	99
"Dercas verhuelli"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Detritivora gynaea"	2	271.5169	279.354112262626	101.464885012602	68	-0.0772406361240433	0.68	99
"Deudorix antalus"	7	190.565212857143	229.407780494949	30.5711252209419	8	-1.27056388527036	0.08	99
"Deudorix epijarbas"	5	212.4940934	240.774232193939	39.4160885732062	19	-0.717477045988864	0.19	99
"Diaethria anna"	2	142.37061	276.649533787879	96.9106136164264	1	-1.38559564094142	0.01	99
"Diaethria clymena"	2	237.158383	273.411601343434	94.9954569298291	20	-0.38163107494934	0.2	99
"Dianesia carteri"	2	225.40331	273.853744787879	98.7283582571443	8	-0.490744864425746	0.08	99
"Dichorragia nesimachus"	2	136.383	272.384252727273	99.7672886343323	1	-1.36318481326826	0.01	99
"Dilipa morgiana"	2	142.37061	276.649533787879	96.9106136164264	1	-1.38559564094142	0.01	99
"Dingana dingana"	2	271.517039	294.085304181818	128.239555093124	71	-0.175985211157584	0.71	99
"Dione juno"	2	116.5963	254.394204636364	64.645035957992	3	-2.13160844594329	0.03	99
"Dira clytus"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Dircenna jemina"	2	79.32	278.692871606061	106.936160775627	1	-1.86441022531549	0.01	99
"Discolampa ethion"	2	102.7964	259.821325282828	77.3320983613549	3	-2.03052714991759	0.03	99
"Discophora celinde"	2	213.46789	300.413676292929	131.81482602161	5	-0.659605515685125	0.05	99
"Dismorphia theucharila"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Dispar compacta"	3	201.495893333333	257.051885676768	47.2476095824678	5	-1.17584768487525	0.05	99
"Dixeia charina"	2	138.5406	275.303411131313	98.2574503288531	1	-1.39188235267238	0.01	99
"Dixeia doxo"	2	138.5406	275.303411131313	98.2574503288531	1	-1.39188235267238	0.01	99
"Dodona deodata"	2	188	270.075955484849	98.7235071767	6	-0.831371958230223	0.06	99
"Doleschallia bisaltide"	3	172.11774	248.580845848485	38.6924017647619	1	-1.97617884548386	0.01	99
"Doleschallia polibete"	2	69.4758	254.682101676768	45.778500090804	1	-4.04570489005541	0.01	99
"Doxocopa agathina"	2	142.37061	276.649533787879	96.9106136164264	1	-1.38559564094142	0.01	99
"Drephalys kidonoi"	2	92.1087	261.829209474747	72.3519647575708	1	-2.34576227533598	0.01	99
"Drupadia ravindra"	5	230.407245	233.002174440404	37.2753719414299	49	-0.0696151186494242	0.49	99
"Dryadula phaetusa"	2	116.5963	254.394204636364	64.645035957992	3	-2.13160844594329	0.03	99
"Dryas iulia"	2	116.5963	254.394204636364	64.645035957992	3	-2.13160844594329	0.03	99
"Dubiella dubius"	2	99.1432	282.792666393939	112.934468295496	2	-1.62615956993232	0.02	99
"Dulcedo polita"	2	239.54415	287.025513939394	117.785554115704	24	-0.403117040080751	0.24	99
"Durbania amakosa"	0	NA	NA	NA	NA	NA	NA	99
"Durbaniella clarki"	0	NA	NA	NA	NA	NA	NA	99
"Durbaniopsis saga"	0	NA	NA	NA	NA	NA	NA	99
"Dymasia dymas"	2	69.4758	254.682101676768	45.778500090804	1	-4.04570489005541	0.01	99
"Dynamine postverta"	2	123.7924	279.661954848485	101.244015384342	1	-1.53954339184171	0.01	99
"Dynastor darius"	2	63.5784	269.470731434343	92.1350455382258	1	-2.23467986835608	0.01	99
"Dyscophellus porcius"	2	123.7924	279.661954848485	101.244015384342	1	-1.53954339184171	0.01	99
"Eagris sabadius"	3	176.062146	247.130475498317	43.7706212823789	3	-1.62365366120419	0.03	99
"Eantis mithridates"	2	118	271.216897333333	89.428066582061	1	-1.71329766134146	0.01	99
"Eantis thraso"	2	118	271.216897333333	89.428066582061	1	-1.71329766134146	0.01	99
"Ebusus ebusus"	2	99.1432	282.792666393939	112.934468295496	2	-1.62615956993232	0.02	99
"Echinargus isola"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Eetion elia"	2	143.8503	262.787874515152	80.5055259932368	3	-1.47738398138214	0.03	99
"Elbella iphinous"	2	271.825215	267.765720747475	93.4504784436313	92	0.0434400585222678	0.92	99
"Elbella patrobas"	2	76.7222	272.277587767677	108.578161807021	1	-1.80105634975883	0.01	99
"Elbella scylla"	2	237.158208	280.922576636364	104.905082080283	20	-0.417180633850236	0.2	99
"Elina montrolii"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Elodina padusa"	2	138.5406	275.303411131313	98.2574503288531	1	-1.39188235267238	0.01	99
"Elymnias hypermnestra"	2	99.1432	282.792666393939	112.934468295496	2	-1.62615956993232	0.02	99
"Elymnias nesaea"	2	99.1432	282.792666393939	112.934468295496	2	-1.62615956993232	0.02	99
"Elymniopsis bammakoo"	2	99.1432	282.792666393939	112.934468295496	2	-1.62615956993232	0.02	99
"Elzunia pavonii"	2	61.789	277.138746444444	106.373130724825	1	-2.02447502463314	0.01	99
"Emesis ares"	2	80.4628	255.835765373737	60.3672058654657	1	-2.90510324040131	0.01	99
"Emesis brimo"	3	235.149	254.30621986532	47.3607306411069	22	-0.404495868327933	0.22	99
"Emesis cypria"	2	132.124	264.98030989899	81.8232063692201	1	-1.62369962990068	0.01	99
"Emesis emesia"	2	225.40342	281.898293868687	104.202292313674	6	-0.542165365216955	0.06	99
"Emesis lacrines"	7	219.742259857143	226.120183362193	32.4209751051095	39	-0.196722136961431	0.39	99
"Emesis lucinda"	2	112.1598	260.607926222222	73.8711637090708	2	-2.00955445628094	0.02	99
"Emesis mandana"	22	205.880657409091	199.691968988522	18.1348769381304	63	0.341258914614247	0.63	99
"Emesis ocypore"	2	132.124	264.98030989899	81.8232063692201	1	-1.62369962990068	0.01	99
"Emesis tegula"	2	263.36213	246.674721838384	26.8820446469498	65	0.620764096659204	0.65	99
"Emesis tenedia"	2	132.124	264.98030989899	81.8232063692201	1	-1.62369962990068	0.01	99
"Emesis zela"	2	225.40311	261.228694141414	72.8606645181115	11	-0.491699936836408	0.11	99
"Eogenes alcides"	2	99.1432	282.792666393939	112.934468295496	2	-1.62615956993232	0.02	99
"Eooxylides tharis"	2	239.54422	278.11081459596	96.8006022493073	14	-0.398412754671014	0.14	99
"Epargyreus clarus"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Epargyreus spanna"	2	213.48309	287.252875575758	116.853725210393	4	-0.631300246893599	0.04	99
"Ephyriades arcas"	3	240.595209666667	257.379324740741	51.2520877571904	41	-0.327481587747015	0.41	99
"Ephyriades brunnea"	2	231.572235	286.208181444444	117.338644276751	16	-0.465626194858551	0.16	99
"Epiphile orea"	2	121.5324	275.348022080808	97.6630343911144	1	-1.57496255404903	0.01	99
"Episcada salvinia"	2	79.32	278.692871606061	106.936160775627	1	-1.86441022531549	0.01	99
"Epitola urania"	0	NA	NA	NA	NA	NA	NA	99
"Epityches eupompe"	2	79.32	278.692871606061	106.936160775627	1	-1.86441022531549	0.01	99
"Eracon paulinus"	2	76.7222	272.277587767677	108.578161807021	1	-1.80105634975883	0.01	99
"Erebia epiphron"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Erebia ligea"	2	187.64298	287.826340909091	116.45197113822	1	-0.860297682640169	0.01	99
"Eretris porphyria"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Erikssonia acraeina"	2	60.1216	253.071689707071	45.4180751389282	1	-4.24831059257489	0.01	99
"Erionota acroleucus"	2	99.1432	282.792666393939	112.934468295496	2	-1.62615956993232	0.02	99
"Erionota thrax"	5	149.018574	246.345648414141	42.3940417164583	1	-2.2957724829609	0.01	99
"Eroessa chiliensis"	2	90.5191	280.34093749495	104.12746855498	1	-1.82297562909371	0.01	99
"Eronia cleodora"	2	208.517028	272.68399859596	98.5959805905594	6	-0.650807164872436	0.06	99
"Erora quaderna"	4	229.3661075	243.114074106061	32.0614211123206	26	-0.428800911784212	0.26	99
"Erynnis brizo"	2	80.4628	255.835765373737	60.3672058654657	1	-2.90510324040131	0.01	99
"Erynnis horatius"	2	225.40311	261.228694141414	72.8606645181115	11	-0.491699936836408	0.11	99
"Erynnis tages"	2	247.46885	276.918347060606	105.685273572709	40	-0.278652796790515	0.4	99
"Eryphanis automedon"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Erysichton lineata"	3	251.862838	252.592042181818	47.3288476206488	65	-0.0154071822678409	0.65	99
"Eteona tisiphone"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Etesiolaus catori"	2	77.9803	272.769896464646	89.2741539320892	1	-2.18192598736722	0.01	99
"Euapatura mirza"	2	148.3419	278.998665818182	106.893595916727	3	-1.22230676868582	0.03	99
"Euaspa milionia"	2	80.4628	255.835765373737	60.3672058654657	1	-2.90510324040131	0.01	99
"Eucheira socialis"	2	118.202	271.595554525253	89.8658213484251	1	-1.70691762700882	0.01	99
"Euchloe ausonia"	2	67.0275	269.081791636364	90.101803748385	1	-2.24251106227144	0.01	99
"Euchloe ausonides"	2	67.0275	269.081791636364	90.101803748385	1	-2.24251106227144	0.01	99
"Euchrysops cnejus"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Eueides isabella"	2	116.5963	254.394204636364	64.645035957992	3	-2.13160844594329	0.03	99
"Euliphyra hewitsoni"	0	NA	NA	NA	NA	NA	NA	99
"Eumaeus atala"	3	413.796983666667	248.151641905724	45.1999432298445	100	3.66472455327269	1	99
"Eumaeus minyas"	2	149.6376	268.265959757576	103.120926139678	5	-1.15038105453875	0.05	99
"Eumedonia eumedon"	2	136.7833	270.762870010101	89.6510084006903	1	-1.49445692134646	0.01	99
"Eunica monima"	2	208.08895	269.256314565657	81.0326649279325	3	-0.754848240768789	0.03	99
"Euphaedra neophron"	2	121.5324	275.348022080808	97.6630343911144	1	-1.57496255404903	0.01	99
"Euphilotes enoptes"	2	88.9723	268.863606737374	92.7211922014094	1	-1.94013151110712	0.01	99
"Euphydryas editha"	4	89.5704775	244.938564363636	47.1810977815444	1	-3.29301551191145	0.01	99
"Euphyes arpa"	2	99.1432	282.792666393939	112.934468295496	2	-1.62615956993232	0.02	99
"Euphyes dion"	2	89.2401	280.919288272727	112.633642891201	1	-1.70179338386383	0.01	99
"Euploea phaenareta"	2	247.46965	265.448893848485	84.4493020577275	53	-0.212899851276388	0.53	99
"Euploea radamanthus"	2	84.9278	260.548539151515	58.6451062776412	1	-2.99463587498812	0.01	99
"Euptoieta claudia"	11	191.506831636364	216.957371919192	21.471691909099	10	-1.18530670012284	0.1	99
"Euptychoides eugenia"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Eurema mandarina"	2	225.40275	262.997459959596	73.2758032060416	8	-0.513057630414296	0.08	99
"Eurema mexicana"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Euriphellus euribates"	2	54.482	270.273815222222	91.0108218248915	1	-2.37105666002461	0.01	99
"Euriphene amicia"	2	103.4133	266.930266606061	81.0863244363916	1	-2.01657884658876	0.01	99
"Euripus nyctelius"	3	173.09328	258.940543666667	48.1376441993877	2	-1.78337068825147	0.02	99
"Euryades corethrus"	2	176.8466	260.609469515152	62.2394110621738	3	-1.34581719340944	0.03	99
"Eurybia lycisca"	2	54.2995	254.047525010101	47.1765119585393	1	-4.23405666755627	0.01	99
"Eurytela dryope"	4	225.41545225	248.659517315657	42.2443367443601	25	-0.550229139738117	0.25	99
"Eurytides dioxippus"	2	130.5428	266.613204868687	93.4359100776534	2	-1.45629667175715	0.02	99
"Eurytides dolicaon"	2	255.403203	278.33145830303	113.675618298005	61	-0.201698971567702	0.61	99
"Eurytides marcellus"	2	142.4068	259.800435919192	73.6254897589177	2	-1.59447001715833	0.02	99
"Eurytides philolaus"	2	142.4068	259.800435919192	73.6254897589177	2	-1.59447001715833	0.02	99
"Euschemon rafflesia"	2	126.5599	281.744739121212	108.446153319505	1	-1.43098518823443	0.01	99
"Euselasia chrysippe"	2	88.4818	265.049302262626	94.5533160761569	2	-1.86738561469819	0.02	99
"Euthalia evelina"	5	219.1686546	235.520124551515	37.8955594298984	30	-0.431487757339039	0.3	99
"Euthalia lubentina"	2	94.848	293.343180171717	121.24039365764	1	-1.63720336253798	0.01	99
"Euthaliopsis aetion"	2	121.1138	256.899231939394	60.9867589703964	1	-2.22647397946341	0.01	99
"Eutresis hypereia"	2	79.32	278.692871606061	106.936160775627	1	-1.86441022531549	0.01	99
"Euxanthe eurinome"	2	237.158162	270.230798141414	90.8024905269498	19	-0.364226090600437	0.19	99
"Evena crithea"	3	126.498197333333	248.79078879798	41.2466919482406	1	-2.96490665525633	0.01	99
"Evenus regalis"	2	239.748742	259.994754080808	76.1181052066627	28	-0.265981556238685	0.28	99
"Exometoeca nycteris"	2	101.6682	274.496652727273	97.6982922640573	1	-1.769001778047	0.01	99
"Exoplisia cadmeis"	2	76.7222	272.277587767677	108.578161807021	1	-1.80105634975883	0.01	99
"Falga jeconia"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Faunis eumeus"	3	235.68412	252.650164868687	45.5969943741777	22	-0.372086912778948	0.22	99
"Feniseca tarquinius"	0	NA	NA	NA	NA	NA	NA	99
"Flos apidanus"	3	188.852083333333	246.916273239057	34.0436180814146	5	-1.7055822259216	0.05	99
"Forsterinaria pronophila"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Fountainea nessus"	2	93.3981	283.159976737374	107.307235141099	1	-1.76839778313041	0.01	99
"Fresna netopha"	2	237.158162	270.230798141414	90.8024905269498	19	-0.364226090600437	0.19	99
"Fresna nyassae"	2	237.158162	270.230798141414	90.8024905269498	19	-0.364226090600437	0.19	99
"Freyeria trochylus"	3	236.87099	253.035140289562	56.3376186886492	33	-0.286915753022749	0.33	99
"Gamia buchholzi"	2	229.20127	280.029528767677	104.368702671167	5	-0.487006712422406	0.05	99
"Gamia shelleyi"	2	229.20127	280.029528767677	104.368702671167	5	-0.487006712422406	0.05	99
"Gandaca harina"	3	244.989006333333	253.255213151515	52.0123883213177	47	-0.158927653295126	0.47	99
"Gangara thyrsis"	2	196.4188	283.70527389899	120.584544408247	8	-0.723861207315889	0.08	99
"Ganyra josephina"	2	208.517148	279.528532656566	104.287984154331	4	-0.680916265017444	0.04	99
"Ganyra phaloe"	2	28.4379	272.837185050505	108.497767865647	1	-2.25257431427663	0.01	99
"Gegenes pumilio"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Geitoneura klugii"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Gerosis bhagava"	2	271.51669	279.280323424242	105.828333828163	64	-0.0733606317269294	0.64	99
"Gesta gesta"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Gideona lucasi"	2	140.3265	267.238379858586	70.6722179597856	1	-1.79578175869338	0.01	99
"Glabroculus cyane"	2	83.357	254.646806636364	62.6666825866535	1	-2.7333472838539	0.01	99
"Glaucopsyche lygdamus"	2	192	271.815056828283	90.009529642657	4	-0.886740072358485	0.04	99
"Glennia pylotis"	3	128.470152666667	250.548542148148	41.2983882714279	1	-2.9560085657372	0.01	99
"Glutophrissa drusilla"	6	150.15514	238.313837526936	35.8933028930626	1	-2.45613221468051	0.01	99
"Gnophodes betsimena"	2	95.4795	287.043633616162	116.81096047351	1	-1.63994999133326	0.01	99
"Godyris duillia"	2	79.32	278.692871606061	106.936160775627	1	-1.86441022531549	0.01	99
"Gomalia elma"	2	76.7222	272.277587767677	108.578161807021	1	-1.80105634975883	0.01	99
"Gonepteryx rhamni"	2	197.92288	261.69334810101	72.621594055679	6	-0.878119916400034	0.06	99
"Gonerilia seraphim"	2	136.5508	268.701681555556	94.3575813976603	2	-1.40053273513465	0.02	99
"Grais stigmaticus"	2	118	271.216897333333	89.428066582061	1	-1.71329766134146	0.01	99
"Graphium agamemnon"	2	216.76	273.854009545455	98.7638345432185	7	-0.578086197336441	0.07	99
"Graphium evemon"	4	240.18708125	247.407688487374	42.891122176474	51	-0.168347361201342	0.51	99
"Graphium sarpedon"	4	216.2844315	245.856052512626	45.4442712308225	18	-0.650722747041642	0.18	99
