ntaxa	mntd.obs	mntd.rand.mean	mntd.rand.sd	mntd.obs.rank	mntd.obs.z	mntd.obs.p	runs
Cissia palladia	1	NA	NA	NA	NA	NA	NA	99
Cissia penelope	2	187.64298	265.406275919192	83.3312280470966	4	-0.933183126441413	0.04	99
Citrinophila erastus	0	NA	NA	NA	NA	NA	NA	99
Cobalus calvina	1	NA	NA	NA	NA	NA	NA	99
Codatractus alcaeus	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Codatractus arizonensis	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Codatractus valeriana	1	NA	NA	NA	NA	NA	NA	99
Coeliades forestan	6	223.5129775	239.642260360269	31.3997179866023	28	-0.513676042159087	0.28	99
Coeliades ramanatek	1	NA	NA	NA	NA	NA	NA	99
Coelites nothis	2	99.1432	274.820330030303	99.5868342410952	2	-1.7640597913274	0.02	99
Coenonympha pamphilus	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Coenyra hebe	1	NA	NA	NA	NA	NA	NA	99
Cogia calchas	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Cogia hippalus	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Colias croceus	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Colias hyale	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Colobura dirce	4	229.0803445	245.310957343434	38.945975921015	22	-0.416746851493748	0.22	99
Colotis amata	2	208.517028	259.630026424242	72.9649803822483	7	-0.700514111789959	0.07	99
Colotis evagore	2	138.5406	260.99399310101	87.4957487842871	4	-1.3995353466019	0.04	99
Conga chydaea	1	NA	NA	NA	NA	NA	NA	99
Consul fabius	2	101.5972	261.229636878788	61.1285811671768	1	-2.61142061259722	0.01	99
Copaeodes aurantiaca	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Corades medeba	1	NA	NA	NA	NA	NA	NA	99
Coreana raphaelis	1	NA	NA	NA	NA	NA	NA	99
Coreana stygiana	2	64.188	289.878749757576	131.979746969317	1	-1.71004078231825	0.01	99
Corticea corticea	1	NA	NA	NA	NA	NA	NA	99
Creon cleobis	2	94.848	281.375106515152	105.471554602688	1	-1.7685062784729	0.01	99
Creonpyge creon	2	120	265.732061393939	83.2813482152569	2	-1.74987634706953	0.02	99
Cressida cressida	2	176.8466	264.64442220202	83.901335399023	2	-1.04644129660709	0.02	99
Croitana croites	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Croniades pieria	2	142.4068	286.930192989899	118.764689753302	3	-1.21688856587006	0.03	99
Crudaria leroma	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Cunizza hirlanda	2	94.848	281.375106515152	105.471554602688	1	-1.7685062784729	0.01	99
Cupha erymanthis	4	205.504995	245.57629955303	45.8955425271968	15	-0.873097959987831	0.15	99
Cupido comyntas	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Cupido moorei	2	142.04121	274.410532242424	99.2905525288634	2	-1.3331512301127	0.02	99
Cupidopsis cissus	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Cupidopsis jobates	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Cupitha purreea	2	247.469163	298.656246080808	125.910355523659	34	-0.406535926833992	0.34	99
Curetis bulis	1	NA	NA	NA	NA	NA	NA	99
Curetis saronis	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Curetis tagalica	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Cyaniris semiargus	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Cybdelis phaesyla	1	NA	NA	NA	NA	NA	NA	99
Cyclargus ammon	2	237.158162	284.093235535354	110.390606941919	14	-0.425172710211188	0.14	99
Cyclargus thomasi	0	NA	NA	NA	NA	NA	NA	99
Cycloglypha thrasibulus	1	NA	NA	NA	NA	NA	NA	99
Cyclyrius webbianus	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Cyllopsis pyracmon	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Cymothoe lurida	1	NA	NA	NA	NA	NA	NA	99
Cynandra opis	2	88.4818	260.863235838384	84.6865851052357	1	-2.03552233950837	0.01	99
Cynea cynea	1	NA	NA	NA	NA	NA	NA	99
Cyrestis acilia	2	84.9278	265.266128636364	92.8806809938944	1	-1.94161290277596	0.01	99
Cyrestis nivea	2	84.9278	265.266128636364	92.8806809938944	1	-1.94161290277596	0.01	99
Dachetola azora	1	NA	NA	NA	NA	NA	NA	99
Daedalma dinias	1	NA	NA	NA	NA	NA	NA	99
Daimio tethys	3	221.011629333333	253.66370576431	40.7121326740499	9	-0.802023236964665	0.09	99
Danaus chrysippus	2	61.789	269.312449868687	101.355223920357	1	-2.04748647224889	0.01	99
Danaus eresimus	2	126.8333	283.857367353535	122.414101778459	1	-1.28272858332704	0.01	99
Danaus erippus	2	61.789	269.312449868687	101.355223920357	1	-2.04748647224889	0.01	99
Danaus gilippus	2	61.789	269.312449868687	101.355223920357	1	-2.04748647224889	0.01	99
Danaus melanippus	4	199.8235865	242.885836780303	36.2575219576298	7	-1.18767769983357	0.07	99
Danaus plexippus	2	61.789	269.312449868687	101.355223920357	1	-2.04748647224889	0.01	99
Danis danis	2	231.571159	271.831252818182	96.2643090014868	12	-0.41822451369344	0.12	99
Dapidodigma demeter	2	231.571896	283.487626676768	112.382340723568	7	-0.461956303299174	0.07	99
Darpa pteria	2	142.4068	286.930192989899	118.764689753302	3	-1.21688856587006	0.03	99
Dasyophthalma rusina	2	213.46789	268.508649272727	91.6765232857417	5	-0.600380089689632	0.05	99
Davidina armandi	1	NA	NA	NA	NA	NA	NA	99
Decinea decinea	1	NA	NA	NA	NA	NA	NA	99
Delias descombesi	2	94.848	281.375106515152	105.471554602688	1	-1.7685062784729	0.01	99
Delias henningia	2	94.848	281.375106515152	105.471554602688	1	-1.7685062784729	0.01	99
Delias pasithoe	2	162.945367	271.473242080808	97.059960981424	3	-1.11815288182095	0.03	99
Deloneura ochrascens	0	NA	NA	NA	NA	NA	NA	99
Dercas verhuelli	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Detritivora gynaea	0	NA	NA	NA	NA	NA	NA	99
Deudorix antalus	7	190.565212857143	234.054864522367	29.5881484302799	5	-1.46983349660087	0.05	99
Deudorix epijarbas	5	212.4940934	240.859270026263	36.6578440316094	17	-0.773781911500411	0.17	99
Diaethria anna	1	NA	NA	NA	NA	NA	NA	99
Diaethria clymena	2	237.158383	289.440583717172	115.79320756787	16	-0.451513537065871	0.16	99
Dianesia carteri	0	NA	NA	NA	NA	NA	NA	99
Dichorragia nesimachus	2	136.383	276.150701121212	97.0496194045029	1	-1.44016743165844	0.01	99
Dilipa morgiana	1	NA	NA	NA	NA	NA	NA	99
Dingana dingana	1	NA	NA	NA	NA	NA	NA	99
Dione juno	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Dira clytus	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Dircenna jemina	1	NA	NA	NA	NA	NA	NA	99
Discolampa ethion	2	102.7964	271.270817050505	100.120750884028	1	-1.68271228055063	0.01	99
Discophora celinde	1	NA	NA	NA	NA	NA	NA	99
Dismorphia theucharila	1	NA	NA	NA	NA	NA	NA	99
Dispar compacta	3	201.495893333333	247.86759713468	39.6657702075537	8	-1.16906097016909	0.08	99
Dixeia charina	2	138.5406	260.99399310101	87.4957487842871	4	-1.3995353466019	0.04	99
Dixeia doxo	2	138.5406	260.99399310101	87.4957487842871	4	-1.3995353466019	0.04	99
Dodona deodata	2	188	263.555562969697	84.2875770599243	6	-0.896402122414561	0.06	99
Doleschallia bisaltide	3	172.11774	250.999245892256	49.4633325461702	5	-1.59474709510578	0.05	99
Doleschallia polibete	2	69.4758	285.476807656566	118.612008623733	1	-1.82107199905682	0.01	99
Doxocopa agathina	2	142.37061	272.250230737374	99.498092996528	2	-1.30534783960036	0.02	99
Drephalys kidonoi	1	NA	NA	NA	NA	NA	NA	99
Drupadia ravindra	3	234.224213666667	255.417963124579	45.106098241941	19	-0.469864392708786	0.19	99
Dryadula phaetusa	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Dryas iulia	1	NA	NA	NA	NA	NA	NA	99
Dubiella dubius	1	NA	NA	NA	NA	NA	NA	99
Dulcedo polita	1	NA	NA	NA	NA	NA	NA	99
Durbania amakosa	0	NA	NA	NA	NA	NA	NA	99
Durbaniella clarki	0	NA	NA	NA	NA	NA	NA	99
Durbaniopsis saga	0	NA	NA	NA	NA	NA	NA	99
Dymasia dymas	2	69.4758	285.476807656566	118.612008623733	1	-1.82107199905682	0.01	99
Dynamine postverta	2	123.7924	282.954537393939	112.357289487545	2	-1.41657152926943	0.02	99
Dynastor darius	2	63.5784	257.235323515152	78.1404257559146	1	-2.47831927765627	0.01	99
Dyscophellus porcius	1	NA	NA	NA	NA	NA	NA	99
Eagris sabadius	3	176.062146	256.513918272727	53.3744757163458	5	-1.50730796308486	0.05	99
Eantis mithridates	2	118	295.763287393939	130.916139109614	1	-1.35784089420099	0.01	99
Eantis thraso	1	NA	NA	NA	NA	NA	NA	99
Ebusus ebusus	2	99.1432	274.820330030303	99.5868342410952	2	-1.7640597913274	0.02	99
Echinargus isola	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Eetion elia	1	NA	NA	NA	NA	NA	NA	99
Elbella iphinous	0	NA	NA	NA	NA	NA	NA	99
Elbella patrobas	2	76.7222	271.933331090909	101.975935652234	2.5	-1.91428624647909	0.025	99
Elbella scylla	2	237.158208	264.015860686869	84.5638516316463	21	-0.317602050623931	0.21	99
Elina montrolii	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Elodina padusa	2	138.5406	260.99399310101	87.4957487842871	4	-1.3995353466019	0.04	99
Elymnias hypermnestra	2	99.1432	274.820330030303	99.5868342410952	2	-1.7640597913274	0.02	99
Elymnias nesaea	2	99.1432	274.820330030303	99.5868342410952	2	-1.7640597913274	0.02	99
Elymniopsis bammakoo	1	NA	NA	NA	NA	NA	NA	99
Elzunia pavonii	1	NA	NA	NA	NA	NA	NA	99
Emesis ares	2	80.4628	285.905207141414	110.186167966966	1	-1.86450269513871	0.01	99
Emesis brimo	1	NA	NA	NA	NA	NA	NA	99
Emesis cypria	2	132.124	259.512615848485	60.2574747726011	1	-2.11407159575177	0.01	99
Emesis emesia	1	NA	NA	NA	NA	NA	NA	99
Emesis lacrines	4	200.21399975	242.553384239899	39.5583058206081	9	-1.07030328047674	0.09	99
Emesis lucinda	2	112.1598	279.081859161616	114.167125224835	3	-1.46208515658854	0.03	99
Emesis mandana	9	203.174466555556	227.4987593367	31.0185020707531	17	-0.784186571152312	0.17	99
Emesis ocypore	2	132.124	259.512615848485	60.2574747726011	1	-2.11407159575177	0.01	99
Emesis tegula	1	NA	NA	NA	NA	NA	NA	99
Emesis tenedia	2	132.124	259.512615848485	60.2574747726011	1	-2.11407159575177	0.01	99
Emesis zela	0	NA	NA	NA	NA	NA	NA	99
Eogenes alcides	1	NA	NA	NA	NA	NA	NA	99
Eooxylides tharis	1	NA	NA	NA	NA	NA	NA	99
Epargyreus clarus	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Epargyreus spanna	0	NA	NA	NA	NA	NA	NA	99
Ephyriades arcas	3	240.595209666667	256.901366454545	49.4794567315873	40	-0.329554078904612	0.4	99
Ephyriades brunnea	2	231.572235	278.996890181818	104.774522415494	10	-0.452635374406678	0.1	99
Epiphile orea	2	121.5324	266.439429666667	81.6604107673307	1	-1.774507724184	0.01	99
Episcada salvinia	2	79.32	269.969954939394	91.3502605590259	1	-2.08702146849604	0.01	99
Epitola urania	0	NA	NA	NA	NA	NA	NA	99
Epityches eupompe	2	79.32	269.969954939394	91.3502605590259	1	-2.08702146849604	0.01	99
Eracon paulinus	1	NA	NA	NA	NA	NA	NA	99
Erebia epiphron	1	NA	NA	NA	NA	NA	NA	99
Erebia ligea	2	187.64298	265.406275919192	83.3312280470966	4	-0.933183126441413	0.04	99
Eretris porphyria	1	NA	NA	NA	NA	NA	NA	99
Erikssonia acraeina	2	60.1216	292.99421969697	129.1262282042	1	-1.8034494071081	0.01	99
Erionota acroleucus	2	99.1432	274.820330030303	99.5868342410952	2	-1.7640597913274	0.02	99
Erionota thrax	5	149.018574	238.277586842424	35.0666431851543	1	-2.54541081594639	0.01	99
Eroessa chiliensis	1	NA	NA	NA	NA	NA	NA	99
Eronia cleodora	2	208.517028	259.630026424242	72.9649803822483	7	-0.700514111789959	0.07	99
Erora quaderna	2	222.29648	270.320066090909	80.2421313881581	3	-0.598483430837635	0.03	99
Erynnis brizo	2	80.4628	285.905207141414	110.186167966966	1	-1.86450269513871	0.01	99
Erynnis horatius	2	225.40311	268.222764151515	82.6775680853218	9	-0.517911389306057	0.09	99
Erynnis tages	2	247.46885	270.198877989899	102.578074566254	43	-0.221587586684696	0.43	99
Eryphanis automedon	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Erysichton lineata	3	251.862838	266.57318862963	61.5903931036087	59	-0.23884164215162	0.59	99
Eteona tisiphone	1	NA	NA	NA	NA	NA	NA	99
Etesiolaus catori	2	77.9803	280.581711484848	112.937534778165	1	-1.79392450776267	0.01	99
Euapatura mirza	1	NA	NA	NA	NA	NA	NA	99
Euaspa milionia	2	80.4628	285.905207141414	110.186167966966	1	-1.86450269513871	0.01	99
Eucheira socialis	1	NA	NA	NA	NA	NA	NA	99
Euchloe ausonia	2	67.0275	293.391918767677	130.168098121181	2	-1.73901610329238	0.02	99
Euchloe ausonides	2	67.0275	293.391918767677	130.168098121181	2	-1.73901610329238	0.02	99
Euchrysops cnejus	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Eueides isabella	1	NA	NA	NA	NA	NA	NA	99
Euliphyra hewitsoni	0	NA	NA	NA	NA	NA	NA	99
Eumaeus atala	2	295.6456	271.619652777778	101.846516712115	94	0.235903475129496	0.94	99
Eumaeus minyas	2	149.6376	277.65035089899	96.3430956400593	1	-1.32871743479418	0.01	99
Eumedonia eumedon	2	136.7833	272.347911333333	111.919607134184	5	-1.21126775553099	0.05	99
Eunica monima	2	208.08895	290.85325869697	130.656590284255	8	-0.633449170201889	0.08	99
Euphaedra neophron	2	121.5324	266.439429666667	81.6604107673307	1	-1.774507724184	0.01	99
Euphilotes enoptes	2	88.9723	275.813036767677	97.0752581782061	1	-1.92469986971019	0.01	99
Euphydryas editha	3	86.8450833333333	248.710825016835	40.0986500370207	1	-4.03668805643234	0.01	99
Euphyes arpa	2	99.1432	274.820330030303	99.5868342410952	2	-1.7640597913274	0.02	99
Euphyes dion	2	89.2401	270.919037979798	80.8410355341195	1	-2.24736035083468	0.01	99
Euploea phaenareta	2	247.46965	273.147302777778	107.154115289513	66	-0.239632912916139	0.66	99
Euploea radamanthus	1	NA	NA	NA	NA	NA	NA	99
Euptoieta claudia	10	191.6752009	227.031931206061	28.1274119134934	11	-1.25702039045758	0.11	99
Euptychoides eugenia	1	NA	NA	NA	NA	NA	NA	99
Eurema mandarina	2	225.40275	277.183923636364	97.3828823619865	10	-0.531727675135815	0.1	99
Eurema mexicana	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Euriphellus euribates	2	54.482	270.199737010101	91.7478462279622	1	-2.35120219033933	0.01	99
Euriphene amicia	1	NA	NA	NA	NA	NA	NA	99
Euripus nyctelius	1	NA	NA	NA	NA	NA	NA	99
Euryades corethrus	2	176.8466	264.64442220202	83.901335399023	2	-1.04644129660709	0.02	99
Eurybia lycisca	2	54.2995	284.432405727273	118.697751779196	1	-1.93881436065757	0.01	99
Eurytela dryope	4	225.41545225	252.07841179798	47.1680663866091	24	-0.565275653435507	0.24	99
Eurytides dioxippus	1	NA	NA	NA	NA	NA	NA	99
Eurytides dolicaon	1	NA	NA	NA	NA	NA	NA	99
Eurytides marcellus	2	142.4068	286.930192989899	118.764689753302	3	-1.21688856587006	0.03	99
Eurytides philolaus	2	142.4068	286.930192989899	118.764689753302	3	-1.21688856587006	0.03	99
Euschemon rafflesia	2	126.5599	260.134049151515	77.2622756221538	3	-1.72884047325698	0.03	99
Euselasia chrysippe	2	88.4818	260.863235838384	84.6865851052357	1	-2.03552233950837	0.01	99
Euthalia evelina	4	236.9422845	238.28854754798	33.790344098696	47	-0.0398416495566774	0.47	99
Euthalia lubentina	2	94.848	281.375106515152	105.471554602688	1	-1.7685062784729	0.01	99
Euthaliopsis aetion	2	121.1138	263.903432454545	73.5639513369224	1	-1.94102722678082	0.01	99
Eutresis hypereia	1	NA	NA	NA	NA	NA	NA	99
Euxanthe eurinome	2	237.158162	284.093235535354	110.390606941919	14	-0.425172710211188	0.14	99
Evena crithea	1	NA	NA	NA	NA	NA	NA	99
Evenus regalis	1	NA	NA	NA	NA	NA	NA	99
Exometoeca nycteris	1	NA	NA	NA	NA	NA	NA	99
Exoplisia cadmeis	2	76.7222	271.933331090909	101.975935652234	2.5	-1.91428624647909	0.025	99
Falga jeconia	1	NA	NA	NA	NA	NA	NA	99
Faunis eumeus	3	235.68412	254.975023252525	39.342277292982	20	-0.490335196126698	0.2	99
Feniseca tarquinius	0	NA	NA	NA	NA	NA	NA	99
Flos apidanus	3	188.852083333333	244.777182309764	35.8585853817845	5	-1.55960137247466	0.05	99
Forsterinaria pronophila	0	NA	NA	NA	NA	NA	NA	99
Fountainea nessus	1	NA	NA	NA	NA	NA	NA	99
Fresna netopha	1	NA	NA	NA	NA	NA	NA	99
Fresna nyassae	1	NA	NA	NA	NA	NA	NA	99
Freyeria trochylus	3	236.87099	255.701297582492	51.9221879190209	30	-0.362663985035835	0.3	99
Gamia buchholzi	2	229.20127	273.656705707071	98.3110110434562	10	-0.452191827092696	0.1	99
Gamia shelleyi	2	229.20127	273.656705707071	98.3110110434562	10	-0.452191827092696	0.1	99
Gandaca harina	3	244.989006333333	262.62677889899	66.467087594067	44	-0.265360996007158	0.44	99
Gangara thyrsis	2	196.4188	290.449293393939	123.158546804925	3	-0.763491416822884	0.03	99
Ganyra josephina	2	208.517148	255.29654730303	43.0079118153963	3	-1.08769287622758	0.03	99
Ganyra phaloe	1	NA	NA	NA	NA	NA	NA	99
Gegenes pumilio	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Geitoneura klugii	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Gerosis bhagava	0	NA	NA	NA	NA	NA	NA	99
Gesta gesta	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Gideona lucasi	1	NA	NA	NA	NA	NA	NA	99
Glabroculus cyane	2	83.357	267.603865323232	93.3942596814014	1.5	-1.97278575740907	0.015	99
Glaucopsyche lygdamus	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Glennia pylotis	0	NA	NA	NA	NA	NA	NA	99
Glutophrissa drusilla	4	170.894345	240.074602618687	39.7539254695666	6	-1.74021198665393	0.06	99
Gnophodes betsimena	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Godyris duillia	1	NA	NA	NA	NA	NA	NA	99
Gomalia elma	2	76.7222	271.933331090909	101.975935652234	2.5	-1.91428624647909	0.025	99
Gonepteryx rhamni	2	197.92288	288.205143989899	117.428513374009	4	-0.768827445701803	0.04	99
Gonerilia seraphim	2	136.5508	260.824889454545	74.0857622523139	2	-1.67743552440353	0.02	99
Grais stigmaticus	1	NA	NA	NA	NA	NA	NA	99
Graphium agamemnon	2	216.76	299.213710848485	133.684380565925	7	-0.616778942307504	0.07	99
Graphium evemon	2	271.825122	297.906375515152	133.762066493748	80	-0.194982435594852	0.8	99
Graphium sarpedon	4	216.2844315	247.692809532828	44.4757920797302	20	-0.706190414248803	0.2	99
Greta morgane	2	79.32	269.969954939394	91.3502605590259	1	-2.08702146849604	0.01	99
Gretna cylinda	2	54.2995	284.432405727273	118.697751779196	1	-1.93881436065757	0.01	99
Gunayan rubricollis	1	NA	NA	NA	NA	NA	NA	99
Gyrocheilus patrobas	1	NA	NA	NA	NA	NA	NA	99
Habrodais grunus	2	80.4628	285.905207141414	110.186167966966	1	-1.86450269513871	0.01	99
Hades noctula	1	NA	NA	NA	NA	NA	NA	99
Haematera pyrame	2	121.5324	266.439429666667	81.6604107673307	1	-1.774507724184	0.01	99
Haetera piera	1	NA	NA	NA	NA	NA	NA	99
Halotus rica	1	NA	NA	NA	NA	NA	NA	99
Halpe porus	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Hamadryas amphinome	2	247.468919	269.642508292929	90.6731823525964	37	-0.24454407265319	0.37	99
Hamanumida daedalus	3	255.587849333333	259.904701858586	51.73387397626	72	-0.0834434422450849	0.72	99
Hamearis lucina	2	188	263.555562969697	84.2875770599243	6	-0.896402122414561	0.06	99
Harma theobene	3	182.909086666667	248.90445269697	48.7428662010302	8	-1.35394922732115	0.08	99
Hasora badra	2	192	271.079970969697	90.5561735831429	5	-0.873269793109034	0.05	99
Hasora chromus	4	219.830344	249.41954934596	46.1610088661196	21	-0.64099997103133	0.21	99
Hayashikeia courvoisieri	1	NA	NA	NA	NA	NA	NA	99
Hebomoia glaucippe	3	128.470152666667	254.270667720539	62.4387928325674	1	-2.01478134580872	0.01	99
Helias phalaenoides	1	NA	NA	NA	NA	NA	NA	99
Heliconius atthis	1	NA	NA	NA	NA	NA	NA	99
Heliconius besckei	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius charithonia	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius cydno	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius eleuchia	1	NA	NA	NA	NA	NA	NA	99
Heliconius elevatus	1	NA	NA	NA	NA	NA	NA	99
Heliconius erato	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius ethilla	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius hecale	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius hermathena	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius heurippa	1	NA	NA	NA	NA	NA	NA	99
Heliconius hewitsoni	0	NA	NA	NA	NA	NA	NA	99
Heliconius himera	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius hortense	1	NA	NA	NA	NA	NA	NA	99
Heliconius ismenius	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius melpomene	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius numata	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius pardalinus	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius ricini	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius sapho	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius sara	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius timareta	1	NA	NA	NA	NA	NA	NA	99
Heliconius wallacei	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Heliconius xanthocles	2	116.5963	273.200632525253	100.234797064402	2	-1.56237491481758	0.02	99
Helicopis cupido	1	NA	NA	NA	NA	NA	NA	99
Heliopetes ericetorum	2	76.7222	271.933331090909	101.975935652234	2.5	-1.91428624647909	0.025	99
Heliophorus epicles	2	88.9723	275.813036767677	97.0752581782061	1	-1.92469986971019	0.01	99
Heliopyrgus domicella	1	NA	NA	NA	NA	NA	NA	99
Hemiolaus caeculus	2	195.5798	258.427755676768	60.5794723707059	5	-1.03744640250711	0.05	99
Heraclides aristodemus	2	118	295.763287393939	130.916139109614	1	-1.35784089420099	0.01	99
Heraclides cresphontes	2	118	295.763287393939	130.916139109614	1	-1.35784089420099	0.01	99
Heraclides thoas	2	271.397115	278.181647292929	123.782735284297	62	-0.054810004620975	0.62	99
Herimosa albovenata	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Hermeuptychia hermes	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Hermeuptychia sosybius	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Herona marathus	2	142.37061	272.250230737374	99.498092996528	2	-1.30534783960036	0.02	99
Hesperia comma	3	215.600983333333	247.853727747475	43.5085154780114	15	-0.741297285365701	0.15	99
Hesperia meskei	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Hesperilla ornata	2	89.2401	270.919037979798	80.8410355341195	1	-2.24736035083468	0.01	99
Hesperocharis marchalii	1	NA	NA	NA	NA	NA	NA	99
Hesperopsis alpheus	2	87.3223	281.151570484848	103.569419071149	1	-1.87149133617998	0.01	99
Hestina assimilis	2	142.37061	272.250230737374	99.498092996528	2	-1.30534783960036	0.02	99
Hestinalis nama	2	93.3981	276.822328515152	105.990009648165	1	-1.73058035492242	0.01	99
Hestina persimilis	1	NA	NA	NA	NA	NA	NA	99
Heteronympha merope	2	187.64298	265.406275919192	83.3312280470966	4	-0.933183126441413	0.04	99
Heteropterus morpheus	2	187.64298	265.406275919192	83.3312280470966	4	-0.933183126441413	0.04	99
Heterosais nephele	1	NA	NA	NA	NA	NA	NA	99
Hewitsonia intermedia	0	NA	NA	NA	NA	NA	NA	99
Hewitsoniella migonitis	1	NA	NA	NA	NA	NA	NA	99
Hidari irava	2	213.46789	268.508649272727	91.6765232857417	5	-0.600380089689632	0.05	99
Hipparchia senthes	1	NA	NA	NA	NA	NA	NA	99
Historis odius	2	93.3981	276.822328515152	105.990009648165	1	-1.73058035492242	0.01	99
Horaga onyx	4	243.031798	246.650169959596	40.9264944665407	60	-0.0884114803078031	0.6	99
Howarthia caelestis	2	118.202	261.381934010101	74.2978619369125	2	-1.92710705634675	0.02	99
Hyarotis adrastus	2	99.1432	274.820330030303	99.5868342410952	2	-1.7640597913274	0.02	99
Hylephila phyleus	2	95.4795	264.633652515152	83.0803028583689	1	-2.03603196781212	0.01	99
Hypanartia lethe	2	146.93824	275.194249363636	99.0819736551196	3	-1.29444342530019	0.03	99
Hypaurotis crysalus	2	80.4628	285.905207141414	110.186167966966	1	-1.86450269513871	0.01	99
Hypermnestra helios	2	120.0232	285.133651717172	118.605231841245	2	-1.39210091455472	0.02	99
Hyphilaria thasus	1	NA	NA	NA	NA	NA	NA	99
Hypna clytemnestra	2	123.7924	282.954537393939	112.357289487545	2	-1.41657152926943	0.02	99
Hypochrysops polycletus	2	102.661	267.565813969697	92.1024450082104	1	-1.7904499055915	0.01	99
Hypoleria lavinia	2	79.32	269.969954939394	91.3502605590259	1	-2.08702146849604	0.01	99
Hypoleucis tripunctata	2	51.8437	254.94350220202	46.7531995776232	1	-4.344083485983	0.01	99
Hypolimnas anthedon	2	247.46923	269.16202730303	80.7196728976273	38	-0.268742383663301	0.38	99
Hypolimnas bolina	10	173.3116693	227.338306137374	27.3669599951056	1	-1.97415558202431	0.01	99
Hypolimnas misippus	7	140.803166142857	233.971869601732	32.0291474335523	1	-2.90887241541981	0.01	99
Hypolycaena phorbas	11	204.836297727273	221.169481433425	26.0448337533954	30	-0.627117986653425	0.3	99
