ntaxa	mpd.obs	mpd.rand.mean	mpd.rand.sd	mpd.obs.rank	mpd.obs.z	mpd.obs.p	runs
Cissia palladia	1	NA	NA	NA	NA	NA	NA	99
Cissia penelope	2	187.64298	270.79732769697	92.0498476993296	4	-0.90336214317903	0.04	99
Citrinophila erastus	0	NA	NA	NA	NA	NA	NA	99
Cobalus calvina	1	NA	NA	NA	NA	NA	NA	99
Codatractus alcaeus	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Codatractus arizonensis	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Codatractus valeriana	1	NA	NA	NA	NA	NA	NA	99
Coeliades forestan	6	236.963920933333	270.484401664646	50.582123826621	9	-0.662694212805504	0.09	99
Coeliades ramanatek	1	NA	NA	NA	NA	NA	NA	99
Coelites nothis	2	99.1432	266.184749878788	96.4424403565725	3	-1.73203362815367	0.03	99
Coenonympha pamphilus	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Coenyra hebe	1	NA	NA	NA	NA	NA	NA	99
Cogia calchas	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Cogia hippalus	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Colias croceus	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Colias hyale	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Colobura dirce	4	234.4656265	274.914947961279	71.3463831421153	11	-0.566942845311559	0.11	99
Colotis amata	2	208.517028	276.318498232323	106.043747706894	8	-0.639372633450555	0.08	99
Colotis evagore	2	138.5406	267.242565656566	82.9969421100654	3	-1.55068322259257	0.03	99
Conga chydaea	1	NA	NA	NA	NA	NA	NA	99
Consul fabius	2	101.5972	262.081985151515	58.7138574605337	1	-2.73333744524263	0.01	99
Copaeodes aurantiaca	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Corades medeba	1	NA	NA	NA	NA	NA	NA	99
Coreana raphaelis	1	NA	NA	NA	NA	NA	NA	99
Coreana stygiana	2	64.188	267.41242159596	94.4946145165471	1	-2.15064554351267	0.01	99
Corticea corticea	1	NA	NA	NA	NA	NA	NA	99
Creon cleobis	2	94.848	260.607247878788	74.3225864826048	1	-2.23026748292168	0.01	99
Creonpyge creon	2	120	275.770835505051	107.444202826236	2	-1.44978352863738	0.02	99
Cressida cressida	2	176.8466	268.871724939394	90.9725454014868	2	-1.01157029885513	0.02	99
Croitana croites	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Croniades pieria	2	142.4068	280.981743242424	103.782051369827	1	-1.33524960639497	0.01	99
Crudaria leroma	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Cunizza hirlanda	2	94.848	260.607247878788	74.3225864826048	1	-2.23026748292168	0.01	99
Cupha erymanthis	4	218.621495	262.963004373737	50.6406138502523	5	-0.875611608991513	0.05	99
Cupido comyntas	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Cupido moorei	2	142.04121	273.617581535354	110.006256472143	4	-1.19608080262847	0.04	99
Cupidopsis cissus	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Cupidopsis jobates	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Cupitha purreea	2	247.469163	267.520014232323	81.3746602187903	44	-0.246401658432895	0.44	99
Curetis bulis	1	NA	NA	NA	NA	NA	NA	99
Curetis saronis	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Curetis tagalica	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Cyaniris semiargus	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Cybdelis phaesyla	1	NA	NA	NA	NA	NA	NA	99
Cyclargus ammon	2	237.158162	277.552869191919	96.6753555453195	21	-0.417838723882251	0.21	99
Cyclargus thomasi	0	NA	NA	NA	NA	NA	NA	99
Cycloglypha thrasibulus	1	NA	NA	NA	NA	NA	NA	99
Cyclyrius webbianus	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Cyllopsis pyracmon	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Cymothoe lurida	1	NA	NA	NA	NA	NA	NA	99
Cynandra opis	2	88.4818	273.480436909091	89.5291762439488	1	-2.06635026334887	0.01	99
Cynea cynea	1	NA	NA	NA	NA	NA	NA	99
Cyrestis acilia	2	84.9278	264.250337040404	84.1029130607434	1	-2.13217985577846	0.01	99
Cyrestis nivea	2	84.9278	264.250337040404	84.1029130607434	1	-2.13217985577846	0.01	99
Dachetola azora	1	NA	NA	NA	NA	NA	NA	99
Daedalma dinias	1	NA	NA	NA	NA	NA	NA	99
Daimio tethys	3	246.264197333333	284.951957097643	91.2850258666642	38	-0.42381277101043	0.38	99
Danaus chrysippus	2	61.789	275.614318979798	98.8463866004229	1	-2.1632082500311	0.01	99
Danaus eresimus	2	126.8333	289.059987	116.151304217729	1	-1.39668416202974	0.01	99
Danaus erippus	2	61.789	275.614318979798	98.8463866004229	1	-2.1632082500311	0.01	99
Danaus gilippus	2	61.789	275.614318979798	98.8463866004229	1	-2.1632082500311	0.01	99
Danaus melanippus	4	222.229963666667	272.549252385522	70.9608353918541	8	-0.70911353341581	0.08	99
Danaus plexippus	2	61.789	275.614318979798	98.8463866004229	1	-2.1632082500311	0.01	99
Danis danis	2	231.571159	266.229769808081	81.3583271694082	14	-0.425999550555078	0.14	99
Dapidodigma demeter	2	231.571896	277.129699989899	105.731785807114	13	-0.430880871273753	0.13	99
Darpa pteria	2	142.4068	280.981743242424	103.782051369827	1	-1.33524960639497	0.01	99
Dasyophthalma rusina	2	213.46789	278.018078969697	97.0370313348024	3	-0.665211910151934	0.03	99
Davidina armandi	1	NA	NA	NA	NA	NA	NA	99
Decinea decinea	1	NA	NA	NA	NA	NA	NA	99
Delias descombesi	2	94.848	260.607247878788	74.3225864826048	1	-2.23026748292168	0.01	99
Delias henningia	2	94.848	260.607247878788	74.3225864826048	1	-2.23026748292168	0.01	99
Delias pasithoe	2	162.945367	253.582170838384	62.3588638610713	3	-1.45347105810511	0.03	99
Deloneura ochrascens	0	NA	NA	NA	NA	NA	NA	99
Dercas verhuelli	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Detritivora gynaea	0	NA	NA	NA	NA	NA	NA	99
Deudorix antalus	7	225.00105047619	267.076764376142	44.3997164022671	1	-0.947657266968567	0.01	99
Deudorix epijarbas	5	230.1541348	263.764776963636	46.363875354499	5	-0.724931682406805	0.05	99
Diaethria anna	1	NA	NA	NA	NA	NA	NA	99
Diaethria clymena	2	237.158383	274.32850530303	98.7403289365243	21	-0.376443168696808	0.21	99
Dianesia carteri	0	NA	NA	NA	NA	NA	NA	99
Dichorragia nesimachus	2	136.383	277.852862808081	105.870927181023	2	-1.33624845436735	0.02	99
Dilipa morgiana	1	NA	NA	NA	NA	NA	NA	99
Dingana dingana	1	NA	NA	NA	NA	NA	NA	99
Dione juno	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Dira clytus	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Dircenna jemina	1	NA	NA	NA	NA	NA	NA	99
Discolampa ethion	2	102.7964	270.617828030303	91.6822200063042	2	-1.8304686341448	0.02	99
Discophora celinde	1	NA	NA	NA	NA	NA	NA	99
Dismorphia theucharila	1	NA	NA	NA	NA	NA	NA	99
Dispar compacta	3	215.348813333333	275.666301299663	74.9394387973025	4	-0.804883102066961	0.04	99
Dixeia charina	2	138.5406	267.242565656566	82.9969421100654	3	-1.55068322259257	0.03	99
Dixeia doxo	2	138.5406	267.242565656566	82.9969421100654	3	-1.55068322259257	0.03	99
Dodona deodata	2	188	274.990880030303	98.4657306810088	4	-0.883463509879596	0.04	99
Doleschallia bisaltide	3	207.210613333333	268.038231030303	66.0726598872057	4	-0.920617057052192	0.04	99
Doleschallia polibete	2	69.4758	265.951632868687	70.6843324752514	1	-2.7796235175239	0.01	99
Doxocopa agathina	2	142.37061	281.993212050505	111.639378226832	1	-1.25065728838811	0.01	99
Drephalys kidonoi	1	NA	NA	NA	NA	NA	NA	99
Drupadia ravindra	3	235.691161333333	276.176460175084	77.6152562868776	13	-0.521615218174519	0.13	99
Dryadula phaetusa	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Dryas iulia	1	NA	NA	NA	NA	NA	NA	99
Dubiella dubius	1	NA	NA	NA	NA	NA	NA	99
Dulcedo polita	1	NA	NA	NA	NA	NA	NA	99
Durbania amakosa	0	NA	NA	NA	NA	NA	NA	99
Durbaniella clarki	0	NA	NA	NA	NA	NA	NA	99
Durbaniopsis saga	0	NA	NA	NA	NA	NA	NA	99
Dymasia dymas	2	69.4758	265.951632868687	70.6843324752514	1	-2.7796235175239	0.01	99
Dynamine postverta	2	123.7924	270.749193030303	90.7738575965608	1	-1.61893299371989	0.01	99
Dynastor darius	2	63.5784	284.061971181818	102.770882146807	1	-2.14538949725916	0.01	99
Dyscophellus porcius	1	NA	NA	NA	NA	NA	NA	99
Eagris sabadius	3	192.289479333333	267.816028444444	70.8647517659049	2	-1.06578443060954	0.02	99
Eantis mithridates	2	118	266.993082373737	82.2710955153474	1	-1.81100156063855	0.01	99
Eantis thraso	1	NA	NA	NA	NA	NA	NA	99
Ebusus ebusus	2	99.1432	266.184749878788	96.4424403565725	3	-1.73203362815367	0.03	99
Echinargus isola	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Eetion elia	1	NA	NA	NA	NA	NA	NA	99
Elbella iphinous	0	NA	NA	NA	NA	NA	NA	99
Elbella patrobas	2	76.7222	285.527610707071	110.206080678118	1	-1.89468139527558	0.01	99
Elbella scylla	2	237.158208	256.774583383838	65.4765453285878	15	-0.299593927648374	0.15	99
Elina montrolii	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Elodina padusa	2	138.5406	267.242565656566	82.9969421100654	3	-1.55068322259257	0.03	99
Elymnias hypermnestra	2	99.1432	266.184749878788	96.4424403565725	3	-1.73203362815367	0.03	99
Elymnias nesaea	2	99.1432	266.184749878788	96.4424403565725	3	-1.73203362815367	0.03	99
Elymniopsis bammakoo	1	NA	NA	NA	NA	NA	NA	99
Elzunia pavonii	1	NA	NA	NA	NA	NA	NA	99
Emesis ares	2	80.4628	300.238756787879	131.788572764126	1	-1.66764046516561	0.01	99
Emesis brimo	1	NA	NA	NA	NA	NA	NA	99
Emesis cypria	2	132.124	260.749683565657	59.4161460664553	1	-2.16482710645339	0.01	99
Emesis emesia	1	NA	NA	NA	NA	NA	NA	99
Emesis lacrines	4	210.682107333333	274.687730001684	70.5169024577389	1	-0.907663559197159	0.01	99
Emesis lucinda	2	112.1598	268.702715909091	89.9917584410349	2	-1.73952502563512	0.02	99
Emesis mandana	9	237.972664833333	273.409232097082	42.7558637883352	7	-0.828811866348412	0.07	99
Emesis ocypore	2	132.124	260.749683565657	59.4161460664553	1	-2.16482710645339	0.01	99
Emesis tegula	1	NA	NA	NA	NA	NA	NA	99
Emesis tenedia	2	132.124	260.749683565657	59.4161460664553	1	-2.16482710645339	0.01	99
Emesis zela	0	NA	NA	NA	NA	NA	NA	99
Eogenes alcides	1	NA	NA	NA	NA	NA	NA	99
Eooxylides tharis	1	NA	NA	NA	NA	NA	NA	99
Epargyreus clarus	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Epargyreus spanna	0	NA	NA	NA	NA	NA	NA	99
Ephyriades arcas	3	244.032285333333	262.173033959596	65.6643415192104	38	-0.276264837300705	0.38	99
Ephyriades brunnea	2	231.572235	250.154467444444	19.9724676812845	13	-0.930392415247578	0.13	99
Epiphile orea	2	121.5324	267.314620414141	81.1171838716079	1	-1.7971804919274	0.01	99
Episcada salvinia	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Epitola urania	0	NA	NA	NA	NA	NA	NA	99
Epityches eupompe	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Eracon paulinus	1	NA	NA	NA	NA	NA	NA	99
Erebia epiphron	1	NA	NA	NA	NA	NA	NA	99
Erebia ligea	2	187.64298	270.79732769697	92.0498476993296	4	-0.90336214317903	0.04	99
Eretris porphyria	1	NA	NA	NA	NA	NA	NA	99
Erikssonia acraeina	2	60.1216	274.483849676768	99.4219727331322	1	-2.15608525745267	0.01	99
Erionota acroleucus	2	99.1432	266.184749878788	96.4424403565725	3	-1.73203362815367	0.03	99
Erionota thrax	5	178.551428	269.537528680808	56.3325656870434	1	-1.61515989146106	0.01	99
Eroessa chiliensis	1	NA	NA	NA	NA	NA	NA	99
Eronia cleodora	2	208.517028	276.318498232323	106.043747706894	8	-0.639372633450555	0.08	99
Erora quaderna	2	222.29648	274.987692505051	107.897553169516	12	-0.488344832271298	0.12	99
Erynnis brizo	2	80.4628	300.238756787879	131.788572764126	1	-1.66764046516561	0.01	99
Erynnis horatius	2	225.40311	288.406953979798	116.868260236169	9	-0.539101410874767	0.09	99
Erynnis tages	2	247.46885	277.679997979798	115.879896828489	44	-0.26071086363248	0.44	99
Eryphanis automedon	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Erysichton lineata	3	256.256534666667	277.909248026936	81.4807259132943	44	-0.26574030996374	0.44	99
Eteona tisiphone	1	NA	NA	NA	NA	NA	NA	99
Etesiolaus catori	2	77.9803	265.28566579798	83.4620863628246	1	-2.24419702358901	0.01	99
Euapatura mirza	1	NA	NA	NA	NA	NA	NA	99
Euaspa milionia	2	80.4628	300.238756787879	131.788572764126	1	-1.66764046516561	0.01	99
Eucheira socialis	1	NA	NA	NA	NA	NA	NA	99
Euchloe ausonia	2	67.0275	267.232986434343	82.4870566414286	1	-2.42711395685552	0.01	99
Euchloe ausonides	2	67.0275	267.232986434343	82.4870566414286	1	-2.42711395685552	0.01	99
Euchrysops cnejus	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Eueides isabella	1	NA	NA	NA	NA	NA	NA	99
Euliphyra hewitsoni	0	NA	NA	NA	NA	NA	NA	99
Eumaeus atala	2	295.6456	270.237558515152	90.1698000765665	95	0.281779946980847	0.95	99
Eumaeus minyas	2	149.6376	280.752241505051	104.335258108189	1	-1.25666667129047	0.01	99
Eumedonia eumedon	2	136.7833	256.58971250505	62.0483564822237	1	-1.93085553425374	0.01	99
Eunica monima	2	208.08895	270.183907121212	91.9444290708774	4	-0.675353120887236	0.04	99
Euphaedra neophron	2	121.5324	267.314620414141	81.1171838716079	1	-1.7971804919274	0.01	99
Euphilotes enoptes	2	88.9723	274.069405171717	97.9629641439775	1	-1.88946003001377	0.01	99
Euphydryas editha	3	98.9383333333333	277.635656653199	82.6005083531942	1	-2.1633925369535	0.01	99
Euphyes arpa	2	99.1432	266.184749878788	96.4424403565725	3	-1.73203362815367	0.03	99
Euphyes dion	2	89.2401	262.820799393939	72.2667371908607	1	-2.40194460330349	0.01	99
Euploea phaenareta	2	247.46965	266.443024575758	92.7281814294036	59	-0.204612818706065	0.59	99
Euploea radamanthus	1	NA	NA	NA	NA	NA	NA	99
Euptoieta claudia	10	241.662626844444	269.511352203143	37.447802098432	5	-0.743667820223398	0.05	99
Euptychoides eugenia	1	NA	NA	NA	NA	NA	NA	99
Eurema mandarina	2	225.40275	282.408746121212	112.229141897918	11	-0.50794290286086	0.11	99
Eurema mexicana	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Euriphellus euribates	2	54.482	283.462478656566	115.226006515556	1	-1.98722914714269	0.01	99
Euriphene amicia	1	NA	NA	NA	NA	NA	NA	99
Euripus nyctelius	1	NA	NA	NA	NA	NA	NA	99
Euryades corethrus	2	176.8466	268.871724939394	90.9725454014868	2	-1.01157029885513	0.02	99
Eurybia lycisca	2	54.2995	275.136122545455	107.078091716235	1	-2.06238847747389	0.01	99
Eurytela dryope	4	237.540267666667	267.932808599327	60.5069230144817	13	-0.502298570452604	0.13	99
Eurytides dioxippus	1	NA	NA	NA	NA	NA	NA	99
Eurytides dolicaon	1	NA	NA	NA	NA	NA	NA	99
Eurytides marcellus	2	142.4068	280.981743242424	103.782051369827	1	-1.33524960639497	0.01	99
Eurytides philolaus	2	142.4068	280.981743242424	103.782051369827	1	-1.33524960639497	0.01	99
Euschemon rafflesia	2	126.5599	279.453663868687	106.756622399544	3	-1.43217123614563	0.03	99
Euselasia chrysippe	2	88.4818	273.480436909091	89.5291762439488	1	-2.06635026334887	0.01	99
Euthalia evelina	4	241.382101666667	267.680495604377	56.4834180068089	20	-0.465594945662465	0.2	99
Euthalia lubentina	2	94.848	260.607247878788	74.3225864826048	1	-2.23026748292168	0.01	99
Euthaliopsis aetion	2	121.1138	272.409365949495	89.8206817357878	1	-1.68441792052457	0.01	99
Eutresis hypereia	1	NA	NA	NA	NA	NA	NA	99
Euxanthe eurinome	2	237.158162	277.552869191919	96.6753555453195	21	-0.417838723882251	0.21	99
Evena crithea	1	NA	NA	NA	NA	NA	NA	99
Evenus regalis	1	NA	NA	NA	NA	NA	NA	99
Exometoeca nycteris	1	NA	NA	NA	NA	NA	NA	99
Exoplisia cadmeis	2	76.7222	285.527610707071	110.206080678118	1	-1.89468139527558	0.01	99
Falga jeconia	1	NA	NA	NA	NA	NA	NA	99
Faunis eumeus	3	237.61426	280.582762680135	85.7502919458263	17	-0.501088704249317	0.17	99
Feniseca tarquinius	0	NA	NA	NA	NA	NA	NA	99
Flos apidanus	3	191.06532	266.98892426936	64.4440652278184	1	-1.17813182642901	0.01	99
Forsterinaria pronophila	0	NA	NA	NA	NA	NA	NA	99
Fountainea nessus	1	NA	NA	NA	NA	NA	NA	99
Fresna netopha	1	NA	NA	NA	NA	NA	NA	99
Fresna nyassae	1	NA	NA	NA	NA	NA	NA	99
Freyeria trochylus	3	242.170063333333	269.048308282828	75.1610144070358	30	-0.357608863604945	0.3	99
Gamia buchholzi	2	229.20127	278.499984030303	106.855376681786	15	-0.461359227408033	0.15	99
Gamia shelleyi	2	229.20127	278.499984030303	106.855376681786	15	-0.461359227408033	0.15	99
Gandaca harina	3	258.406880666667	273.038232410774	78.733848431733	56	-0.185833057008435	0.56	99
Gangara thyrsis	2	196.4188	263.481504555556	85.3529554507311	6	-0.785710397506583	0.06	99
Ganyra josephina	2	208.517148	266.487634313131	94.1729489122579	9	-0.615574716335401	0.09	99
Ganyra phaloe	1	NA	NA	NA	NA	NA	NA	99
Gegenes pumilio	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Geitoneura klugii	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Gerosis bhagava	0	NA	NA	NA	NA	NA	NA	99
Gesta gesta	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Gideona lucasi	1	NA	NA	NA	NA	NA	NA	99
Glabroculus cyane	2	83.357	267.438792040404	77.6965112469204	1	-2.36924141233819	0.01	99
Glaucopsyche lygdamus	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Glennia pylotis	0	NA	NA	NA	NA	NA	NA	99
Glutophrissa drusilla	4	207.909908333333	271.075395171717	66.8116758758894	2	-0.945425870707407	0.02	99
Gnophodes betsimena	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Godyris duillia	1	NA	NA	NA	NA	NA	NA	99
Gomalia elma	2	76.7222	285.527610707071	110.206080678118	1	-1.89468139527558	0.01	99
Gonepteryx rhamni	2	197.92288	261.745374494949	73.0290145312978	3	-0.873933393522615	0.03	99
Gonerilia seraphim	2	136.5508	268.819887050505	103.743037675886	5	-1.27496832571782	0.05	99
Grais stigmaticus	1	NA	NA	NA	NA	NA	NA	99
Graphium agamemnon	2	216.76	291.054907939394	122.191299089348	6	-0.608021262504696	0.06	99
Graphium evemon	2	271.825122	274.407514969697	107.270242913744	91	-0.0240737123320722	0.91	99
Graphium sarpedon	4	242.363458166667	279.948461538721	74.0850258854614	22	-0.507322538162596	0.22	99
Greta morgane	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Gretna cylinda	2	54.2995	275.136122545455	107.078091716235	1	-2.06238847747389	0.01	99
Gunayan rubricollis	1	NA	NA	NA	NA	NA	NA	99
Gyrocheilus patrobas	1	NA	NA	NA	NA	NA	NA	99
Habrodais grunus	2	80.4628	300.238756787879	131.788572764126	1	-1.66764046516561	0.01	99
Hades noctula	1	NA	NA	NA	NA	NA	NA	99
Haematera pyrame	2	121.5324	267.314620414141	81.1171838716079	1	-1.7971804919274	0.01	99
Haetera piera	1	NA	NA	NA	NA	NA	NA	99
Halotus rica	1	NA	NA	NA	NA	NA	NA	99
Halpe porus	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Hamadryas amphinome	2	247.468919	265.640577252525	82.4049803304203	46	-0.220516504944993	0.46	99
Hamanumida daedalus	3	263.706503333333	275.559080794613	79.2189387476557	81	-0.14961797833514	0.81	99
Hamearis lucina	2	188	274.990880030303	98.4657306810088	4	-0.883463509879596	0.04	99
Harma theobene	3	185.816573333333	267.981901811448	65.1609763443364	1	-1.26095913670661	0.01	99
Hasora badra	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Hasora chromus	4	231.239379333333	270.571801877104	66.4474643485773	14	-0.591932633236941	0.14	99
Hayashikeia courvoisieri	1	NA	NA	NA	NA	NA	NA	99
Hebomoia glaucippe	3	168.493545333333	277.509446747475	82.1488517985967	1	-1.32705325792519	0.01	99
Helias phalaenoides	1	NA	NA	NA	NA	NA	NA	99
Heliconius atthis	1	NA	NA	NA	NA	NA	NA	99
Heliconius besckei	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius charithonia	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius cydno	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius eleuchia	1	NA	NA	NA	NA	NA	NA	99
Heliconius elevatus	1	NA	NA	NA	NA	NA	NA	99
Heliconius erato	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius ethilla	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius hecale	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius hermathena	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius heurippa	1	NA	NA	NA	NA	NA	NA	99
Heliconius hewitsoni	0	NA	NA	NA	NA	NA	NA	99
Heliconius himera	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius hortense	1	NA	NA	NA	NA	NA	NA	99
Heliconius ismenius	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius melpomene	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius numata	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius pardalinus	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius ricini	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius sapho	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius sara	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius timareta	1	NA	NA	NA	NA	NA	NA	99
Heliconius wallacei	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Heliconius xanthocles	2	116.5963	278.761845919192	105.6259293437	1	-1.53528160108789	0.01	99
Helicopis cupido	1	NA	NA	NA	NA	NA	NA	99
Heliopetes ericetorum	2	76.7222	285.527610707071	110.206080678118	1	-1.89468139527558	0.01	99
Heliophorus epicles	2	88.9723	274.069405171717	97.9629641439775	1	-1.88946003001377	0.01	99
Heliopyrgus domicella	1	NA	NA	NA	NA	NA	NA	99
Hemiolaus caeculus	2	195.5798	266.502948292929	81.1919863794467	2	-0.873523994861679	0.02	99
Heraclides aristodemus	2	118	266.993082373737	82.2710955153474	1	-1.81100156063855	0.01	99
Heraclides cresphontes	2	118	266.993082373737	82.2710955153474	1	-1.81100156063855	0.01	99
Heraclides thoas	2	271.397115	253.276732888889	47.8059177966182	65	0.379040565400315	0.65	99
Herimosa albovenata	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Hermeuptychia hermes	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Hermeuptychia sosybius	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Herona marathus	2	142.37061	281.993212050505	111.639378226832	1	-1.25065728838811	0.01	99
Hesperia comma	3	243.558993333333	278.413019872054	81.7113662139213	29	-0.426550529671384	0.29	99
Hesperia meskei	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Hesperilla ornata	2	89.2401	262.820799393939	72.2667371908607	1	-2.40194460330349	0.01	99
Hesperocharis marchalii	1	NA	NA	NA	NA	NA	NA	99
Hesperopsis alpheus	2	87.3223	268.665048626263	91.1811054614311	1	-1.98881936897518	0.01	99
Hestina assimilis	2	142.37061	281.993212050505	111.639378226832	1	-1.25065728838811	0.01	99
Hestinalis nama	2	93.3981	268.116829	69.8501055774009	1	-2.50133808038979	0.01	99
Hestina persimilis	1	NA	NA	NA	NA	NA	NA	99
Heteronympha merope	2	187.64298	270.79732769697	92.0498476993296	4	-0.90336214317903	0.04	99
Heteropterus morpheus	2	187.64298	270.79732769697	92.0498476993296	4	-0.90336214317903	0.04	99
Heterosais nephele	1	NA	NA	NA	NA	NA	NA	99
Hewitsonia intermedia	0	NA	NA	NA	NA	NA	NA	99
Hewitsoniella migonitis	1	NA	NA	NA	NA	NA	NA	99
Hidari irava	2	213.46789	278.018078969697	97.0370313348024	3	-0.665211910151934	0.03	99
Hipparchia senthes	1	NA	NA	NA	NA	NA	NA	99
Historis odius	2	93.3981	268.116829	69.8501055774009	1	-2.50133808038979	0.01	99
Horaga onyx	4	253.560686166667	267.010552309764	59.4908441236312	48	-0.226082960180339	0.48	99
Howarthia caelestis	2	118.202	259.682612323232	59.7143833783668	1	-2.36928867584167	0.01	99
Hyarotis adrastus	2	99.1432	266.184749878788	96.4424403565725	3	-1.73203362815367	0.03	99
Hylephila phyleus	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Hypanartia lethe	2	146.93824	267.266521131313	82.8712309045868	2	-1.45199099636703	0.02	99
Hypaurotis crysalus	2	80.4628	300.238756787879	131.788572764126	1	-1.66764046516561	0.01	99
Hypermnestra helios	2	120.0232	268.437218565657	81.5427197460897	1	-1.82007687538253	0.01	99
Hyphilaria thasus	1	NA	NA	NA	NA	NA	NA	99
Hypna clytemnestra	2	123.7924	270.749193030303	90.7738575965608	1	-1.61893299371989	0.01	99
Hypochrysops polycletus	2	102.661	248.320389232323	24.9663339635892	2	-5.83423218822405	0.02	99
Hypoleria lavinia	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Hypoleucis tripunctata	2	51.8437	256.751727969697	60.6456989195453	1	-3.37877263549283	0.01	99
Hypolimnas anthedon	2	247.46923	267.247925757576	81.7685224114303	47	-0.241886427371848	0.47	99
Hypolimnas bolina	10	230.757597711111	270.522924138945	37.3564727284184	1	-1.06448290011019	0.01	99
Hypolimnas misippus	7	215.417772285714	273.220826649351	47.6926649391686	1	-1.21199044837112	0.01	99
Hypolycaena phorbas	11	249.072031018182	271.596548655647	37.4433315863286	30	-0.601562860012429	0.3	99
