Tree_label	Lep_family	Lep_accepted_name	PD	Num.families	mpd.obs	mpd.rand.mean	mpd.rand.sd	mpd.obs.rank	mpd.obs.z	mpd.obs.p	mntd.obs	mntd.rand.mean	mntd.rand.sd	mntd.obs.rank	mntd.obs.z	mntd.obs.p	PD.3sources	Num.families.3sources	mpd.obs.3sources	mpd.rand.mean.3sources	mpd.rand.sd.3sources	mpd.obs.rank.3sources	mpd.obs.z.3sources	mpd.obs.p.3sources	mntd.obs.3sources	mntd.rand.mean.3sources	mntd.rand.sd.3sources	mntd.obs.rank.3sources	mntd.obs.z.3sources	mntd.obs.p.3sources
BN001372_MS2016030_Lycaenidae_Polyommatinae_Polyommatini_Udara_albocaeruleus	Lycaenidae	Udara albocaeruleus	1295.940972	10	232.6079333	272.390886	39.70606423	1	-1.00193644	0.01	206.585422	224.6060152	22.4819354	22	-0.801558804	0.22	663.819362	4	232.8596867	262.9170992	56.51316091	12	-0.531865712	0.12	220.7307975	245.9366375	43.69811974	23	-0.576817496	0.23
BN004526_FH17T075_Lycaenidae_Polyommatinae_Polyommatini_Udara_dilectus	Lycaenidae	Udara dilectus	325.050512	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050512	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN006223_KA18117ABRI_Lycaenidae_Aphnaeinae_X_Vansomerenia_rogersi	Lycaenidae	Vansomerenia rogersi	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001375_MY2016056_Lycaenidae_Theclinae_Theclini_Wagimo_signata	Lycaenidae	Wagimo signata	325.050512	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050512	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN006390_BN017_Lycaenidae_Theclinae_Theclini_Yamamotozephyrus_kwangtungensis	Lycaenidae	Yamamotozephyrus kwangtungensis	325.050512	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RE02A032_X_Lycaenidae_Theclinae_Zesiusini_Zesius_chrysomallus_X_ME	Lycaenidae	Zesius chrysomallus	1136.183904	8	244.5388211	273.4691612	48.60103396	19	-0.595261824	0.19	223.2145405	227.9813278	33.05773058	52	-0.144195842	0.52	443.629015	2	237.157423	276.4973517	105.4400751	23	-0.373102245	0.23	237.157423	254.2408286	44.85116948	17	-0.380890972	0.17
BN003881_RV06A446_Lycaenidae_Theclinae_Eumaeini_Ziegleria_hesperitis	Lycaenidae	Ziegleria hesperitis	460.809755	2	271.517633	280.6419497	114.0912853	76	-0.079973827	0.76	271.517633	282.4579895	119.592689	83	-0.091480145	0.83	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN007046_EB19X134_Lycaenidae_Theclinae_Arhopalini_Zinaspa_youngi	Lycaenidae	Zinaspa youngi	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN003998_AH01T319_Lycaenidae_Polyommatinae_Polyommatini_Zintha_hintza	Lycaenidae	Zintha hintza	460.963615	2	271.825615	261.5331606	59.05994495	98	0.174271317	0.98	271.825615	295.6156178	128.3064436	89	-0.185415495	0.89	325.050852	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN004000_DL01C524_Lycaenidae_Polyommatinae_Polyommatini_Zizeeria_karsandra	Lycaenidae	Zizeeria karsandra	760.498222	5	232.234338	273.6775487	60.97132576	7	-0.67971641	0.07	206.550088	241.6870607	39.33202285	14	-0.89334263	0.14	653.447122	4	233.20011	270.11343	62.1543646	9	-0.593897471	0.09	204.66201	242.9115349	37.82111494	9	-1.01132727	0.09
BN001378_LEP32204_Lycaenidae_Polyommatinae_Polyommatini_Zizeeria_knysna	Lycaenidae	Zizeeria knysna	1070.666621	8	232.3568756	271.5184704	46.62134103	2	-0.839992886	0.02	204.0659511	232.3260317	28.87009374	13	-0.978870414	0.13	792.809521	5	237.6743214	270.6965921	54.59797616	11	-0.604825912	0.11	231.6742798	241.6637505	31.28798565	39	-0.31927497	0.39
BN004004_DL01Q533_Lycaenidae_Polyommatinae_Polyommatini_Zizina_otis	Lycaenidae	Zizina otis	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN003906_DL09X120_Lycaenidae_Polyommatinae_Polyommatini_Zizula_hylax	Lycaenidae	Zizula hylax	711.938111	6	187.4886685	277.760851	57.30575827	1	-1.575272456	0.01	142.0341783	233.7318732	31.81774604	1	-2.881967023	0.01	611.734611	4	219.2958802	272.3385267	66.71340276	3	-0.795082313	0.03	162.9496775	242.0128523	32.97228894	2	-2.397867341	0.02
BN001392_RV04D394_Nymphalidae_Heliconiinae_Acraeini_Acraea_abana	Nymphalidae	Abananote abana	325.050272	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001395_VN16D136_Nymphalidae_Limenitidinae_Adoliadini_Abrota_ganga	Nymphalidae	Abrota ganga	447.456212	2	244.81111	255.9856736	62.30165816	31	-0.179362218	0.31	244.81111	281.5875356	110.355157	18	-0.333255161	0.18	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001417_NP99T458_Nymphalidae_Heliconiinae_Acraeini_Acraea_horta	Nymphalidae	Acraea horta	419.412698	2	188.72406	285.1480658	127.0163328	6	-0.759146511	0.06	188.72406	271.5542543	91.30121166	4	-0.907219004	0.04	419.412698	2	188.72406	261.3647707	72.84153561	3	-0.997242989	0.03	188.72406	265.3870687	83.46343767	4	-0.91852206	0.04
BN004127_DL10Z154_Nymphalidae_Satyrinae_Satyrini_Acrophtalmia_artemis	Nymphalidae	Acrophtalmia artemis	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001447_EI16D251_Nymphalidae_Satyrinae_Satyrini_Acrophtalmia_leuce	Nymphalidae	Acrophtalmia leuce	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN002935_LEP53275_Nymphalidae_Limenitidinae_Limenitidini_Adelpha_mesentina	Nymphalidae	Adelpha mesentina	325.050262	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN004527_FH17T108_Nymphalidae_Satyrinae_Amathusiini_Aemona_amathusia	Nymphalidae	Aemona amathusia	325.050682	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001452_LEP28866_Nymphalidae_Danainae_Ithomiini_Aeria_eurimedia	Nymphalidae	Aeria eurimedia	325.050552	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050552	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJG07N837_X_Nymphalidae_Satyrinae_Dirini_Aeropetes_tulbaghia_X_ME	Nymphalidae	Aeropetes tulbaghia	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001455_LEP48093_Nymphalidae_Charaxinae_Prothoini_Agatasa_calydonia	Nymphalidae	Agatasa calydonia	325.05054	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001835_MS2016031_Nymphalidae_Nymphalinae_Nymphalini_Aglais_io	Nymphalidae	Aglais io	576.651762	4	176.2315867	269.7219355	63.06532173	1	-1.482436722	0.01	162.5346875	255.7666318	47.28442146	2	-1.971726447	0.02	398.519362	2	146.93759	281.9133233	112.1221197	2	-1.203827876	0.02	146.93759	281.810247	111.8405525	1	-1.20593697	0.01
BN002940_LEP35846_Nymphalidae_Nymphalinae_Nymphalini_Aglais_urticae	Nymphalidae	Aglais urticae	497.481162	3	180.9280467	264.2777149	67.18317971	2	-1.240632977	0.02	163.9327167	259.6272473	53.61084473	2	-1.78498457	0.02	398.519362	2	146.93759	281.9133233	112.1221197	2	-1.203827876	0.02	146.93759	281.810247	111.8405525	1	-1.20593697	0.01
BN001457_LEP28865_Nymphalidae_Heliconiinae_Heliconiini_Agraulis_vanillae	Nymphalidae	Agraulis vanillae	325.050658	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050658	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN002905_RV04D320_Nymphalidae_Heliconiinae_Acraeini_Acraea_neleus	Nymphalidae	Altinote neleus	325.050272	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LEP16917_X_Nymphalidae_Heliconiinae_Acraeini_Acraea_tenebrosa_X_ME	Nymphalidae	Altinote tenebrosa	325.050272	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN004355_RV04I402_Nymphalidae_Satyrinae_Satyrini_Altopedaliodes_tena	Nymphalidae	Altopedaliodes tena	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001461_LEP28901_Nymphalidae_Satyrinae_Amathusiini_Amathusia_phidippus	Nymphalidae	Amathusia phidippus	423.259982	2	196.4188	257.2075972	63.32367479	7	-0.959969513	0.07	196.4188	269.4540214	92.26367275	8	-0.791592392	0.08	423.259982	2	196.4188	267.8967974	92.95663335	6	-0.768939179	0.06	196.4188	267.0327922	71.84109723	3	-0.982919177	0.03
BN001465_BNSZS00369_Nymphalidae_Danainae_Danaini_Amauris_niavius	Nymphalidae	Amauris niavius	414.801742	2	179.50267	278.7948966	106.1039696	4	-0.935801243	0.04	179.50267	260.7879549	72.81057701	2	-1.116393913	0.02	325.050552	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN004559_HD16P050_Nymphalidae_Pseudergolinae_Pseudergolini_Amnosia_decora	Nymphalidae	Amnosia decora	325.050262	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001467_LEP26225_Nymphalidae_Charaxinae_Anaeini_Anaea_troglodyta	Nymphalidae	Anaea troglodyta	448.784971	2	247.469019	258.1521458	62.12849845	29.5	-0.171952116	0.295	247.469019	265.2872568	71.0395668	34	-0.250821319	0.34	325.050651	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RF140008_X_Nymphalidae_Nymphalinae_Victorini_Anartia_jatrophae_X_ME	Nymphalidae	Anartia jatrophae	649.084821	6	150.7874598	273.4255346	51.21436442	1	-2.394603079	0.01	123.7324185	237.3654375	34.98872661	1	-3.24770376	0.01	649.084821	6	150.7874598	279.2282746	59.26351771	1	-2.167283005	0.01	123.7324185	241.5930223	29.79499532	1	-3.955718149	0.01
BN004714_NC11J091_Nymphalidae_Danainae_Danaini_Anetia_briarea	Nymphalidae	Anetia briarea	437.391584	2	224.682132	279.2920727	105.0602387	10	-0.519796465	0.1	224.682132	260.4300468	79.0501167	14	-0.452218368	0.14	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001472_LEP47555_Nymphalidae_Danainae_Danaini_Anetia_thirza	Nymphalidae	Anetia thirza	325.050552	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001473_BNSZS00011_Nymphalidae_Nymphalinae_Nymphalini_Antanartia_delius	Nymphalidae	Antanartia delius	325.050262	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050262	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001474_LEP31064_Nymphalidae_Nymphalinae_Melitaeini_Anthanassa_texana	Nymphalidae	Anthanassa texana	431.791422	2	213.48265	259.0645431	73.37393418	8	-0.621227328	0.08	213.48265	264.9452641	82.95759663	7	-0.620348421	0.07	325.049922	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN004713_NC11J081_Nymphalidae_Nymphalinae_Melitaeini_Antillea_pelops	Nymphalidae	Antillea pelops	325.049922	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN005048_05SRNP24968_Nymphalidae_Satyrinae_Morphini_Antirrhea_philaretes	Nymphalidae	Antirrhea philaretes	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001475_MY2016057_Nymphalidae_Apaturinae_X_Apatura_metis	Nymphalidae	Apatura metis	325.050658	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050658	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN004561_HD16P066_Nymphalidae_Apaturinae_X_Apaturina_erminia	Nymphalidae	Apaturina erminia	325.050872	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050872	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN004316_DJM07A131_Nymphalidae_Apaturinae_X_Apaturopsis_cleochares	Nymphalidae	Apaturopsis cleochares	325.050262	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN004345_RE04C198_Nymphalidae_Satyrinae_Satyrini_Aphantopus_hyperantus	Nymphalidae	Aphantopus hyperantus	418.872232	2	187.64298	261.824786	82.92062405	3	-0.894612249	0.03	187.64298	287.314349	117.0961813	2	-0.85119231	0.02	418.872232	2	187.64298	267.6738799	81.5112114	3	-0.981839166	0.03	187.64298	275.5969222	88.51607898	2	-0.993649325	0.02
BN004319_AJG07N809_Nymphalidae_Satyrinae_Elymniini_Aphysoneura_pigmentaria	Nymphalidae	Aphysoneura pigmentaria	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN006916_LEP78425_Nymphalidae_Satyrinae_Brassolini_Aponarope_sutor	Nymphalidae	Aponarope sutor	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001477_MY2016058_Nymphalidae_Nymphalinae_Nymphalini_Araschnia_levana	Nymphalidae	Araschnia levana	325.050262	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050262	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN005815_06SRNP8741_Nymphalidae_Charaxinae_Preponini_Archaeoprepona_demophon	Nymphalidae	Archaeoprepona demophon	801.45159	5	249.4893886	265.9735757	47.24771982	35	-0.348888522	0.35	232.513146	241.1651995	37.89492196	44	-0.228316962	0.44	452.752303	2	255.403303	263.4344851	75.35564681	48	-0.106577044	0.48	255.403303	272.3828395	98.708226	63	-0.172017441	0.63
BN006049_LEP72183_Nymphalidae_Charaxinae_Preponini_Archaeoprepona_meander	Nymphalidae	Archaeoprepona meander	325.050763	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050763	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001484_LEP44634_Nymphalidae_Satyrinae_Satyrini_Arethusana_arethusa	Nymphalidae	Arethusana arethusa	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN006467_MFB16P042_Nymphalidae_Satyrinae_Satyrini_Argynnina_cyrila	Nymphalidae	Argynnina cyrila	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN002103_MY2016075_Nymphalidae_Heliconiinae_Argynnini_Argynnis_aglaja	Nymphalidae	Argynnis aglaja	448.784878	2	247.468926	275.8970469	97.60279758	33	-0.291263382	0.33	247.468926	276.7533856	97.8377894	30	-0.299316448	0.3	448.784878	2	247.468926	272.7801802	98.54926971	44	-0.256838577	0.44	247.468926	268.2697192	93.06628517	36	-0.223505141	0.36
BN001959_LEP29073_Nymphalidae_Heliconiinae_Argynnini_Argynnis_anadyomene	Nymphalidae	Argynnis anadyomene	325.050678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN007179_LEP29102B_Nymphalidae_Heliconiinae_Argynnini_Argynnis_hyperbius	Nymphalidae	Argynnis hyperbius	325.050678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001488_MY2016059_Nymphalidae_Heliconiinae_Argynnini_Argynnis_laodice	Nymphalidae	Argynnis laodice	440.836938	2	231.572306	268.5574039	91.10950596	14	-0.405941153	0.14	231.572306	263.2716753	71.59338159	14	-0.44276955	0.14	325.050678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001786_MY2016065_Nymphalidae_Heliconiinae_Argynnini_Argynnis_nerippe	Nymphalidae	Argynnis nerippe	325.050678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001485_MS2016005_Nymphalidae_Heliconiinae_Argynnini_Argynnis_paphia	Nymphalidae	Argynnis paphia	440.836938	2	231.572306	268.5574039	91.10950596	14	-0.405941153	0.14	231.572306	263.2716753	71.59338159	14	-0.44276955	0.14	440.836938	2	231.572306	271.3943194	102.1658301	15	-0.389778201	0.15	231.572306	274.7921593	88.71994391	9	-0.487149241	0.09
BN001693_MY2016063_Nymphalidae_Heliconiinae_Argynnini_Argynnis_sagana	Nymphalidae	Argynnis sagana	325.050678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN005536_Rvcoll08L545_Nymphalidae_Satyrinae_Satyrini_Argyrophorus_argenteus	Nymphalidae	Argyrophorus argenteus	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN004398_DL10Z034_Nymphalidae_Biblidinae_Biblidini_Ariadne_ariadne	Nymphalidae	Ariadne ariadne	325.050651	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050651	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001493_LEP27523_Nymphalidae_Apaturinae_X_Asterocampa_celtis	Nymphalidae	Asterocampa celtis	325.050872	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050872	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN006877_BB19E004_Nymphalidae_Biblidinae_Epiphilini_Asterope_markii	Nymphalidae	Asterope markii	325.050844	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN003218_KA2021_Nymphalidae_Limenitidinae_Adoliadini_Aterica_rabena	Nymphalidae	Aterica rabena	325.050105	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN002955_LEP31427_Nymphalidae_Limenitidinae_Limenitidini_Athyma_perius	Nymphalidae	Athyma perius	419.962247	2	189.82314	280.5900323	104.966323	4	-0.864723939	0.04	189.82314	280.772913	104.2852485	3	-0.872125006	0.03	325.050667	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN006907_LEP79132_Nymphalidae_Nymphalinae_Melitaeini_Atlantea_perezi	Nymphalidae	Atlantea perezi	325.049922	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN006876_BB19E002_Nymphalidae_Biblidinae_Ageroniini_Batesia_hypochlora	Nymphalidae	Batesia hypochlora	325.050651	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJM07A019_X_Nymphalidae_Limenitidinae_Adoliadini_Bebearia_sophus_X_ME	Nymphalidae	Bebearia sophus	437.391594	2	224.682142	257.730536	60.63386854	10	-0.545048415	0.1	224.682142	257.3665527	60.0924663	9	-0.543901968	0.09	437.391594	2	224.682142	267.9234145	80.76425027	7	-0.53540115	0.07	224.682142	259.2706924	59.21406243	6	-0.5841273	0.06
BN005538_RVcoll13S423_Nymphalidae_Satyrinae_Satyrini_Berberia_abdelkader	Nymphalidae	Berberia abdelkader	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN003533_LEP59475_Nymphalidae_Limenitidinae_Cymothoini_Bhagadatta_austenia	Nymphalidae	Bhagadatta austenia	460.963315	2	271.825315	257.1184258	61.53700646	93	0.2389926	0.93	271.825315	276.0959166	107.8471293	92	-0.039598658	0.92	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN005125_RWH960925_Nymphalidae_Satyrinae_Brassolini_Bia_actorion	Nymphalidae	Bia actorion	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LEP22838_X_Nymphalidae_Biblidinae_Biblidini_Biblis_hyperia_X_ME	Nymphalidae	Biblis hyperia	440.836281	2	231.571649	257.6183353	43.74084343	7	-0.595477458	0.07	231.571649	282.0698932	112.5440829	16	-0.448697461	0.16	325.050651	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA9002399651_X_Nymphalidae_Satyrinae_Satyrini_Bicyclus_anynana	Nymphalidae	Bicyclus anynana	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN005534_17T048_Nymphalidae_Heliconiinae_Argynnini_Boloria_pales	Nymphalidae	Boloria pales	555.526918	3	236.140644	268.1305249	69.51768429	15	-0.460168966	0.15	224.8120153	257.1985929	42.04654496	11	-0.770255382	0.11	325.050678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LEP16688_X_Nymphalidae_Satyrinae_Brassolini_Brassolis_sophorae_X_ME	Nymphalidae	Brassolis sophorae	481.520562	3	169.7862533	262.0870668	62.7375593	1	-1.47122098	0.01	143.1536533	246.5974438	40.44739385	1	-2.557489633	0.01	423.259982	2	196.4188	267.8967974	92.95663335	6	-0.768939179	0.06	196.4188	267.0327922	71.84109723	3	-0.982919177	0.03
LEP19314_X_Nymphalidae_Heliconiinae_Argynnini_Brenthis_daphne_X_ME	Nymphalidae	Brenthis daphne	440.836938	2	231.572306	268.5574039	91.10950596	14	-0.405941153	0.14	231.572306	263.2716753	71.59338159	14	-0.44276955	0.14	440.836938	2	231.572306	271.3943194	102.1658301	15	-0.389778201	0.15	231.572306	274.7921593	88.71994391	9	-0.487149241	0.09
BN007068_VL05N717_Nymphalidae_Heliconiinae_Argynnini_Brenthis_ino	Nymphalidae	Brenthis ino	757.894448	5	230.2810916	263.2075395	45.33327561	4	-0.726319628	0.04	204.152538	246.2036238	34.452881	6	-1.220539025	0.06	440.836938	2	231.572306	271.3943194	102.1658301	15	-0.389778201	0.15	231.572306	274.7921593	88.71994391	9	-0.487149241	0.09
BN007160_LEP79177_Nymphalidae_Danainae_Ithomiini_Brevioleria_arzalia	Nymphalidae	Brevioleria arzalia	325.050802	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN004349_RV04G152_Nymphalidae_Satyrinae_Satyrini_Brintesia_circe	Nymphalidae	Brintesia circe	418.872232	2	187.64298	261.824786	82.92062405	3	-0.894612249	0.03	187.64298	287.314349	117.0961813	2	-0.85119231	0.02	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN001537_LEP50109_Nymphalidae_Biblidinae_Biblidini_Byblia_anvatara	Nymphalidae	Byblia anvatara	448.785193	2	247.469241	266.4262936	70.87252779	38	-0.267480971	0.38	247.469241	257.6488576	63.35362162	40	-0.160679316	0.4	325.050651	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN005535_RVcoll17I047_Nymphalidae_Biblidinae_Biblidini_Byblia_ilithyia	Nymphalidae	Byblia ilithyia	325.050651	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050651	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN005818_05srnp46284_Nymphalidae_Satyrinae_Brassolini_Caligo_eurilochus	Nymphalidae	Caligo eurilochus	583.880732	5	144.930182	270.4030575	53.14397246	1	-2.360999182	0.01	122.607548	242.0962901	32.21753539	1	-3.708810766	0.01	325.050882	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HU08A010_X_Nymphalidae_Calinaginae_X_Calinaga_buddha_X_ME	Nymphalidae	Calinaga buddha	325.050862	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050862	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN004463_DL17J012_Nymphalidae_Satyrinae_Satyrini_Callerebia_annada	Nymphalidae	Callerebia annada	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN002974_LEP53280_Nymphalidae_Biblidinae_Callicorini_Callicore_astarte	Nymphalidae	Callicore astarte	325.050844	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN006844_RV06A017_Nymphalidae_Danainae_Ithomiini_Callithomia_lenea	Nymphalidae	Callithomia lenea	325.050802	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050802	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
