Tree_label	Lep_family	Lep_accepted_name	PD	Num.families	mpd.obs	mpd.rand.mean	mpd.rand.sd	mpd.obs.rank	mpd.obs.z	mpd.obs.p	mntd.obs	mntd.rand.mean	mntd.rand.sd	mntd.obs.rank	mntd.obs.z	mntd.obs.p	PD.3sources	Num.families.3sources	mpd.obs.3sources	mpd.rand.mean.3sources	mpd.rand.sd.3sources	mpd.obs.rank.3sources	mpd.obs.z.3sources	mpd.obs.p.3sources	mntd.obs.3sources	mntd.rand.mean.3sources	mntd.rand.sd.3sources	mntd.obs.rank.3sources	mntd.obs.z.3sources	mntd.obs.p.3sources
BN003662_LEP61245_Hesperiidae_Hesperiinae_Hesperiini_Moeros_moeros	Hesperiidae	Moeros moeros	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000497_Rvcoll11K864_Hesperiidae_Hesperiinae_Astictopterini_Monza_punctata	Hesperiidae	Monza punctata	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN003713_LEP61296_Hesperiidae_Pyrginae_Achlyodini_Morvina_morvus	Hesperiidae	Morvina morvus	325.050657	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000499_206_Hesperiidae_Hesperiinae_Hesperiini_Morys_compta	Hesperiidae	Morys compta	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000500_312_Hesperiidae_Trapezitinae_X_Motasingha_trimaculata	Hesperiidae	Motasingha trimaculata	431.784672	2	213.46811	259.6866896	71.98518942	6	-0.642056789	0.06	213.46811	278.5900132	96.3319138	4	-0.676015878	0.04	325.050752	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR9330669_X_Hesperiidae_Pyrrhopyginae_Passovini_Myscelus_amystis	Hesperiidae	Myscelus amystis	404.199254	2	158.29681	260.6276166	74.33345287	3	-1.376645409	0.03	158.29681	285.1315438	118.6898904	2	-1.068622891	0.02	325.050854	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR9330668_X_Hesperiidae_Pyrrhopyginae_Passovini_Agara_belti	Hesperiidae	Myscelus belti	325.050854	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR9330387_X_Hesperiidae_Pyrrhopyginae_Passovini_Myscelus_epimachia	Hesperiidae	Myscelus epimachia	325.050854	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR9330672_X_Hesperiidae_Pyrrhopyginae_Passovini_Myscelus_nobilis	Hesperiidae	Myscelus nobilis	325.05007	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.05007	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR9330687_X_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Mysoria_barcastus	Hesperiidae	Mysoria barcastus	325.050658	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050658	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000516_528_Hesperiidae_Eudaminae_Eudamini_Narcosius_colossus	Hesperiidae	Narcosius colossus	460.962702	2	271.824702	266.2991099	81.57776159	89	0.067734049	0.89	271.824702	259.6594009	61.15679405	87	0.198919862	0.87	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR7174459_X_Hesperiidae_Eudaminae_Phocidini_Nascus_phocus	Hesperiidae	Nascus phocus	404.199254	2	158.29681	260.6276166	74.33345287	3	-1.376645409	0.03	158.29681	285.1315438	118.6898904	2	-1.068622891	0.02	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000517_LEP47548_Hesperiidae_Hesperiinae_Hesperiini_Nastra_julia	Hesperiidae	Nastra julia	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000518_MFB13P049_Hesperiidae_Trapezitinae_X_Neohesperilla_croceus	Hesperiidae	Neohesperilla croceus	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000520_590_Hesperiidae_Trapezitinae_X_Neohesperilla_xanthomera	Hesperiidae	Neohesperilla xanthomera	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000522_LEP43169_Hesperiidae_Hesperiinae_Hesperiini_Neoxeniades_braesia	Hesperiidae	Neoxeniades braesia	325.050952	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000524_LEP48673_Hesperiidae_Tagiadinae_Tagiadini_Netrobalane_canopus	Hesperiidae	Netrobalane canopus	325.050645	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050645	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000525_99_Hesperiidae_Tagiadinae_Netrocorynini_Netrocoryne_repanda	Hesperiidae	Netrocoryne repanda	1333.492996	8	345.8944375	266.0934944	38.80338328	90	2.056546012	0.9	269.6625335	233.8392744	28.92502896	85	1.238486541	0.85	923.914496	6	248.9674301	274.5909346	56.27083215	34	-0.455360326	0.34	234.3740863	241.1054193	33.07509065	51	-0.20351669	0.51
SRR7174535_X_Hesperiidae_Pyrginae_Carcharodini_Noctuana_haematospila	Hesperiidae	Noctuana haematospila	325.050892	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000531_MY2016HES36_Hesperiidae_Hesperiinae_Erionotini_Notocrypta_curvifascia_corinda	Hesperiidae	Notocrypta curvifascia	429.443172	3	108.4351933	273.9005252	73.33446389	1	-2.256310649	0.01	100.3492967	257.7133984	49.04705405	1	-3.208431266	0.01	429.443172	3	108.4351933	286.7044502	95.28325656	1	-1.870940009	0.01	100.3492967	248.4521227	40.86529014	1	-3.62417165	0.01
SRR7174518_X_Hesperiidae_Hesperiinae_Erionotini_Notocrypta_feisthamelii	Hesperiidae	Notocrypta feisthamelii	477.131932	4	105.4302883	274.4629943	63.97991876	1	-2.641964998	0.01	99.1063525	250.1604953	39.02510978	1	-3.87069104	0.01	325.050972	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000538_160_Hesperiidae_Hesperiinae_Hesperiini_Nyctelius_nyctelius	Hesperiidae	Nyctelius nyctelius	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000539_LEP26624_Hesperiidae_Hesperiinae_Hesperiini_Oarisma_garita	Hesperiidae	Oarisma garita	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000543_LEP26595_Hesperiidae_Hesperiinae_Hesperiini_Ochlodes_sylvanoides_omnigena	Hesperiidae	Ochlodes sylvanoides	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DL02Q800_X_Hesperiidae_Hesperiinae_Taractrocerini_Ocybadistes_flavovittata_X_ME	Hesperiidae	Ocybadistes flavovittata	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000549_127_Hesperiidae_Hesperiinae_Taractrocerini_Ocybadistes_walkeri	Hesperiidae	Ocybadistes walkeri	533.472942	3	215.34888	267.4352792	70.84907973	5	-0.73517397	0.05	201.4959267	259.7440016	51.67019373	6	-1.127305139	0.06	439.651442	2	229.20182	273.779733	89.193939	8	-0.499786348	0.08	229.20182	278.4045465	96.20991582	5	-0.51141014	0.05
BN000550_LEP48133_Hesperiidae_Tagiadinae_Tagiadini_Odina_hieroglyphica	Hesperiidae	Odina hieroglyphica	325.050802	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000551_YI16P100_Hesperiidae_Tagiadinae_Tagiadini_Odontoptilum_angulata	Hesperiidae	Odontoptilum angulata	429.309384	2	208.517279	264.726672	82.07800495	5	-0.684828939	0.05	208.517279	276.5517802	106.6862059	6	-0.637706633	0.06	325.050645	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000555_LEP48128_Hesperiidae_Hesperiinae_Erionotini_Oerane_microthyrus	Hesperiidae	Oerane microthyrus	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN003752_LEP61335_Hesperiidae_Eudaminae_Phocidini_Aurina_azines	Hesperiidae	Oileides azines	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000556_LEP39927_Hesperiidae_Hesperiinae_Hesperiini_Oligoria_maculata	Hesperiidae	Oligoria maculata	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN003688_LEP61271_Hesperiidae_Hesperiinae_Hesperiini_Onophas_columbaria	Hesperiidae	Onophas columbaria	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000558_322_Hesperiidae_Trapezitinae_X_Oreisplanus_munionga	Hesperiidae	Oreisplanus munionga	325.050752	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050752	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000560_MY2016HES42_Hesperiidae_Hesperiinae_Taractrocerini_Oriens_gola_pseudolus	Hesperiidae	Oriens gola	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN003665_LEP61248_Hesperiidae_Hesperiinae_Pericharini_Orphe_gerasa	Hesperiidae	Orphe gerasa	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000561_411_Hesperiidae_Hesperiinae_Pericharini_Orses_cynisca	Hesperiidae	Orses cynisca	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000565_BNSZS00280_Hesperiidae_Hesperiinae_Astictopterini_Osmodes_laronia	Hesperiidae	Osmodes laronia	325.050952	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050952	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR9330753_X_Hesperiidae_Pyrrhopyginae_Oxynetrini_Oxynetra_stangelandi	Hesperiidae	Oxynetra stangelandi	325.050892	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN003588_LEP61233_Hesperiidae_Hesperiinae_Hesperiini_Oxynthes_corusca	Hesperiidae	Oxynthes corusca	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000893_RV06A439_Hesperiidae_Hesperiinae_Hesperiini_Panoquina_lucas	Hesperiidae	Panoquina lucas	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000572_LEP26142_Hesperiidae_Hesperiinae_Hesperiini_Panoquina_ocola_ocola	Hesperiidae	Panoquina ocola	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN002821_LEP49542_Hesperiidae_Hesperiinae_Hesperiini_Panoquina_panoquin	Hesperiidae	Panoquina panoquin	418.872232	2	187.64298	261.824786	82.92062405	3	-0.894612249	0.03	187.64298	287.314349	117.0961813	2	-0.85119231	0.02	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN005743_LEP30356_Hesperiidae_Hesperiinae_Hesperiini_Papias_subcostulata	Hesperiidae	Papias subcostulata	325.050752	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000577_LEP39440_Hesperiidae_Hesperiinae_Hesperiini_Paracarystus_hypargyra	Hesperiidae	Paracarystus hypargyra	325.050752	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN003750_LEP61333_Hesperiidae_Hesperiinae_Hesperiini_Parachoranthus_magdalia	Hesperiidae	Parachoranthus magdalia	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN007097_LEP79291_Hesperiidae_Pyrginae_Achlyodini_Paramimus_scurra	Hesperiidae	Paramimus scurra	460.963185	2	271.825185	271.4849345	102.4104117	89	0.003322421	0.89	271.825185	259.147298	74.4849227	92	0.170207427	0.92	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000580_LEP36447_Hesperiidae_Hesperiinae_Hesperiini_Paratrytone_snowi	Hesperiidae	Paratrytone snowi	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN006106_KA18161ABRI_Hesperiidae_Hesperiinae_Ceratrichiini_Pardaleodes_edipus	Hesperiidae	Pardaleodes edipus	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000581_Rvcoll11K865_Hesperiidae_Hesperiinae_Ceratrichiini_Pardaleodes_incerta	Hesperiidae	Pardaleodes incerta	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR9330700_X_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Parelbella_ahira	Hesperiidae	Parelbella ahira	460.962885	2	271.824885	255.7196333	44.98875047	83	0.357983973	0.83	271.824885	278.8351941	96.28759158	82	-0.072805945	0.82	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR9330701_X_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Parelbella_macleannani	Hesperiidae	Parelbella macleannani	325.050685	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000584_MY2016HES65_Hesperiidae_Hesperiinae_Baorini_Parnara_apostata_apostata	Hesperiidae	Parnara apostata	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000589_LEP40454_Hesperiidae_Hesperiinae_Baorini_Parnara_guttatus	Hesperiidae	Parnara guttatus	418.872232	2	187.64298	261.824786	82.92062405	3	-0.894612249	0.03	187.64298	287.314349	117.0961813	2	-0.85119231	0.02	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000594_Rvcoll11K629_Hesperiidae_Hesperiinae_X_Parosmodes_morantii	Hesperiidae	Parosmodes morantii	540.26846	3	222.5312453	275.4265291	79.58105059	6	-0.664671845	0.06	207.904516	258.4866852	58.11022121	9	-0.870452188	0.09	443.62918	2	237.157588	269.545039	91.73463014	18	-0.353055885	0.18	237.157588	260.5938915	75.49676986	17	-0.310427897	0.17
BN005456_MFB16P073_Hesperiidae_Trapezitinae_X_Pasma_tasmanicus	Hesperiidae	Pasma tasmanicus	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LEP19264_X_Hesperiidae_Pyrrhopyginae_Passovini_Passova_gellias_X_ME	Hesperiidae	Passova gellias	325.050854	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR9330714_X_Hesperiidae_Pyrrhopyginae_Passovini_Passova_passova	Hesperiidae	Passova passova	325.050854	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR7174570_X_Hesperiidae_Pyrginae_Carcharodini_Pellicia_arina	Hesperiidae	Pellicia arina	325.050667	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN005108_06SRNP2647_Hesperiidae_Pyrginae_Carcharodini_Pellicia_dimidiata	Hesperiidae	Pellicia dimidiata	325.050802	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ME12C211_X_Hesperiidae_Hesperiinae_Baorini_Pelopidas_mathias_X_ME	Hesperiidae	Pelopidas mathias	418.872232	2	187.64298	261.824786	82.92062405	3	-0.894612249	0.03	187.64298	287.314349	117.0961813	2	-0.85119231	0.02	418.872232	2	187.64298	267.6738799	81.5112114	3	-0.981839166	0.03	187.64298	275.5969222	88.51607898	2	-0.993649325	0.02
BN000609_LEP30062_Hesperiidae_Hesperiinae_Pericharini_Perichares_lotus	Hesperiidae	Perichares lotus	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN005109_06SRNP2119_Hesperiidae_Eudaminae_Entheini_Phanus_vitreus	Hesperiidae	Phanus vitreus	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN003417_LEP59326_Hesperiidae_Eudaminae_Phocidini_Phareas_coeleste	Hesperiidae	Phareas coeleste	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR7174453_X_Hesperiidae_Eudaminae_Phocidini_Phocides_pigmalion	Hesperiidae	Phocides pigmalion	325.050675	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050675	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000613_443_Hesperiidae_Eudaminae_Phocidini_Phocides_polybius	Hesperiidae	Phocides polybius	325.050685	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050685	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000614_LEP26181_Hesperiidae_Pyrginae_Carcharodini_Pholisora_catullus	Hesperiidae	Pholisora catullus	325.050352	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050352	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR7174538_X_Hesperiidae_Pyrginae_Carcharodini_Pholisora_mejicanus	Hesperiidae	Pholisora mejicanus	325.050352	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050352	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000617_MY2016HES39_Hesperiidae_Hesperiinae_Erionotini_Pirdana_hyela_rudolphii	Hesperiidae	Pirdana hyela	325.050132	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050132	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR9330376_X_Hesperiidae_Heteropterinae_Heteropterini_Piruna_aea	Hesperiidae	Piruna aea	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LEP22847_X_Hesperiidae_Heteropterinae_Heteropterini_Piruna_pirus_X_ME	Hesperiidae	Piruna pirus	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DL08T008_X_Hesperiidae_Hesperiinae_Erionotini_Plastingia_naga_X_ME	Hesperiidae	Plastingia naga	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000630_BNSZS00309_Hesperiidae_Hesperiinae_Astictopterini_Platylesches_picanini	Hesperiidae	Platylesches picanini	325.050657	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050657	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN006120_KA18070ABRI_Hesperiidae_Hesperiinae_X_Ploetzia_amygdalis	Hesperiidae	Ploetzia amygdalis	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN007139_LEP44319_Hesperiidae_Hesperiinae_Hesperiini_Lon_zabulon	Hesperiidae	Poanes zabulon	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000643_LEP28758_Hesperiidae_Hesperiinae_Hesperiini_Polites_vibex	Hesperiidae	Polites vibex	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR7174562_X_Hesperiidae_Pyrginae_Carcharodini_Polyctor_polyctor	Hesperiidae	Polyctor polyctor	325.050802	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR7174527_X_Hesperiidae_Eudaminae_Eudamini_Polygonus_leo	Hesperiidae	Polygonus leo	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR7174526_X_Hesperiidae_Eudaminae_Eudamini_Polygonus_savigny	Hesperiidae	Polygonus savigny	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR7174448_X_Hesperiidae_Eudaminae_Eudamini_Ectomis_asine	Hesperiidae	Polythrix asine	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000645_LEP47486_Hesperiidae_Eudaminae_Eudamini_Ectomis_octomaculata	Hesperiidae	Polythrix octomaculata	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000647_MY2016HES10_Hesperiidae_Hesperiinae_Baorini_Polytremis_lubricans_lubricans	Hesperiidae	Polytremis lubricans	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000651_LEP37004_Hesperiidae_Hesperiinae_Hesperiini_Vernia_verna	Hesperiidae	Pompeius verna	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000659_MY2016HES1_Hesperiidae_Hesperiinae_Taractrocerini_Potanthus_omaha	Hesperiidae	Potanthus omaha	460.808534	2	271.516412	274.1520251	98.20414783	65	-0.026838103	0.65	271.516412	263.6851034	83.86973536	69.5	0.093374667	0.695	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000663_LEP39369_Hesperiidae_Hesperiinae_Hesperiini_Problema_byssus	Hesperiidae	Problema byssus	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000665_MFB16P153_Hesperiidae_Trapezitinae_X_Proeidosa_polysema	Hesperiidae	Proeidosa polysema	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000668_139_Hesperiidae_Eudaminae_Eudamini_Proteides_mercurius	Hesperiidae	Proteides mercurius	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050502	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000671_606_Hesperiidae_Tagiadinae_Celaenorrhinini_Pseudocoladenia_dan	Hesperiidae	Pseudocoladenia dan	448.784902	2	247.46895	270.1360954	100.6400932	46	-0.225229773	0.46	247.46895	273.4666382	97.95070413	43	-0.265416042	0.43	325.050352	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000672_229_Hesperiidae_Hesperiinae_Hesperiini_Pseudocopaeodes_eunus	Hesperiidae	Pseudocopaeodes eunus	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN000673_639_Hesperiidae_Eudaminae_Phocidini_Pseudonascus_paulliniae	Hesperiidae	Pseudonascus paulliniae	325.050854	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
